workload,policy,seed,sessions,source_nodes,target_frac,target_w,selected_sessions,selected_w,realized_sessions,realized_w,deadline_s,deadline_hit,mbps,rtt_ms,mean_interruption_s,p95_interruption_s,makespan_s,disruption_s_per_kw
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,250.0,10.0,0.08571853080269418,0.15971914973599952,0.5123373303219791,56.268656561009266
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,250.0,40.0,0.11571853080269418,0.18971914973599951,0.5423373303219792,75.96171103852747
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,250.0,80.0,0.15571853080269418,0.2297191497359995,0.5823373303219791,102.21911700855173
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,1000.0,10.0,0.07035596551475787,0.13168445181352043,0.4759180491297169,46.18412872335061
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,1000.0,40.0,0.10035596551475788,0.16168445181352042,0.5059180491297169,65.87718320086881
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,1000.0,80.0,0.14035596551475787,0.20168445181352043,0.5459180491297169,92.13458917089308
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,10000.0,10.0,0.06574719592837697,0.12465578932134908,0.4649922647720382,43.15877037205301
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,10000.0,40.0,0.09574719592837698,0.15465578932134907,0.49499226477203817,62.85182484957121
interactive_coding,node-drain,0,10000,88,0.5,7627.548513582899,5007,7627.562304846171,5007,7627.562304846176,120.0,True,10000.0,80.0,0.13574719592837697,0.19465578932134908,0.5349922647720382,89.10923081959547
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,250.0,10.0,0.059205932149129004,0.10135455348748824,0.26217935644447965,30.090385140514922
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,250.0,40.0,0.089205932149129,0.13135455348748826,0.2921793564444796,45.33736329705641
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,250.0,80.0,0.129205932149129,0.17135455348748824,0.33217935644447966,65.6666675057784
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,1000.0,10.0,0.05408375512856525,0.09415629540080661,0.2505552180349931,27.487127768965777
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,1000.0,40.0,0.08408375512856524,0.12415629540080661,0.28055521803499306,42.734105925507265
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,1000.0,80.0,0.12408375512856526,0.16415629540080662,0.3205552180349931,63.06341013422926
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,10000.0,10.0,0.05254710202239613,0.09173089175552383,0.24706797651214712,26.706150557501037
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,10000.0,40.0,0.08254710202239612,0.12173089175552385,0.2770679765121471,41.95312871404253
interactive_coding,power-unaware,0,10000,88,0.5,7627.548513582899,3877,7628.396840727373,3877,7628.396840727348,120.0,True,10000.0,80.0,0.12254710202239613,0.16173089175552383,0.31706797651214713,62.282432922764514
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,250.0,10.0,0.08431271454913508,0.14844525084984841,0.8267718905860506,72.92951264526772
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,250.0,40.0,0.11431271454913508,0.1784452508498484,0.8567718905860506,98.8791620078558
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,250.0,80.0,0.1543127145491351,0.2184452508498484,0.8967718905860506,133.47869449130653
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,1000.0,10.0,0.07194419524945316,0.1349547969370852,0.8027566164359203,62.23088801322942
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,1000.0,40.0,0.10194419524945315,0.1649547969370852,0.8327566164359204,88.18053737581748
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,1000.0,80.0,0.14194419524945315,0.20495479693708518,0.8727566164359203,122.78006985926821
interactive_coding,random,0,10000,88,0.5,7627.548513582899,6598,7627.848732529411,6598,7627.848732529414,120.0,True,10000.0,10.0,0.06823363945954856,0.13200668897653214,0.7955520341908812,59.021300623617925
