phase,gpu,samples,power_mean_w
baseline,0,120,338.1859166666666
baseline,1,120,85.83075
drain,0,1517,337.82931443638756
drain,1,1517,205.87725115359265
post,0,120,91.84933333333335
post,1,120,341.91283333333337
