schema,plan_sha256,cell_id,model,revision,offered_rps,repeat,status,offered,completed,failed,exact_timing,p90_ttft_s,p90_tpot_s,tpot_samples,scheduled_span_s,actual_start_span_s,max_send_lateness_s,peak_running_requests,peak_waiting_requests,drained,engine_exited,client_error,sampler_error,source_schema,source_plan_sha256,source_result_sha256,source_requests_sha256,source_label,source_root
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps1-b2,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,1.0,2,recorded,32,32,0,31,15.857291559100002,0.08368215759999999,31713,27.573837895,27.572496348,0.006879483,32.0,12.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,3aa4b64b48a944f0ddb48444e20297ded1f61e49200e36553abdadeca58fb9b5,d0c1f481220a0a5710f1abbe33348ed8e880a1155b32db3767cd2ec759bb49cf,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps2-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,2.0,0,recorded,32,32,0,32,26.620943364200002,0.083504667,32736,16.659754033,16.65848516,0.005888564,32.0,19.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,af982f81b70818369b9f5efb395e061bb1d802cd7fa3e225d2a5bfaed6ca7a41,6985265d8ae1abab18d7f6173849cea83f42ac109d5b917b242f29375870199b,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps4-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,4.0,0,recorded,32,32,0,32,35.3123969908,0.0841407165,32736,8.760765399,8.764530299,0.004274432,32.0,25.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,5aae9f7e3ef935b0d086b5d5e3e4f5e5ae0f07f14f681133e3cd78b970dfd56b,8f6331cf2cb7e90c939030ad2c569a871432d5db4a0eb0f7df467201878c6d85,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,qwen-qwen3-8-27b-rps8-b0,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,8.0,0,recorded,32,32,0,32,40.0512884329,0.08307974,32736,3.342518176,3.343843736,0.002838164,32.0,29.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,39e7f6a286e317f0f5d020798994196dc4ce1165126eb63e730aa896b7fbe3db,622fd2d0e4f05d5816f1e0f450d2d508e8578a8b40d7f5eb753aa526d6f27340,eastus2,/datadrive/qh-agentic-rps-sweep-a100-20260816-eastus2-v3/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps0p125-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,0.125,0,recorded,32,32,0,32,0.9100261206000004,0.0590579185,32736,163.520773527,163.511735438,0.035315729,15.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,99c0ac60ba38552bc36b1ca76cc3883c60239f14a7d9829caf81cad7ed4d9190,e39cb39f24b11926fcdce7881693270bca62d35afdbf0f85a19ee9ffdd6c6cf7,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps0p25-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,0.25,0,recorded,32,32,0,32,1.1345458992000006,0.059056453,32736,93.172083978,93.163947395,0.020051927,25.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,b44b4cbda06ac08311abc5d5c2ca72c73dbab0bf569e1dd29af973b41b0b7904,f0cf6fb1c972cc62e814fed0192c7f2c2a003baad4f7c3d5129f25fee7981461,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps0p5-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,0.5,0,recorded,32,32,0,31,0.4105927947000001,0.0594906246,31713,48.644541285,48.644211839,0.010671197,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,88029938863cd2266ad5d40a0db8be2f1ea365b2c9cbd01ed61a94cfd135ca1a,e661e5b928052a9debbc9c067378f824dfefcb3a08995db04ac44f71aa95a623,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps1-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,1.0,0,recorded,32,32,0,32,0.6372103311,0.0580814675,32736,38.480766275,38.478468122,0.010027791,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0c967ddc98e8658d623104fdf65f8ee506b53c444344136a3195d8e0369db297,9563bbcb6be6aea7b910b12e94d02c795fd1103de48446c6126378807cad99dc,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps2-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,2.0,0,recorded,32,32,0,32,0.7890965298000001,0.059211949,32736,16.659754033,16.658663964,0.005986227,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,9727e7195c37e2957f42cea5546324b190b3a1608ecbdb8ea8b49dec7c753aac,7bc7ea5860b058c0ef81159ffc5af55a9d43c02727bb8ef4baa538cfa9a14024,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps2-b1,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,2.0,1,recorded,32,32,0,32,0.6083919927,0.0573588295,32736,17.671130943,17.669097903,0.007487115,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0b8f5bfbdc87e76cc8d796f0e680e4bf0e55ce01236669173a32e2c6fc627da2,543efe53a57a8e054273514670d6734180db00d4228d51a514495a476cadeb30,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps2-b2,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,2.0,2,recorded,32,32,0,31,0.8211975184,0.0581932922,31713,19.671410552,19.669777834,0.00605432,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,b479a20208ece63eebd31b04deea9653167b663b2b3af349ddab89780e1a2ec6,557543327d4aa0ffb0cf58b389f4191913e6181aa73064c4662bb798f5f75c78,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps3-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,3.0,0,recorded,32,32,0,32,1.3972769184,0.05727588,32736,10.826639115,10.825536207,0.004118176,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,e31aa119078683a0fce1ddef6f30f1f9f8c5dc34a814c23b6abb7d0a188c2e99,f6a1368940542aff92a832b000f37e8d10052edf78008ccba67bfd86212acdfe,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps4-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,4.0,0,recorded,32,32,0,32,1.8681358176,0.058924498500000005,32736,8.760765399,8.7604235,0.007130162,32.0,1.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,6d8fd0d8a3d08a6031274f4ce0d4b77b23700a841be1f1bffbcfbb13c4de100a,e314296074a766bda7bd943c2e92d104f0699824f8084f0d3a4c8ac00bd249ad,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps4-b1,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,4.0,1,recorded,32,32,0,32,1.2560415477,0.058793720499999994,32736,9.420168327,9.418999266,0.003450824,32.0,0.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,01a3e782b1c725ce1e4f005247ee69b58fb155fffc6218b47983f1d3746e8669,dfd1edbdf48b555738a8ef382137fae55bd769c9a398cf303cb2a8478ee5df27,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps4-b2,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,4.0,2,recorded,32,32,0,32,2.5857207218,0.0576667975,32736,7.315855357,7.3136067,0.003566988,32.0,5.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,ecb0d6c26e79f4981e29fc2b6478d369b07508733a1637f7f18001ef27ef2a08,2249ff66267b78ee1db1e08e0e073ff5bbf0570870ddedf8179d4d008086926d,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps5-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,5.0,0,recorded,32,32,0,32,1.9265458465,0.057716516999999995,32736,6.9511965,6.950268849,0.00414777,32.0,2.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,74621b058e0cc6001da752ae75e9db4819c5a1e56cf7ed3dff164e9d75f51a62,6f5655e124dd960acae2194961522d6c8329452441a33f1feadad66e3fe0af03,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps5-b1,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,5.0,1,recorded,32,32,0,30,2.8028255634000008,0.0586835479,30690,6.281756419,6.279896006,0.00314621,32.0,5.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,fb836380503bb7b4a4f3666818f04fb30d2ca4ae24ad00c344e13256e947639d,84919521e7f3d68479bf01f5688d7cb4c354a6b19eb10fae1023ca123618ab49,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps5-b2,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,5.0,2,recorded,32,32,0,32,2.6379239374,0.0586609315,32736,6.007895369,6.008320214,0.00398802,32.0,5.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,7432c76ccc9f92a43fed222d369cffba302e15bcb7e73fde15df6ef55688a389,b0f81c609566d21c286af45f085fce2dafeadeff8193e79e4f5c66f0ccb9369f,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps6-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,6.0,0,recorded,32,32,0,32,4.196478348,0.056964251,32736,4.420083631,4.418995785,0.004998837,32.0,10.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,fd0ad64788bfdec7a5963288cbb5c4fc64c16870103843f484f07f753d739528,06383c15671955f20f3fb4d2aa13d8ad493ecf98f96e4c057d5c4d809f900ec9,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps6-b1,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,6.0,1,recorded,32,32,0,32,3.1907467563000003,0.058467786499999994,32736,5.485033225,5.484448395,0.004065986,32.0,7.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,592a82255789b2369a3fa4be8cb8b3bcfbf9043421b05a3aaccd9a6b381caafb,6cec8d3fb0fad147c75383cea3f680cb4f5d6def96edd692d974338dfe762073,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps6-b2,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,6.0,2,recorded,32,32,0,32,4.4310786143000005,0.05876304,32736,4.266544791,4.266269403,0.002779323,32.0,12.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,04507e31d09362f46c0e25ade89947395c2d49b6c940c67c9f08d1a838907d1d,ea00ad05f250dccd2d9391e2b71a7f221cd7bed5a986b85e4f187b1804742a4a,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps7-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,7.0,0,recorded,32,32,0,32,3.6612176589000005,0.0573340485,32736,4.976577085,4.976105227,0.003260018,32.0,9.0,True,False,,,queue-haul-agentic-rps-sweep-v2,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,f41496d427911ef2e0faf646e8489b1d0efb37a540342575982a8999328a203a,8f48bf3396cd14eb2f01e3690a52512fc59eeb9200ddfcdb588c0f097b44f49f,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps8-b0,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,8.0,0,recorded,32,32,0,32,5.227675455,0.059473490000000004,32736,3.342518176,3.341710042,0.003230062,32.0,14.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,2ace3d34b622703e0b93e56ac16fd3f72e81f5d7f2e2ed753d0e7a339bf464a6,1cd72cc35719a3f386f7818a64d9c39d81615327a006183a326946232b21c6b2,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps8-b1,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,8.0,1,recorded,32,32,0,32,3.9749520617000003,0.0584272025,32736,4.614579414,4.614009399,0.004579378,32.0,10.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,5440cedc8c5f7ef7498c9f4c534ce9a4f72cb860c2debe210ff472b32fdc6d67,021a3a3c06d7dbb7c29e4423e5eba6aa248f9b999881d47cff1dcc196b2def5a,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
queue-haul-agentic-rps-sweep-v3,362af5ca07b59f83b9ac5f610f4f225c7539b89cf7bfa98a3d8e44e250dedcf7,google-gemma-4-26b-a4b-it-rps8-b2,google/gemma-4-26B-A4B-it,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,8.0,2,recorded,32,32,0,32,4.0378740398,0.058663662,32736,4.331424477,4.330848062,0.003030179,32.0,10.0,True,False,,,queue-haul-agentic-rps-sweep-v1,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,9ee63946f10c076857b30561bd9717f969cb5c43b5f7f5f6b72499b03dd86ab5,96650c5a30319bf77a1cbfe3171b5192cbfcc4cfd63108ea79fa1a191984d0c7,germanywestcentral,/datadrive/qh-agentic-rps-sweep-a100-dense-20260817-germany/cells
