phase,gpu,samples,power_mean_w
baseline,0,120,343.2221666666667
baseline,1,120,84.80175
drain,0,1343,325.9880938198064
drain,1,1343,241.77218168279973
post,0,120,90.04808333333334
post,1,120,313.1633333333333
