phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,125.34854166666666
baseline,1,240,240,1.0,83.29229166666667
drain,0,154,154,1.0,93.59279220779221
drain,1,154,154,1.0,271.9184415584416
post,0,240,240,1.0,87.19666666666667
post,1,240,240,1.0,128.50412500000002
