phase,gpu,samples,power_mean_w
baseline,0,120,339.79749999999996
baseline,1,120,84.85725
drain,0,1528,330.670890052356
drain,1,1528,288.23581806282726
post,0,120,90.78950000000002
post,1,120,388.70583333333343
