connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
d500951299ed80f6,kv,5574571926471614,5574571927704909,0,0
0edbedbf59fa7cff,api,5574571926779730,5574571927783019,0,0
21f68c7bf3ff9e72,api,5574588858706879,5574593113045853,27569,8389
060dbb9b81dc74c1,api,5574588857987907,5574593563286786,43361,14264
04c70824239360bc,api,5574588857056588,5574594092371756,29397,21065
14e44b4838524551,api,5574588857838829,5574594369446838,22344,24744
f8f01cf1372efc74,api,5574594516164282,5574595478769203,29416,12772
d181e66c7f148ca4,api,5574595480564231,5574596387975385,43380,11828
d9693bbdf9a8f48b,api,5574596389454038,5574598445166255,22363,27425
4b71a16b60e88e53,api,5574598447606606,5574599333974179,27588,11828
