step,coding_progress,overall_progress,coding_drop_marker
0,0.0,0.0,0
2,0.0,0.0,0
17,1.0,1.0,0
18,0.5,0.5,1
21,1.0,1.0,0
22,0.6666666666666666,0.6666666666666666,1
25,1.0,1.0,0
26,0.75,0.75,1
28,0.6,0.6,1
37,0.8,0.8,0
38,0.6,0.6,1
39,0.8,0.8,0
40,0.8,0.8333333333333334,0
