phase,gpu,samples,power_mean_w
baseline,0,120,223.66541666666666
baseline,1,120,83.08275
drain,0,158,165.48006329113926
drain,1,158,225.66037974683547
post,0,119,126.28756302521006
post,1,119,264.1057983193278
