phase,gpu,samples,power_mean_w
baseline,0,239,192.8283682008368
baseline,1,239,82.82686192468618
drain,0,221,136.52067873303167
drain,1,221,98.08171945701358
post,0,240,99.23191666666668
post,1,240,143.30008333333336
