deadline,method,color,target_basis,target_frac,target_kw,full_node_kw,node_kw,active_kw,cost_s,hit
18.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
20.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
20.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
20.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
20.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
20.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
22.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
22.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
22.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
22.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
22.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
24.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
24.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
24.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
24.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
24.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
26.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
26.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
26.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
26.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
26.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.04398497852061,0.6519510061577961,nan,False
28.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
28.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
28.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
28.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
28.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
30.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
30.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
30.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
30.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
30.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,8.999563791120643,0.6875298187578286,nan,False
45.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
45.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.212876807874581,0.5528527305031589,304.30277830995726,True
45.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.214229851471428,0.416417318380922,307.9205180327407,True
45.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.247296882801681,0.6576392559460079,331.9659232867905,True
45.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,10.751524970261977,0.6999049229495433,499.0892622046259,True
68.18181818181819,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
68.18181818181819,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.212876807874567,0.5528527305031586,286.4830489660819,True
68.18181818181819,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.518832232476212,0.40689215435741166,295.7330481320132,True
68.18181818181819,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.243698790534273,0.6540411636785978,365.8726917218436,True
68.18181818181819,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,606.8728849771453,True
91.36363636363637,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
91.36363636363637,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.212876807874604,0.5518894801053617,261.13552245763,True
91.36363636363637,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,268.94560732737887,True
91.36363636363637,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,10.331709598939339,0.6866103547654802,375.92793384684967,True
91.36363636363637,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,564.1626642849126,True
114.54545454545455,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
114.54545454545455,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.212876807874602,0.5518894801053617,258.6802844611646,True
114.54545454545455,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,268.94560732737887,True
114.54545454545455,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,10.325662234352892,0.5980730352702807,498.6415367798907,True
114.54545454545455,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,579.401356498508,True
137.72727272727275,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
137.72727272727275,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.212876807874592,0.5518894801053617,257.11910090050475,True
137.72727272727275,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,263.8524572867759,True
137.72727272727275,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,10.325662234352892,0.5980730352702807,498.6415367798907,True
137.72727272727275,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,594.6785102829292,True
160.90909090909093,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
160.90909090909093,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
160.90909090909093,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,263.8524572867759,True
160.90909090909093,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,10.325662234352892,0.5980730352702807,498.6415367798907,True
160.90909090909093,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,606.7491463813317,True
184.0909090909091,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
184.0909090909091,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
184.0909090909091,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,262.14114824079616,True
184.0909090909091,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,10.325662234352892,0.5980730352702807,498.6415367798907,True
184.0909090909091,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,611.8601297493121,True
207.27272727272728,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
207.27272727272728,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
207.27272727272728,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,262.14114824079616,True
207.27272727272728,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.385634545972051,0.5914330818710214,334.76066503673565,True
207.27272727272728,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,626.9017420727163,True
230.45454545454547,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
230.45454545454547,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
230.45454545454547,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,262.14114824079616,True
230.45454545454547,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.385634545972051,0.5914330818710214,334.76066503673565,True
230.45454545454547,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,637.125790208315,True
253.63636363636365,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
253.63636363636365,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
253.63636363636365,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,262.14114824079616,True
253.63636363636365,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.385634545972051,0.5914330818710214,334.76066503673565,True
253.63636363636365,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,645.3991244191257,True
276.81818181818187,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
276.81818181818187,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
276.81818181818187,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,262.14114824079616,True
276.81818181818187,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.385634545972051,0.5914330818710214,334.76066503673565,True
276.81818181818187,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,660.1105992389057,True
300.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
300.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.21287680787459,0.5518894801053617,256.9851659815935,True
300.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.213782661439415,0.46598511959735817,262.14114824079616,True
300.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,9.385634545972051,0.5914330818710214,334.76066503673565,True
300.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,12.324483869153257,0.7355015206557212,670.2144000781184,True
