deadline,method,color,target_basis,target_frac,target_kw,full_node_kw,node_kw,active_kw,cost_s,hit
1.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
1.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
1.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
1.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
1.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
5.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
5.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
5.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
5.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
5.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.0,0.0,nan,False
6.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.2972581701011022,0.29725817010110167,nan,False
6.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.2972581701011022,0.29725817010110167,nan,False
6.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.2972581701011022,0.29725817010110167,nan,False
6.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.2972581701011022,0.29725817010110167,nan,False
6.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.2972581701011022,0.29725817010110167,nan,False
8.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
8.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.4798297855689179,0.4798297855689169,nan,False
8.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.4798297855689179,0.4798297855689169,nan,False
8.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.4798297855689179,0.4798297855689169,nan,False
8.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.4798297855689179,0.4798297855689169,nan,False
10.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
10.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.636344005526451,0.5957344798942119,nan,False
10.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.636344005526451,0.5957344798942119,nan,False
10.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.636344005526451,0.5957344798942119,nan,False
10.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.636344005526451,0.5957344798942119,nan,False
12.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
12.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.7585511654236208,0.6055308388739921,nan,False
12.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.7585511654236208,0.6055308388739921,nan,False
12.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.7585511654236208,0.6055308388739921,nan,False
12.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.7585511654236208,0.6055308388739921,nan,False
14.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
14.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.9361150666596147,0.6271877016207732,nan,False
14.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.9361150666596147,0.6271877016207732,nan,False
14.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.9361150666596147,0.6271877016207732,nan,False
14.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,2.9361150666596147,0.6271877016207732,nan,False
16.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
16.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
16.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
16.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
16.0,random jobs,tab:purple,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
18.0,additive LP,0.45,full_node_expected,0.45,9.21287680787458,20.47305957305462,0.42987761847212097,0.4298776184721219,nan,False
18.0,active-knee LP relaxation,tab:green,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
18.0,active-knee MILP,tab:blue,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
18.0,live greedy,tab:orange,full_node_expected,0.45,9.21287680787458,20.47305957305462,4.026926700661706,0.6348927282988909,nan,False
