phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,128.85204166666668
baseline,1,240,240,1.0,83.016
drain,0,45,45,1.0,99.21244444444446
drain,1,45,45,1.0,264.6348888888889
post,0,239,239,1.0,121.04535564853558
post,1,239,239,1.0,90.9469037656904
