phase,gpu,samples,power_mean_w
baseline,0,119,334.4390756302521
baseline,1,119,83.22983193277308
drain,0,1380,338.5209057971014
drain,1,1380,214.4019492753623
post,0,119,309.74394957983185
post,1,119,190.2639495798319
