source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
hermes x medium,2,0,46,0.07531825931513604,0.08695652173913043,-0.011638262423994392
hermes x medium,2,1,959,0.1705968926842167,0.1772679874869656,-0.006671094802748884
hermes x medium,2,2,4353,0.25244150676308985,0.27705031013094417,-0.024608803367854315
hermes x medium,2,3,2233,0.35469502153626503,0.4755933721450963,-0.12089835060883125
hermes x medium,2,4,2909,0.43896537192557167,0.6136129254039189,-0.1746475534783472
hermes x medium,2,5,1088,0.5416455754598675,0.8299632352941176,-0.2883176598342502
hermes x medium,2,6,1072,0.6169485100877065,0.9365671641791045,-0.319618654091398
hermes x medium,2,7,1062,0.7166978608246118,0.992467043314501,-0.27576918248988913
hermes x medium,2,8,28,0.8327122153209109,0.9642857142857143,-0.13157349896480341
hermes x medium,4,0,1,0.0,1.0,-1.0
hermes x medium,4,1,13,0.17482362270149882,0.6923076923076923,-0.5174840696061935
hermes x medium,4,2,208,0.2563475306895228,0.27884615384615385,-0.022498623156631037
hermes x medium,4,3,2129,0.36375011322900597,0.3658994833255049,-0.0021493700964989593
hermes x medium,4,4,3854,0.4559367815007909,0.5555267254800208,-0.09958994397922988
hermes x medium,4,5,2967,0.5506133743702182,0.6905965621840243,-0.13998318781380614
hermes x medium,4,6,1669,0.6548080037257924,0.8705811863391252,-0.21577318261333278
hermes x medium,4,7,1592,0.7432813857874632,0.9541457286432161,-0.21086434285575295
hermes x medium,4,8,1212,0.8239648632846864,0.9884488448844885,-0.16448398159980204
hermes x medium,4,9,105,0.9239599062020155,1.0,-0.07604009379798449
hermes x medium,8,1,1,0.18518518518518517,1.0,-0.8148148148148149
hermes x medium,8,2,13,0.28523901858632683,1.0,-0.7147609814136732
hermes x medium,8,3,8,0.3706589795442171,1.0,-0.6293410204557829
hermes x medium,8,4,62,0.434342432467493,0.8870967741935484,-0.4527543417260554
hermes x medium,8,5,180,0.5502315256755737,0.8333333333333334,-0.2831018076577597
hermes x medium,8,6,3196,0.6649982299038363,0.7324780976220275,-0.06747986771819126
hermes x medium,8,7,4204,0.7480242508814523,0.9191246431969553,-0.171100392315503
hermes x medium,8,8,3804,0.8555543753158114,0.9900105152471083,-0.1344561399312969
hermes x medium,8,9,2247,0.940089911000897,0.9959946595460614,-0.05590474854516436
hermes x medium,16,5,2,0.5853658536585366,1.0,-0.41463414634146345
hermes x medium,16,6,19,0.6389968225820494,1.0,-0.3610031774179506
hermes x medium,16,7,67,0.720391355019239,1.0,-0.279608644980761
hermes x medium,16,8,396,0.865696491362831,1.0,-0.134303508637169
hermes x medium,16,9,12480,0.963378086250268,1.0,-0.036621913749732005
hermes x medium,32,9,9729,0.9936998959542187,1.0,-0.006300104045781296
hermes x medium,64,9,2165,0.9997373076375621,1.0,-0.0002626923624379218
hermes x short,1,0,207,0.07247640881351043,0.4057971014492754,-0.33332069263576497
hermes x short,1,1,1126,0.14503730435519244,0.5896980461811723,-0.4446607418259798
hermes x short,1,2,1791,0.22744099542144217,0.3925181462869905,-0.16507715086554833
hermes x short,1,3,1517,0.34399125524841295,0.7462096242584048,-0.4022183690099918
hermes x short,1,4,231,0.46022985301141056,0.8484848484848485,-0.38825499547343795
hermes x short,1,5,21,0.5311778290993073,1.0,-0.46882217090069267
hermes x short,1,6,29,0.6766232268481146,0.9310344827586207,-0.25441125591050606
hermes x short,2,0,17,0.058439897698209724,0.4117647058823529,-0.3533248081841432
hermes x short,2,1,288,0.16847084479993604,0.8194444444444444,-0.6509735996445084
hermes x short,2,2,2128,0.26777405825806244,0.6423872180451128,-0.37461315978705034
hermes x short,2,3,1041,0.3580477169680699,0.6791546589817483,-0.3211069420136784
hermes x short,2,4,1176,0.43759848478269875,0.8903061224489796,-0.4527076376662808
hermes x short,2,5,164,0.5374231346898092,0.9634146341463414,-0.42599149945653225
hermes x short,2,6,108,0.6459709575905385,0.8796296296296297,-0.2336586720390912
hermes x short,4,2,106,0.26447020133962734,0.9528301886792453,-0.688359987339618
hermes x short,4,3,901,0.36926910385572675,0.9633740288568258,-0.594104925001099
hermes x short,4,4,1905,0.4474763572219614,0.8566929133858268,-0.4092165561638654
hermes x short,4,5,1470,0.5437385096205241,0.9299319727891157,-0.3861934631685916
hermes x short,4,6,391,0.6539113974375155,0.9923273657289002,-0.33841596829138476
hermes x short,4,7,125,0.7665544968541053,1.0,-0.23344550314589474
hermes x short,4,8,24,0.8385989010989013,0.8333333333333334,0.005265567765567969
hermes x short,8,4,27,0.4283424899012381,1.0,-0.571657510098762
hermes x short,8,5,124,0.5403222350877231,1.0,-0.45967776491227685
hermes x short,8,6,2302,0.6640884053042332,1.0,-0.3359115946957668
hermes x short,8,7,1719,0.7481518766133088,1.0,-0.25184812338669116
hermes x short,8,8,570,0.8423816019598119,1.0,-0.15761839804018807
hermes x short,8,9,174,0.9486447948689414,1.0,-0.05135520513105862
hermes x short,16,7,26,0.7121729733342809,1.0,-0.28782702666571913
hermes x short,16,8,96,0.8740303908338086,1.0,-0.12596960916619138
hermes x short,16,9,4704,0.9530169994867471,1.0,-0.04698300051325288
hermes x short,32,9,4264,0.9920319545403556,1.0,-0.007968045459644357
hermes x short,64,9,1874,0.9997432852263834,1.0,-0.00025671477361655093
swe-agent x long,1,0,148181,0.05657177327693708,0.09132749812729027,-0.034755724850353185
swe-agent x long,1,1,123734,0.14245845922280878,0.23550519663148367,-0.09304673740867489
swe-agent x long,1,2,52386,0.23797667301346628,0.29903027526438364,-0.061053602250917355
swe-agent x long,1,3,32521,0.34658647409375143,0.3945450631899388,-0.04795858909618739
swe-agent x long,1,4,10086,0.45026511597727276,0.5580011897679953,-0.10773607379072253
swe-agent x long,1,5,19913,0.5406077004528725,0.7140561442273892,-0.17344844377451663
swe-agent x long,1,6,7319,0.6453008189000676,0.7639021724279274,-0.11860135352785972
swe-agent x long,1,7,11141,0.7505070832979266,0.851808634772462,-0.10130155147453546
swe-agent x long,1,8,27042,0.8342228624853627,0.8956807928407662,-0.06145793035540348
swe-agent x long,1,9,109171,0.9673202194153867,0.9822571928442535,-0.014936973428866795
swe-agent x long,2,0,51943,0.0750912501304653,0.10657836474597154,-0.03148711461550624
swe-agent x long,2,1,117399,0.1490424175869547,0.1857170844726105,-0.03667466688565582
swe-agent x long,2,2,94585,0.247510259124074,0.27635460168102766,-0.028844342556953645
swe-agent x long,2,3,49912,0.35242773139242584,0.3110674787626222,0.04136025262980364
swe-agent x long,2,4,35765,0.4347085164182696,0.4044456871242835,0.03026282929398605
swe-agent x long,2,5,23224,0.551891580501788,0.6443765070616604,-0.0924849265598724
swe-agent x long,2,6,12325,0.6396685574366937,0.7259229208924949,-0.08625436345580118
swe-agent x long,2,7,15312,0.7485409238975973,0.8294801462904912,-0.08093922239289386
swe-agent x long,2,8,26657,0.8536986983440031,0.9125182878793563,-0.058819589535353156
swe-agent x long,2,9,109194,0.9743992159663011,0.9864278257047091,-0.012028609738408025
swe-agent x long,4,0,2072,0.08006827123148458,0.10038610038610038,-0.020317829154615802
swe-agent x long,4,1,44812,0.16958728106365678,0.1845710970275819,-0.014983815963925118
swe-agent x long,4,2,86496,0.2570731123222527,0.24310950795412506,0.013963604368127658
swe-agent x long,4,3,68816,0.34706456832836435,0.3408509648918856,0.006213603436478754
swe-agent x long,4,4,40883,0.4423788973466517,0.3662891666462833,0.0760897307003684
swe-agent x long,4,5,63556,0.5520594564335307,0.40400591604254515,0.14805354039098556
swe-agent x long,4,6,50253,0.6422450760229801,0.48747338467355184,0.15477169134942825
swe-agent x long,4,7,27715,0.7486437877592305,0.7876240303084973,-0.0389802425492668
swe-agent x long,4,8,20329,0.8519576120402588,0.8925180776231,-0.04056046558284121
swe-agent x long,4,9,113396,0.9697737163995466,0.9821775018519172,-0.012403785452370641
swe-agent x long,8,0,98,0.08889968738006841,0.15306122448979592,-0.06416153710972751
swe-agent x long,8,1,1849,0.16824992273290995,0.20010816657652786,-0.031858243843617906
swe-agent x long,8,2,14997,0.260408104703816,0.268253650730146,-0.00784554602633003
swe-agent x long,8,3,35559,0.3528791702583645,0.32801822323462415,0.024860947023740365
swe-agent x long,8,4,56955,0.4507978937247346,0.42458080941093845,0.026217084313796157
swe-agent x long,8,5,78303,0.5548500441763895,0.44598546671264194,0.10886457746374756
swe-agent x long,8,6,66077,0.6449046319856264,0.485297455998305,0.15960717598732144
swe-agent x long,8,7,90360,0.7515275999654011,0.5422310756972112,0.2092965242681899
swe-agent x long,8,8,41624,0.8447324861797467,0.821545262348645,0.023187223831101722
swe-agent x long,8,9,122039,0.9738674892131413,0.9832184793385721,-0.009350990125430836
swe-agent x long,16,2,494,0.2717703645313141,0.3522267206477733,-0.08045635611645918
swe-agent x long,16,3,2652,0.3599711635243744,0.37481146304675717,-0.01484029952238275
swe-agent x long,16,4,11576,0.4568725900174406,0.46872840359364204,-0.011855813576201413
swe-agent x long,16,5,27290,0.5549826790662279,0.5396482227922316,0.015334456273996322
swe-agent x long,16,6,53462,0.6563511879609776,0.6178220044143504,0.038529183546627155
swe-agent x long,16,7,80461,0.7509226548990994,0.6852263829681461,0.06569627193095329
swe-agent x long,16,8,154204,0.8543331623916214,0.6868758268268008,0.16745733556482056
swe-agent x long,16,9,156960,0.9688374799710184,0.9642265545361876,0.0046109254348308815
swe-agent x long,32,4,399,0.46835109852422635,0.543859649122807,-0.07550855059858069
swe-agent x long,32,5,1042,0.5693709884183962,0.5738963531669866,-0.004525364748590444
swe-agent x long,32,6,6000,0.6564028661535757,0.6728333333333333,-0.016430467179757602
swe-agent x long,32,7,22766,0.7613290899297303,0.7544584028814899,0.006870687048240343
swe-agent x long,32,8,84392,0.8588877466183872,0.8425798653900843,0.016307881228302845
swe-agent x long,32,9,321417,0.9611319441136064,0.9294996842108538,0.031632259902752535
swe-agent x long,64,8,1687,0.869229967932122,0.8642560758743332,0.0049738920577888646
swe-agent x long,64,9,365661,0.9860823569520817,0.979502872879525,0.006579484072556707
swe-agent x medium,1,0,50902,0.04562537116533105,0.047110133197123885,-0.0014847620317928328
swe-agent x medium,1,1,65557,0.14250939247915106,0.12836157847369464,0.014147814005456422
swe-agent x medium,1,2,34827,0.23887823747663356,0.20222815631550234,0.03665008116113122
swe-agent x medium,1,3,21279,0.34866674220084237,0.25865877155881384,0.09000797064202853
swe-agent x medium,1,4,3843,0.4504913075028965,0.47749154306531355,-0.02700023556241704
swe-agent x medium,1,5,4966,0.5461978446260511,0.5438985098670962,0.0022993347589549407
swe-agent x medium,1,6,1223,0.6383885059723649,0.6214227309893704,0.016965774982994453
swe-agent x medium,1,7,1552,0.7672601935816973,0.788659793814433,-0.021399600232735683
swe-agent x medium,1,8,2260,0.8303305216168755,0.8606194690265486,-0.03028894740967314
swe-agent x medium,1,9,1666,0.9483565676450173,0.9423769507803121,0.005979616864705162
swe-agent x medium,2,0,22696,0.0722805027782736,0.05031723651744801,0.021963266260825585
swe-agent x medium,2,1,25643,0.1503403935624503,0.21366454782981711,-0.06332415426736682
swe-agent x medium,2,2,51023,0.2520070643325369,0.272465358759775,-0.020458294427238122
swe-agent x medium,2,3,37176,0.35490346872188616,0.31106089950505705,0.04384256921682911
swe-agent x medium,2,4,29167,0.4325080977162217,0.3279048239448692,0.10460327377135248
swe-agent x medium,2,5,10122,0.5365421166258861,0.5849634459592966,-0.04842132933341048
swe-agent x medium,2,6,4708,0.6279440773155304,0.7098555649957519,-0.0819114876802215
swe-agent x medium,2,7,2597,0.7476888739173351,0.8440508278783211,-0.09636195396098601
swe-agent x medium,2,8,3223,0.8501510506479742,0.8740304064536146,-0.02387935580564038
swe-agent x medium,2,9,1720,0.957605915240507,0.958139534883721,-0.0005336196432139673
swe-agent x medium,4,0,34,0.09055974384227392,0.9411764705882353,-0.8506167267459613
swe-agent x medium,4,1,12145,0.18777127331740864,0.15347879785920132,0.03429247545820732
swe-agent x medium,4,2,25814,0.2708190409956377,0.2927093825056171,-0.021890341509979427
swe-agent x medium,4,3,19961,0.35528697439201395,0.6201593106557788,-0.26487233626376483
swe-agent x medium,4,4,17425,0.44449086125671444,0.599713055954089,-0.15522219469737453
swe-agent x medium,4,5,51989,0.552286329713307,0.5843159129815922,-0.0320295832682852
swe-agent x medium,4,6,43797,0.6400228180385578,0.6097221270863301,0.03030069095222765
swe-agent x medium,4,7,9252,0.7448001356793975,0.9043450064850843,-0.1595448708056868
swe-agent x medium,4,8,3388,0.8503422821779423,0.9327036599763873,-0.08236137779844499
swe-agent x medium,4,9,4270,0.9359161652629542,0.9791569086651054,-0.04324074340215123
swe-agent x medium,8,1,19,0.15680467710481327,1.0,-0.8431953228951867
swe-agent x medium,8,2,452,0.2717434897502295,0.9756637168141593,-0.7039202270639298
swe-agent x medium,8,3,2124,0.3584763817888469,0.9661016949152542,-0.6076253131264073
swe-agent x medium,8,4,7678,0.45544781107968385,0.9417817139880177,-0.48633390290833384
swe-agent x medium,8,5,36159,0.5639917772960393,0.7764042147183274,-0.2124124374222881
swe-agent x medium,8,6,41275,0.6499420264838529,0.7554694124772865,-0.10552738599343359
swe-agent x medium,8,7,75975,0.7547961342704321,0.8561895360315893,-0.10139340176115719
swe-agent x medium,8,8,17100,0.8339271824118644,0.9738011695906432,-0.13987398717877886
swe-agent x medium,8,9,7266,0.9449241572339164,0.9920176162950729,-0.04709345906115647
swe-agent x medium,16,2,4,0.27102132306454396,1.0,-0.728978676935456
swe-agent x medium,16,3,26,0.33872572272411766,1.0,-0.6612742772758824
swe-agent x medium,16,4,399,0.4624129928560092,1.0,-0.5375870071439908
swe-agent x medium,16,5,1544,0.5680059884476902,1.0,-0.43199401155230976
swe-agent x medium,16,6,8662,0.664355241640392,0.9994227661048257,-0.3350675244644338
swe-agent x medium,16,7,28299,0.7542736892425933,0.9959362521643874,-0.2416625629217941
swe-agent x medium,16,8,120692,0.8577942283934903,0.9871656779239718,-0.12937144953048152
swe-agent x medium,16,9,28210,0.9367713235966949,0.9998936547323644,-0.06312233113566945
swe-agent x medium,32,4,17,0.46823096986244944,1.0,-0.5317690301375506
swe-agent x medium,32,5,41,0.5698575138346874,1.0,-0.4301424861653126
swe-agent x medium,32,6,307,0.6549761396885767,1.0,-0.3450238603114233
swe-agent x medium,32,7,1561,0.7630295326652267,1.0,-0.23697046733477334
swe-agent x medium,32,8,14372,0.8704691733071638,1.0,-0.12953082669283622
swe-agent x medium,32,9,170338,0.9572289968809691,1.0,-0.042771003119030926
swe-agent x medium,64,8,368,0.8733566063768228,1.0,-0.12664339362317723
swe-agent x medium,64,9,181093,0.9884712825665245,1.0,-0.0115287174334755
swe-agent x short,1,0,27237,0.03730087836306112,0.057715607445753936,-0.020414729082692817
swe-agent x short,1,1,39333,0.13143906325541918,0.1003991559250502,0.031039907330368974
swe-agent x short,1,2,13060,0.24544512212272926,0.4324655436447167,-0.18702042152198742
swe-agent x short,1,3,8422,0.3587661773749929,0.6623129897886488,-0.30354681241365594
swe-agent x short,1,4,315,0.4608016894778657,0.7619047619047619,-0.30110307242689616
swe-agent x short,1,5,79,0.5499069042986285,0.8227848101265823,-0.2728779058279538
swe-agent x short,1,6,82,0.6433060854813589,0.9024390243902439,-0.259132938908885
swe-agent x short,1,7,46,0.7805195029738583,0.8913043478260869,-0.11078484485222861
swe-agent x short,1,8,7,0.84726793397562,0.8571428571428571,-0.009874923167237148
swe-agent x short,2,0,17532,0.07100176267257172,0.05612594113620808,0.014875821536363638
swe-agent x short,2,1,7596,0.14128070427814743,0.31240126382306477,-0.17112055954491734
swe-agent x short,2,2,15680,0.2446079179172564,0.42385204081632655,-0.17924412289907016
swe-agent x short,2,3,26310,0.36926216523203836,0.6,-0.2307378347679616
swe-agent x short,2,4,19831,0.42443252806128545,0.750491654480359,-0.3260591264190736
swe-agent x short,2,5,1446,0.5148916805779531,0.8983402489626556,-0.38344856838470254
swe-agent x short,2,6,103,0.6471014213226504,0.970873786407767,-0.32377236508511664
swe-agent x short,2,7,39,0.7466282698947063,0.9743589743589743,-0.22773070446426802
swe-agent x short,2,8,44,0.8239002050527019,1.0,-0.1760997949472981
swe-agent x short,4,1,6886,0.18928832000132456,0.264885274469939,-0.07559695446861442
swe-agent x short,4,2,15611,0.28162967799786814,0.4915764525014413,-0.20994677450357313
swe-agent x short,4,3,1920,0.34358674438848297,0.9270833333333334,-0.5834965889448505
swe-agent x short,4,4,4717,0.4523780856767801,0.9255882976468094,-0.47321021197002927
swe-agent x short,4,5,25431,0.5459184533995161,0.9417246667453109,-0.3958062133457948
swe-agent x short,4,6,33739,0.6309874029944045,0.9449301994724206,-0.31394279647801615
swe-agent x short,4,7,190,0.7536685230554117,1.0,-0.24633147694458835
swe-agent x short,4,8,80,0.850062237231298,1.0,-0.14993776276870197
swe-agent x short,4,9,7,0.9180905543473961,1.0,-0.08190944565260394
swe-agent x short,8,3,1,0.37851662404092073,1.0,-0.6214833759590792
swe-agent x short,8,4,146,0.47262435992481927,1.0,-0.5273756400751808
swe-agent x short,8,5,10301,0.5746385113758522,0.9860207746820697,-0.4113822633062175
swe-agent x short,8,6,23668,0.6453145069571082,0.9831417948284603,-0.3378272878713521
swe-agent x short,8,7,52564,0.7605715049403411,0.9999048778631763,-0.23933337292283519
swe-agent x short,8,8,1829,0.8137850389796938,1.0,-0.1862149610203062
swe-agent x short,8,9,72,0.9222660173157604,1.0,-0.07773398268423959
swe-agent x short,16,5,2,0.565306131736309,1.0,-0.43469386826369105
swe-agent x short,16,6,273,0.6678397266665527,1.0,-0.33216027333344733
swe-agent x short,16,7,4915,0.7606634225931959,1.0,-0.23933657740680414
swe-agent x short,16,8,81317,0.8611039690599948,1.0,-0.13889603094000524
swe-agent x short,16,9,2068,0.912641560577951,1.0,-0.08735843942204902
swe-agent x short,32,7,47,0.7720569960784949,1.0,-0.22794300392150513
swe-agent x short,32,8,2180,0.8751769477668326,1.0,-0.12482305223316736
swe-agent x short,32,9,86317,0.95478428239592,1.0,-0.04521571760408005
swe-agent x short,64,8,1,0.8797953964194374,1.0,-0.12020460358056262
swe-agent x short,64,9,88498,0.9896083822251546,1.0,-0.01039161777484543
terminalbench x long,1,0,8082,0.06331558865262549,0.1218757733234348,-0.05856018467080931
terminalbench x long,1,1,17948,0.1489440503453471,0.13561399598841095,0.013330054356936155
terminalbench x long,1,2,5852,0.23609012426811066,0.13243335611756665,0.103656768150544
terminalbench x long,1,3,1138,0.33898822989197813,0.3312829525483304,0.007705277343647732
terminalbench x long,1,4,394,0.46024323158681374,0.4086294416243655,0.05161378996244825
terminalbench x long,1,5,109,0.5569469653823955,0.42201834862385323,0.13492861675854229
terminalbench x long,1,6,171,0.6652031920174846,0.2982456140350877,0.36695757798239687
terminalbench x long,1,7,73,0.7135067775627637,0.5205479452054794,0.19295883235728428
terminalbench x long,1,8,4,0.8086312118570183,0.75,0.05863121185701825
terminalbench x long,2,0,2989,0.07054541555198204,0.12813650050184008,-0.05759108494985804
terminalbench x long,2,1,8900,0.15602431839251607,0.2108988764044944,-0.054874558011978325
terminalbench x long,2,2,11728,0.24741725736009892,0.22373806275579808,0.023679194604300846
terminalbench x long,2,3,7609,0.337070914108984,0.18832960967275594,0.14874130443622804
terminalbench x long,2,4,1778,0.438541210819581,0.25646794150731156,0.18207326931226941
terminalbench x long,2,5,281,0.5426409802905969,0.3238434163701068,0.21879756392049016
terminalbench x long,2,6,192,0.6174198263022813,0.8229166666666666,-0.2054968403643853
terminalbench x long,2,7,264,0.7515185993049674,0.5492424242424242,0.20227617506254325
terminalbench x long,2,8,26,0.8565309669495047,0.5769230769230769,0.27960789002642783
terminalbench x long,2,9,4,0.90625,1.0,-0.09375
terminalbench x long,4,0,635,0.08101378141505616,0.08346456692913386,-0.002450785514077694
terminalbench x long,4,1,2514,0.16204045063990646,0.18973747016706444,-0.027697019527157973
terminalbench x long,4,2,6794,0.25700692338960374,0.31483662054754197,-0.05782969715793823
terminalbench x long,4,3,9550,0.3503043508225152,0.3375916230366492,0.012712727785866018
terminalbench x long,4,4,9715,0.4469288337085281,0.314668039114771,0.13226079459375711
terminalbench x long,4,5,3231,0.5329889450600723,0.30764469204580625,0.22534425301426608
terminalbench x long,4,6,643,0.6295764270453913,0.37791601866251945,0.25166040838287185
terminalbench x long,4,7,401,0.7369341769636352,0.5935162094763092,0.14341796748732594
terminalbench x long,4,8,258,0.8323102786770015,0.5813953488372093,0.25091492983979213
terminalbench x long,4,9,30,0.9617374404204128,0.6333333333333333,0.32840410708707946
terminalbench x long,8,1,373,0.16819557620216757,0.21179624664879357,-0.043600670446625994
terminalbench x long,8,2,1893,0.2608178130148275,0.3375594294770206,-0.07674161646219313
terminalbench x long,8,3,2689,0.3534057972960625,0.40572703607288957,-0.052321238776827095
terminalbench x long,8,4,7010,0.4537900868134159,0.49315263908701856,-0.039362552273602636
terminalbench x long,8,5,8001,0.5510349040203464,0.5301837270341208,0.020851176986225628
terminalbench x long,8,6,10524,0.6383544456967076,0.5088369441277081,0.12951750156899955
terminalbench x long,8,7,2274,0.7324829961761286,0.5030782761653474,0.22940472001078116
terminalbench x long,8,8,756,0.8384548409631424,0.7605820105820106,0.0778728303811318
terminalbench x long,8,9,247,0.9338010815081554,0.6761133603238867,0.25768772118426875
terminalbench x long,16,2,72,0.2609247967479674,0.6388888888888888,-0.3779640921409214
terminalbench x long,16,3,571,0.367568683268251,0.5061295971978984,-0.13856091392964742
terminalbench x long,16,4,1729,0.4495746323163888,0.4939271255060729,-0.044352493189684095
terminalbench x long,16,5,2385,0.5519966555239093,0.570230607966457,-0.018233952442547663
terminalbench x long,16,6,6626,0.6601563903023359,0.7075158466646544,-0.04735945636231853
terminalbench x long,16,7,9027,0.7521750529700665,0.7290351168716074,0.023139936098459102
terminalbench x long,16,8,11426,0.8346233447729836,0.75319446875547,0.08142887601751359
terminalbench x long,16,9,1917,0.9359113706145411,0.838810641627543,0.09710072898699806
terminalbench x long,32,5,449,0.5592491194962317,0.5590200445434298,0.00022907495280188872
terminalbench x long,32,6,2068,0.6601634728669163,0.7379110251450677,-0.07774755227815133
terminalbench x long,32,7,2587,0.748448682044687,0.7781213761113258,-0.02967269406663886
terminalbench x long,32,8,9995,0.8623691974578575,0.87983991995998,-0.01747072250212256
terminalbench x long,32,9,17850,0.9395987225759851,0.913389355742297,0.02620936683368813
terminalbench x long,64,6,193,0.6507425470048731,0.5854922279792746,0.06525031902559852
terminalbench x long,64,7,853,0.7689787048724891,0.7690504103165299,-7.170544404078161e-05
terminalbench x long,64,8,1983,0.8549548199514,0.8870398386283409,-0.03208501867694091
terminalbench x long,64,9,26120,0.9660236295303356,0.9667687595712098,-0.0007451300408741757
terminalbench x medium,1,0,147,0.07517303600172488,0.25170068027210885,-0.17652764427038398
terminalbench x medium,1,1,4057,0.1570663773158462,0.25117081587379836,-0.09410443855795217
terminalbench x medium,1,2,2347,0.24362671198700883,0.44737963357477634,-0.2037529215877675
terminalbench x medium,1,3,366,0.34677178729950503,0.5437158469945356,-0.19694405969503054
terminalbench x medium,1,4,232,0.44592300700038073,0.5258620689655172,-0.0799390619651365
terminalbench x medium,1,5,191,0.5618163773446586,0.6282722513089005,-0.06645587396424191
terminalbench x medium,1,6,355,0.6577516429046879,0.6535211267605634,0.004230516144124508
terminalbench x medium,1,7,136,0.7203828681157275,0.6985294117647058,0.02185345635102165
terminalbench x medium,1,8,14,0.8076970980196787,0.7142857142857143,0.0934113837339644
terminalbench x medium,2,0,16,0.07987232316083454,0.625,-0.5451276768391655
terminalbench x medium,2,1,273,0.17475287503825052,0.5457875457875457,-0.3710346707492952
terminalbench x medium,2,2,2225,0.2566078085835094,0.49258426966292135,-0.23597646107941195
