phase,gpu,samples,power_mean_w
baseline,0,120,222.17791666666665
baseline,1,120,83.43383333333334
drain,0,444,143.41833333333332
drain,1,444,136.69853603603605
post,0,120,87.0415
post,1,120,145.63866666666667
