phase,gpu,samples,power_mean_w
baseline,0,120,229.22141666666667
baseline,1,120,84.31075000000001
drain,0,299,151.94220735785953
drain,1,299,124.29010033444818
post,0,120,111.17941666666667
post,1,120,142.48766666666668
