dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,30.699129104614258,30.699129104614258,31.039494514465332,0.3403053283691406,2.1219253540039062e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,24.63228964805603,24.63228964805603,24.632354736328125,2.6226043701171875e-05,5.245208740234375e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,2.0590410232543945,2.0590410232543945,2.0592644214630127,2.86102294921875e-05,5.7220458984375e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,24.397536277770996,24.397536277770996,24.397685050964355,2.002716064453125e-05,5.4836273193359375e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,29.381409168243408,29.381409168243408,29.381529808044434,3.409385681152344e-05,8.58306884765625e-06
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,3.2701973915100098,3.424470901489258,6.601571321487427,3.177008628845215,1.6450881958007812e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,8.461137294769287,8.461137294769287,8.461269617080688,2.7894973754882812e-05,6.198883056640625e-06
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,5.222339630126953,5.222339630126953,5.222388029098511,1.811981201171875e-05,3.814697265625e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,2.9144585132598877,3.1625123023986816,3.162579298019409,2.47955322265625e-05,5.4836273193359375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,S,24.688538074493408,24.688538074493408,24.811707496643066,0.12300610542297363,1.6689300537109375e-05
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,31.030019521713257,31.030019521713257,31.03009796142578,2.8133392333984375e-05,6.198883056640625e-06
11,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,S,24.257201671600342,24.257201671600342,24.257280111312866,2.6464462280273438e-05,5.9604644775390625e-06
12,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,3.3321526050567627,3.487382650375366,3.487473726272583,2.6464462280273438e-05,7.62939453125e-06
