scenario_id,workload,seed,sessions,target_fraction,source_instances,max_source_width,solver,feasible,initial_source_power_w,minimum_awake_source_power_w,requested_shed_w,selected_shed_w,validated_shed_w,expected_source_power_at_deadline_w,unmet_shed_w,shortfall_w,migration_work_s,moves,replay_moves,kv_moves,solve_s,planner_memory_bytes,makespan_s,packing_repairs,service_debt_replica_s,required_recovery_s,failure,binding_resources,resource_uses,execution_contract,input_provenance,result_provenance,evidence_status
interactive_coding:100000:0:0.1,interactive_coding,0,100000,0.1,648,230,greedy_prefix,True,149856.52933666232,43494.03189545269,10636.249744120956,10636.439861170657,10636.43986117054,139220.08947549178,0,0.0,8101.717352438828,6580,6580,0,25.166696208529174,17200036,23.253064099503142,0,0.0,0.0,,,"[{""name"":""route:source-egress"",""used"":106507186.00000003,""capacity"":143750000000.0,""utilization"":0.0007409195547826089},{""name"":""route:wan"",""used"":106507186.00000003,""capacity"":143750000000.0,""utilization"":0.0007409195547826089},{""name"":""route:destination-ingress"",""used"":106507186.00000003,""capacity"":143750000000.0,""utilization"":0.0007409195547826089},{""name"":""service:sink-a100:0"",""used"":40.25937781355207,""capacity"":62.825544,""utilization"":0.6408122437197212},{""name"":""kv:sink-a100"",""used"":3256333.9999999995,""capacity"":39007656,""utilization"":0.08347935595002169},{""name"":""migration:sink-a100:replay"",""used"":8101.717352438828,""capacity"":74520.0,""utilization"":0.10871869769778353},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":74520.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
