name, uuid, driver_version, memory.total [MiB], power.limit [W], clocks.applications.graphics [MHz], clocks.applications.memory [MHz]
NVIDIA A100 80GB PCIe, GPU-9af4716e-c476-2a4b-4c3f-f45323c0042c, 580.159.04, 81920 MiB, 300.00 W, 1410 MHz, 1512 MHz
