name, uuid, memory.total [MiB], memory.used [MiB], power.limit [W], driver_version
NVIDIA A100 80GB PCIe, GPU-9af4716e-c476-2a4b-4c3f-f45323c0042c, 81920 MiB, 0 MiB, 300.00 W, 580.159.04
