name, uuid, driver_version, memory.total [MiB], power.limit [W], clocks.applications.graphics [MHz], clocks.applications.memory [MHz]
NVIDIA A100 80GB PCIe, GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86, 580.159.04, 81920 MiB, 300.00 W, 1410 MHz, 1512 MHz
