episode,workload,seed,rate,arm,cohort,window_start_s,window_end_s,offered_requests,completed_requests,exact_requests,tpot_requests,unfinished_or_failed_requests,offered_rps,completed_rps,completions_in_window,arrival_cohort_completion_cutoff_s,exact_timing_coverage,p90_arrival_ttft_s,p90_request_mean_tpot_s,p90_client_send_lateness_s,p90_client_queue_s,p90_client_schedule_lateness_s,queue_growth_requests,max_engine_waiting,prompt_tokens,output_tokens,screen_pass,tail_guarantee,scope,outstanding_all_prior_arrivals,requests_with_known_cache_count,reported_cached_tokens_sum,derived_prompt_minus_cache_tokens_sum,engine_counter_interval_s,engine_all_cohorts_prefix_cache_queries_total,engine_all_cohorts_prefix_cache_hits_total,engine_all_cohorts_external_prefix_cache_hits_total,engine_all_cohorts_request_prefill_kv_computed_tokens_sum,engine_all_cohorts_request_queue_time_seconds_sum,engine_all_cohorts_request_prefill_time_seconds_sum,engine_all_cohorts_request_decode_time_seconds_sum,ttft_over_1s_requests,request_tpot_over_100ms_requests,exact_completed_fraction_of_arrivals,mean_power_w,mean_gpu_utilization_pct
episodes-coding-0-control-7101,coding,7101,0.11065006370908212,control,incoming,60,180,44,43,43,22,1,0.36666666666666664,0.35833333333333334,43,180,1.0,0.114397515,0.033913748798455136,0.006040308,0.0040126772,0.0027301064000000005,0.0,0.0,"{'min': 2038, 'median': 15379.0, 'max': 32077}","{'median': 8.0, 'max': 154}",False,False,finite-window request-level screen; sample counts and censoring retained,1,42,655744,8681,119.703256005,914730.0,900768.0,0.0,13607.0,0.0008920230004605401,3.9802316659990993,31.780638224999848,0,0,0.9772727272727273,113.21879166666668,6.775
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,resident,0,60,9,8,8,3,1,0.15,0.13333333333333333,8,60,1.0,0.15834041769999999,0.03202386555,0.0162774033,0.013820782799999999,0.004600333299999999,0.0,0.0,"{'min': 5761, 'median': 12157.0, 'max': 31548}","{'median': 1.0, 'max': 33}",False,False,finite-window request-level screen; sample counts and censoring retained,1,8,117632,4436,59.612885803,122068.0,117632.0,0.0,4436.0,0.00014563299919245765,0.6697928260005028,1.6664032049993693,0,0,0.8888888888888888,107.10408333333335,1.15
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,resident,60,90,0,0,0,0,0,0.0,0.03333333333333333,1,90,0.0,,,,,,0.0,0.0,"{'min': None, 'median': None, 'max': None}","{'median': None, 'max': None}",False,False,finite-window request-level screen; sample counts and censoring retained,0,0,,,29.55763957,205709.0,202512.0,0.0,1540.0,0.00014367100084200501,0.569548783999835,4.895265555999686,0,0,,109.0325,4.733333333333333
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,resident,90,120,2,2,2,2,0,0.06666666666666667,0.06666666666666667,2,120,1.0,0.1362812608,0.0336821938169173,0.0122541788,0.011046841100000001,0.0011478669,0.0,0.0,"{'min': 6910, 'median': 16561.0, 'max': 26212}","{'median': 46.0, 'max': 77}",True,False,finite-window request-level screen; sample counts and censoring retained,0,2,31744,1378,29.563786042,198587.0,194560.0,0.0,4272.0,0.00013279799895826727,1.0872753850012487,9.98379207700009,0,0,1.0,108.80516666666668,8.016666666666667
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,resident,120,150,5,5,5,2,0,0.16666666666666666,0.16666666666666666,5,150,1.0,0.1284722952,0.03537005117470588,0.014362529800000001,0.0133707146,0.0010703942,0.0,0.0,"{'min': 3635, 'median': 17559.0, 'max': 31348}","{'median': 1.0, 'max': 341}",True,False,finite-window request-level screen; sample counts and censoring retained,0,5,79312,504,29.575938945,228746.0,224784.0,0.0,3639.0,0.0001716089991532499,1.0235323440001594,16.51953689200036,0,0,1.0,117.91433333333335,12.816666666666666
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,resident,150,180,5,5,5,4,0,0.16666666666666666,0.16666666666666666,5,180,1.0,0.1271466884,0.034389380274839745,0.0116423858,0.0091908154,0.0023920412,0.0,0.0,"{'min': 9391, 'median': 18978.0, 'max': 20136}","{'median': 27.0, 'max': 49}",True,False,finite-window request-level screen; sample counts and censoring retained,0,5,81600,1308,29.584393458,219139.0,216576.0,0.0,2757.0,0.00019887400139850797,1.0422562870007823,5.601584198000182,0,0,1.0,107.8485,5.25
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,resident,60,180,12,12,12,8,0,0.1,0.10833333333333334,13,180,1.0,0.13276865399999999,0.03515953585615196,0.013002058300000001,0.011820791,0.0019984574000000005,0.0,0.0,"{'min': 3635, 'median': 18268.5, 'max': 31348}","{'median': 14.0, 'max': 341}",True,False,finite-window request-level screen; sample counts and censoring retained,0,12,192656,3190,119.810687592,871159.0,857216.0,0.0,14154.0,0.0006808150001234026,4.130768900002295,43.91382650600008,0,0,1.0,110.90012499999999,7.704166666666667
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,incoming,0,60,0,0,0,0,0,0.0,0.0,0,60,0.0,,,,,,0.0,0.0,"{'min': None, 'median': None, 'max': None}","{'median': None, 'max': None}",False,False,finite-window request-level screen; sample counts and censoring retained,0,0,,,59.612885803,122068.0,117632.0,0.0,4436.0,0.00014563299919245765,0.6697928260005028,1.6664032049993693,0,0,,107.10408333333335,1.15
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,incoming,60,90,11,10,10,6,1,0.36666666666666664,0.3333333333333333,10,90,1.0,0.13316030949999993,0.03402420425372208,0.005086435499999999,0.0043555137999999995,0.0015907682999999997,0.0,0.0,"{'min': 6545, 'median': 16051.0, 'max': 31548}","{'median': 14.5, 'max': 66}",False,False,finite-window request-level screen; sample counts and censoring retained,1,10,170976,2952,29.55763957,205709.0,202512.0,0.0,1540.0,0.00014367100084200501,0.569548783999835,4.895265555999686,0,0,0.9090909090909091,109.0325,4.733333333333333
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,incoming,90,120,10,10,10,5,0,0.3333333333333333,0.36666666666666664,11,120,1.0,0.13413239139999997,0.03447746206235897,0.0062357655,0.0043883147,0.0028309891,0.0,0.0,"{'min': 6637, 'median': 16169.5, 'max': 32077}","{'median': 6.0, 'max': 79}",True,False,finite-window request-level screen; sample counts and censoring retained,0,10,162816,2649,29.563786042,198587.0,194560.0,0.0,4272.0,0.00013279799895826727,1.0872753850012487,9.98379207700009,0,0,1.0,108.80516666666668,8.016666666666667
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,incoming,120,150,11,10,10,5,1,0.36666666666666664,0.3333333333333333,10,150,1.0,0.12905417249999998,0.03670441377742947,0.0046679835,0.0035361736,0.0013378448,0.0,0.0,"{'min': 2038, 'median': 13572.5, 'max': 25918}","{'median': 4.5, 'max': 40}",False,False,finite-window request-level screen; sample counts and censoring retained,1,9,133712,1097,29.575938945,228746.0,224784.0,0.0,3639.0,0.0001716089991532499,1.0235323440001594,16.51953689200036,0,0,0.9090909090909091,117.91433333333335,12.816666666666666
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,incoming,150,180,11,11,11,3,0,0.36666666666666664,0.4,12,180,1.0,0.120455858,0.03439483527058824,0.005666449,0.004161452,0.001706592,0.0,0.0,"{'min': 2095, 'median': 15421.0, 'max': 26036}","{'median': 1.0, 'max': 18}",True,False,finite-window request-level screen; sample counts and censoring retained,0,11,153760,1449,29.584393458,219139.0,216576.0,0.0,2757.0,0.00019887400139850797,1.0422562870007823,5.601584198000182,0,0,1.0,107.8485,5.25
episodes-coding-0-control-7102,coding,7102,0.11065006370908212,control,incoming,60,180,43,43,43,21,0,0.35833333333333334,0.35833333333333334,43,180,1.0,0.13950413220000007,0.03540886744444444,0.0057426632,0.004311806400000001,0.0021682158000000014,0.0,0.0,"{'min': 2038, 'median': 15379.0, 'max': 32077}","{'median': 1.0, 'max': 154}",True,False,finite-window request-level screen; sample counts and censoring retained,0,42,664560,8715,119.810687592,871159.0,857216.0,0.0,14154.0,0.0006808150001234026,4.130768900002295,43.91382650600008,0,0,1.0,110.90012499999999,7.704166666666667
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,resident,0,60,4,4,4,3,0,0.06666666666666667,0.06666666666666667,4,60,1.0,0.20161068000000001,0.032157047854603174,0.025576252700000003,0.007386415,0.020997978400000002,0.0,0.0,"{'min': 5761, 'median': 9391.0, 'max': 18978}","{'median': 10.0, 'max': 36}",True,False,finite-window request-level screen; sample counts and censoring retained,0,4,40016,3505,59.595880488,43521.0,40016.0,0.0,3505.0,8.891700031199434e-05,0.4333226489995923,1.7017502040000636,0,0,1.0,103.54616666666666,0.9833333333333333
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,resident,60,90,4,4,4,3,0,0.13333333333333333,0.13333333333333333,4,90,1.0,11.8052241198,0.03514679087142857,0.016862726,0.0113752972,0.005860961300000001,-5.2,7.0,"{'min': 3491, 'median': 12761.5, 'max': 28624}","{'median': 23.5, 'max': 36}",False,False,finite-window request-level screen; sample counts and censoring retained,0,4,56736,902,29.598507709,506100.0,370208.0,0.0,135892.0,51.48028926599977,29.99426285499976,69.69068852799978,3,0,1.0,201.50983333333338,52.86666666666667
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,resident,90,120,2,2,2,1,0,0.06666666666666667,0.06666666666666667,2,120,1.0,0.1262035361,0.032450385708333335,0.0100970204,0.0064386428,0.0035840842,0.0,0.0,"{'min': 3885, 'median': 9390.5, 'max': 14896}","{'median': 25.0, 'max': 49}",True,False,finite-window request-level screen; sample counts and censoring retained,0,2,18064,717,29.566334835,170521.0,166608.0,0.0,2918.0,0.0001747679998516105,0.7296210910001264,3.7950218559999485,0,0,1.0,110.97683333333332,3.816666666666667
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,resident,120,150,5,5,5,3,0,0.16666666666666666,0.16666666666666666,5,150,1.0,0.1172084928,0.03239764121538462,0.0135843954,0.0104935314,0.0031314718,0.0,0.0,"{'min': 9545, 'median': 20136.0, 'max': 26212}","{'median': 15.0, 'max': 66}",True,False,finite-window request-level screen; sample counts and censoring retained,0,5,89744,494,29.560654064,208625.0,205072.0,0.0,4548.0,0.0002536049998980161,1.0506421850002425,9.63092750199985,0,0,1.0,113.15466666666666,7.316666666666666
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,resident,150,180,4,4,4,1,0,0.13333333333333333,0.13333333333333333,4,180,1.0,0.1073963282,0.03361294315384616,0.0133727386,0.012087090900000002,0.0013009268,0.0,0.0,"{'min': 8301, 'median': 17215.0, 'max': 31548}","{'median': 1.0, 'max': 27}",True,False,finite-window request-level screen; sample counts and censoring retained,0,4,73504,775,29.046203187,200764.0,198736.0,0.0,1673.0,0.0002016490000187332,0.6997693409998647,2.7124482279998574,0,0,1.0,104.08583333333333,4.5
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,resident,60,180,15,15,15,8,0,0.125,0.125,15,180,1.0,7.194999583599996,0.0341992721125,0.0145670662,0.0117433462,0.0036307814,-5.2,7.0,"{'min': 3491, 'median': 14923.0, 'max': 31548}","{'median': 14.0, 'max': 66}",False,False,finite-window request-level screen; sample counts and censoring retained,0,15,238048,2888,119.30102738,1111025.0,965152.0,0.0,145518.0,51.48095508499955,32.58806089400014,85.82908611399944,3,0,1.0,132.43179166666667,17.125
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,incoming,0,60,0,0,0,0,0,0.0,0.0,0,60,0.0,,,,,,0.0,0.0,"{'min': None, 'median': None, 'max': None}","{'median': None, 'max': None}",False,False,finite-window request-level screen; sample counts and censoring retained,0,0,,,59.595880488,43521.0,40016.0,0.0,3505.0,8.891700031199434e-05,0.4333226489995923,1.7017502040000636,0,0,,103.54616666666666,0.9833333333333333
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,incoming,60,90,12,11,11,7,1,0.4,0.36666666666666664,11,90,1.0,12.530155985,0.0344322941625,12.390870474,12.390375789,0.002702394,-5.2,7.0,"{'min': 6545, 'median': 16975.0, 'max': 31781}","{'median': 12.0, 'max': 66}",False,False,finite-window request-level screen; sample counts and censoring retained,1,11,191808,1826,29.598507709,506100.0,370208.0,0.0,135892.0,51.48028926599977,29.99426285499976,69.69068852799978,5,0,0.9166666666666666,201.50983333333338,52.86666666666667
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,incoming,90,120,9,7,7,3,2,0.3,0.23333333333333334,7,120,1.0,0.18787701640000007,0.032155955165677416,0.007141871000000001,0.0042029118,0.003714730200000001,0.0,0.0,"{'min': 6681, 'median': 17081.0, 'max': 32077}","{'median': 1.0, 'max': 32}",False,False,finite-window request-level screen; sample counts and censoring retained,3,7,123744,2201,29.566334835,170521.0,166608.0,0.0,2918.0,0.0001747679998516105,0.7296210910001264,3.7950218559999485,0,0,0.7777777777777778,110.97683333333332,3.816666666666667
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,incoming,120,150,11,9,9,5,2,0.36666666666666664,0.3333333333333333,10,150,1.0,0.1089150412,0.032191005490598286,0.0056760912,0.0035448949999999997,0.0027955484000000003,0.0,0.0,"{'min': 2038, 'median': 15379.0, 'max': 25918}","{'median': 8.0, 'max': 40}",False,False,finite-window request-level screen; sample counts and censoring retained,4,8,125392,1049,29.560654064,208625.0,205072.0,0.0,4548.0,0.0002536049998980161,1.0506421850002425,9.63092750199985,0,0,0.8181818181818182,113.15466666666666,7.316666666666666
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,incoming,150,180,12,10,10,4,2,0.4,0.3333333333333333,10,180,1.0,0.1064662976,0.03290682476289593,0.005403530199999999,0.0032428616,0.0022852569999999997,0.0,0.0,"{'min': 2095, 'median': 15458.0, 'max': 25992}","{'median': 1.0, 'max': 18}",False,False,finite-window request-level screen; sample counts and censoring retained,6,10,132720,1357,29.046203187,200764.0,198736.0,0.0,1673.0,0.0002016490000187332,0.6997693409998647,2.7124482279998574,0,0,0.8333333333333334,104.08583333333333,4.5
episodes-coding-0-replay-7101,coding,7101,0.11065006370908212,replay,incoming,60,180,44,38,38,20,6,0.36666666666666664,0.31666666666666665,38,180,1.0,4.710824841200035,0.03379204075721153,4.601713508700034,4.599879534600035,0.0027048726,-5.2,7.0,"{'min': 2038, 'median': 16235.0, 'max': 32077}","{'median': 9.5, 'max': 79}",False,False,finite-window request-level screen; sample counts and censoring retained,6,37,598464,7428,119.30102738,1111025.0,965152.0,0.0,145518.0,51.48095508499955,32.58806089400014,85.82908611399944,5,0,0.8636363636363636,132.43179166666667,17.125
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,resident,0,60,9,8,8,3,1,0.15,0.13333333333333333,8,60,1.0,0.15942567309999997,0.03243568939318182,0.016358302,0.0131506688,0.005360377199999999,0.0,0.0,"{'min': 5761, 'median': 12157.0, 'max': 31548}","{'median': 1.0, 'max': 33}",False,False,finite-window request-level screen; sample counts and censoring retained,1,8,117632,4436,59.659374009,122068.0,117632.0,0.0,4436.0,0.00013869199847249547,0.6761078950007686,1.6904197800004113,0,0,0.8888888888888888,106.43491666666665,1.525
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,resident,60,90,0,0,0,0,0,0.0,0.03333333333333333,1,90,0.0,,,,,,-3.7,5.0,"{'min': None, 'median': None, 'max': None}","{'median': None, 'max': None}",False,False,finite-window request-level screen; sample counts and censoring retained,0,0,,,29.588013354,448229.0,335040.0,0.0,134979.0,27.562731547998737,25.39045916499981,72.5755280150006,0,0,,202.08666666666662,51.3
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,resident,90,120,2,2,2,2,0,0.06666666666666667,0.06666666666666667,2,120,1.0,0.1374712505,0.03290119484567669,0.0120313416,0.0113167358,0.0012070697,0.0,0.0,"{'min': 6910, 'median': 16561.0, 'max': 26212}","{'median': 46.0, 'max': 77}",True,False,finite-window request-level screen; sample counts and censoring retained,0,2,31744,1378,29.568825255,198587.0,194560.0,0.0,4272.0,0.00015033299951028312,1.1005296510002154,9.873705225999856,0,0,1.0,110.55466666666666,8.066666666666666
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,resident,120,150,5,5,5,2,0,0.16666666666666666,0.16666666666666666,5,150,1.0,0.1345811746,0.03446993423764706,0.0143629642,0.0128961434,0.0023249646000000003,0.0,0.0,"{'min': 3635, 'median': 17559.0, 'max': 31348}","{'median': 1.0, 'max': 341}",True,False,finite-window request-level screen; sample counts and censoring retained,0,5,79312,504,29.146218247,228746.0,224784.0,0.0,3639.0,0.00017861299693322508,1.0227166719996603,16.10689908400036,0,0,1.0,122.53633333333332,13.25
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,resident,150,180,5,5,5,4,0,0.16666666666666666,0.16666666666666666,5,180,1.0,0.12513597440000002,0.033769810875833334,0.0107928638,0.0092923118,0.0016630992,0.0,0.0,"{'min': 9391, 'median': 18978.0, 'max': 20136}","{'median': 27.0, 'max': 49}",True,False,finite-window request-level screen; sample counts and censoring retained,0,5,81600,1308,29.562689494,238117.0,235360.0,0.0,3080.0,0.00021575800110440468,1.0944016869993902,10.787563911000689,0,0,1.0,111.73866666666666,4.55
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,resident,60,180,12,12,12,8,0,0.1,0.10833333333333334,13,180,1.0,0.1354440454,0.034469075163529414,0.0127664953,0.0119994074,0.001782671,-3.7,5.0,"{'min': 3635, 'median': 18268.5, 'max': 31348}","{'median': 14.0, 'max': 341}",True,False,finite-window request-level screen; sample counts and censoring retained,0,12,192656,3190,119.402923711,1113679.0,989744.0,0.0,147378.0,27.563300125996648,28.87391792299877,110.44285863700179,0,0,1.0,136.7290833333333,19.291666666666668
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,incoming,0,60,0,0,0,0,0,0.0,0.0,0,60,0.0,,,,,,0.0,0.0,"{'min': None, 'median': None, 'max': None}","{'median': None, 'max': None}",False,False,finite-window request-level screen; sample counts and censoring retained,0,0,,,59.659374009,122068.0,117632.0,0.0,4436.0,0.00013869199847249547,0.6761078950007686,1.6904197800004113,0,0,,106.43491666666665,1.525
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,incoming,60,90,11,10,10,6,1,0.36666666666666664,0.3333333333333333,10,90,1.0,9.370994293999999,0.03565694165804195,9.2576396282,9.2563034776,0.0020551607999999993,-3.7,5.0,"{'min': 6545, 'median': 16051.0, 'max': 31548}","{'median': 14.5, 'max': 66}",False,False,finite-window request-level screen; sample counts and censoring retained,1,10,170976,2952,29.588013354,448229.0,335040.0,0.0,134979.0,27.562731547998737,25.39045916499981,72.5755280150006,5,0,0.9090909090909091,202.08666666666662,51.3
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,incoming,90,120,10,10,10,5,0,0.3333333333333333,0.36666666666666664,11,120,1.0,0.13812562359999994,0.0336515711148718,0.0067040508999999995,0.004297220599999999,0.0036863970999999997,0.0,0.0,"{'min': 6637, 'median': 16169.5, 'max': 32077}","{'median': 6.0, 'max': 79}",True,False,finite-window request-level screen; sample counts and censoring retained,0,10,162816,2649,29.568825255,198587.0,194560.0,0.0,4272.0,0.00015033299951028312,1.1005296510002154,9.873705225999856,0,0,1.0,110.55466666666666,8.066666666666666
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,incoming,120,150,11,10,10,5,1,0.36666666666666664,0.3333333333333333,10,150,1.0,0.1375786385,0.03631444000062696,0.005017705999999999,0.0034857211,0.002289166499999999,0.0,0.0,"{'min': 2038, 'median': 13572.5, 'max': 25918}","{'median': 4.5, 'max': 40}",False,False,finite-window request-level screen; sample counts and censoring retained,1,9,133712,1097,29.146218247,228746.0,224784.0,0.0,3639.0,0.00017861299693322508,1.0227166719996603,16.10689908400036,0,0,0.9090909090909091,122.53633333333332,13.25
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,incoming,150,180,11,11,11,3,0,0.36666666666666664,0.4,12,180,1.0,0.121321204,0.03336815834117647,0.006465735,0.003799766,0.002204458,0.0,0.0,"{'min': 2095, 'median': 15421.0, 'max': 26036}","{'median': 1.0, 'max': 18}",True,False,finite-window request-level screen; sample counts and censoring retained,0,11,153760,1449,29.562689494,238117.0,235360.0,0.0,3080.0,0.00021575800110440468,1.0944016869993902,10.787563911000689,0,0,1.0,111.73866666666666,4.55
episodes-coding-0-replay-7102,coding,7102,0.11065006370908212,replay,incoming,60,180,43,43,43,21,0,0.35833333333333334,0.35833333333333334,43,180,1.0,5.425209838800027,0.035285770363636365,5.279727520400028,5.277365280200028,0.003106025600000004,-3.7,5.0,"{'min': 2038, 'median': 15379.0, 'max': 32077}","{'median': 1.0, 'max': 154}",False,False,finite-window request-level screen; sample counts and censoring retained,0,42,664560,8715,119.402923711,1113679.0,989744.0,0.0,147378.0,27.563300125996648,28.87391792299877,110.44285863700179,5,0,1.0,136.7290833333333,19.291666666666668
