episode,seed,context,append,width,phase,requests,http_complete,state_valid,phase_valid,missing_requests,exact_requests,elapsed_s,model_full_rebuild_local_s,model_minus_observed_s,optimistic_error_s,model_predicts_30s_but_observed_exceeds,reported_cached_tokens,prompt_counts,output_counts,prefix_cache_queries_total,prefix_cache_hits_total,external_prefix_cache_hits_total,request_prefill_kv_computed_tokens_sum,request_queue_time_seconds_sum,request_inference_time_seconds_sum,request_prefill_time_seconds_sum,request_decode_time_seconds_sum,cache_state
unloaded-00-s7101,7101,30000,32,1,initial,1,1,1,True,0,1,4.801422075,4.423811356056187,-0.3776107189438127,0.3776107189438127,False,[null],[30000],[28],30000.0,0.0,0.0,30000.0,2.4926997866714373e-05,4.766132494001795,3.8138729380007135,0.9522595560010814,cold_verified
unloaded-00-s7101,7101,30000,32,1,catch_up,1,1,1,True,0,1,0.949467854,4.43047678338226,3.48100892938226,0,False,[29968],[30032],[25],30032.0,29968.0,0.0,64.0,1.736200283630751e-05,0.9169009479992383,0.07878314899789984,0.8381177990013384,native_reuse_verified
unloaded-00-s7101,7101,30000,32,1,cold_updated,1,1,1,True,0,1,4.79542254,4.43047678338226,-0.36494575661773965,0.36494575661773965,False,[null],[30032],[28],30032.0,0.0,0.0,30032.0,1.4536999515257776e-05,4.764308669000457,3.8258679890022904,0.9384406799981662,cold_verified
unloaded-01-s7101,7101,2048,2048,1,initial,1,1,1,True,0,1,0.852686504,0.6963892862983582,-0.15629721770164184,0.15629721770164184,False,[null],[2048],[22],2048.0,0.0,0.0,2048.0,1.566899663885124e-05,0.8460249680028937,0.11935446900315583,0.7266704989997379,cold_verified
unloaded-01-s7101,7101,2048,2048,1,catch_up,1,1,1,True,0,1,1.157677302,0.8369439130511498,-0.3207333889488502,0.3207333889488502,False,[2016],[4096],[30],4096.0,2016.0,0.0,2080.0,1.6931000573094934e-05,1.149298465999891,0.14452049600004102,1.00477796999985,native_reuse_verified
unloaded-01-s7101,7101,2048,2048,1,cold_updated,1,1,1,True,0,1,1.301132327,0.8369439130511498,-0.46418841394885013,0.46418841394885013,False,[null],[4096],[31],4096.0,0.0,0.0,4096.0,1.1972999345744029e-05,1.2922721739996632,0.24912376300198957,1.0431484109976736,cold_verified
unloaded-02-s7101,7101,2048,32,8,initial,8,8,7,False,0,8,3.848623825,1.7012187742,-2.1474050508,2.1474050508,False,"[null, null, null, null, null, null, null, null]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[21, 22, 22, 24, 30, 32, 32, 32]",16384.0,0.0,0.0,16384.0,2.690072583998699,25.675106240007153,12.75154677500177,12.923559465005383,cold_verified
unloaded-02-s7101,7101,2048,32,8,catch_up,8,8,8,True,0,8,1.316169294,1.720039723109923,0.4038704291099229,0,False,"[2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016]","[2080, 2080, 2080, 2080, 2080, 2080, 2080, 2080]","[21, 21, 24, 28, 30, 32, 32, 33]",16640.0,16128.0,0.0,512.0,0.0001620009970793035,8.323678331998963,0.6180055389922927,7.70567279300667,native_reuse_verified
unloaded-02-s7101,7101,2048,32,8,cold_updated,8,8,8,True,0,8,2.052279628,1.720039723109923,-0.33223990489007704,0.33223990489007704,False,"[null, null, null, null, null, null, null, null]","[2080, 2080, 2080, 2080, 2080, 2080, 2080, 2080]","[20, 21, 21, 21, 28, 30, 30, 33]",16640.0,0.0,0.0,16640.0,0.24586245300088194,13.566387121001753,4.883606317998783,8.68278080300297,cold_verified
unloaded-03-s7101,7101,2048,2048,8,initial,8,8,8,True,0,8,1.966112748,1.7012187742,-0.2648939738,0.2648939738,False,"[null, null, null, null, null, null, null, null]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[21, 21, 22, 22, 21, 26, 30, 30]",16384.0,0.0,0.0,16384.0,0.23541934199965908,13.099005775999103,4.81775560800088,8.281250167998223,cold_verified
unloaded-03-s7101,7101,2048,2048,8,catch_up,8,8,8,True,0,8,2.175265048,3.0371124755,0.8618474274999999,0,False,"[2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016]","[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[20, 21, 21, 21, 26, 29, 30, 30]",32768.0,16128.0,0.0,16640.0,0.3006823099931353,14.716800937996595,5.8725968380022096,8.844204099994386,native_reuse_verified
unloaded-03-s7101,7101,2048,2048,8,cold_updated,8,8,7,False,0,8,3.090053386,3.0371124755,-0.05294091050000027,0.05294091050000027,False,"[null, null, null, null, null, null, null, null]","[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[20, 22, 23, 32, 30, 32, 33, 32]",32768.0,0.0,0.0,32768.0,2.952665811008046,19.685131595990242,7.460195512991049,12.224936082999193,cold_verified
unloaded-04-s7101,7101,8192,2048,1,initial,1,1,1,True,0,1,1.294322362,1.1696722534889723,-0.12465010851102765,0.12465010851102765,False,[null],[8192],[21],8192.0,0.0,0.0,8192.0,1.573999907122925e-05,1.282162468000024,0.5732174170007056,0.7089450509993185,cold_verified
