network_bandwidth_scale,max_safe_relief_fraction,moved_request_frac,p95_delay_ratio,deadline_miss_rate,network_queue_depth,prefill_queue_depth,max_network_busy_window,max_prefill_busy_window,deadline_debt_max,replay_relief_frac,state_relief_frac
0.6,0.6,0.539622641509434,0.7780952452180746,0.0,155.0,153.0,0.6308823351187077,0.9694633077765608,0.0,0.6862068965517244,0.3137931034482756
0.8,0.7,0.5641509433962264,0.7520183123363376,0.0,159.0,155.0,0.5665381816524222,1.0890982110259217,0.0,0.6290773532152846,0.3709226467847155
1.0,0.7,0.5641509433962264,0.7464102687080624,0.0,159.0,153.0,0.6710141505641024,1.0890982110259217,0.0,0.6018106776727469,0.3981893223272531
1.25,0.7,0.4226415094339623,0.4513898096197983,0.0,112.0,74.0,0.5368099761230769,1.0890982110259217,0.0,0.5813606710158438,0.4186393289841563
1.5,0.7,0.30943396226415093,0.4708430961873639,0.0,114.0,20.0,0.5480497537094016,1.0890982110259217,0.0,0.554093995473306,0.44590600452669393
2.0,0.7,0.30943396226415093,0.42496722335832354,0.0,115.0,19.0,0.46160832401139607,1.0292807594012414,0.0,0.5336439888164027,0.4663560111835972
