model,kv_bytes_per_token,context_bytes_per_token,prefill_tokens_per_s,context_tokens,request_count,network_throughput_gbps,crossover_gbps,replay_time_s,state_transfer_time_s,replay_fraction,state_transfer_fraction
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.25,34.4344,747.8125714285713,100761.6,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.26627482862474927,34.4344,746.8111745125916,94603.0089667238,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.2836091374365584,34.4344,745.8709833939344,88820.83358698178,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.3020718978693302,34.4344,744.9882571487302,83392.06717897614,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.3217365713500347,34.4344,744.1594834999372,78295.10923889965,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.3426814015941796,34.4344,743.3813648423519,73509.67949475044,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.3649897259295163,34.4344,742.6508051217767,69016.73721321284,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.38875030688670464,34.4344,741.9648975161383,64798.40543853605,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.41405768537630394,34.4344,741.3209128695412,60837.899861963575,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.4410125568573427,34.4344,740.7162888332371,57119.46203869317,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.4697221719942057,34.4344,740.1486196703021,53628.29668664382,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.5003007633960085,34.4344,739.6156466834574,50350.51281754845,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.5328700001364136,34.4344,739.1152492279435,47273.06846613866,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.5675594718623748,34.4344,738.6454362736941,44383.71879750484,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.6045072044180282,34.4344,738.204338483231,41670.967386156015,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.6438602090353469,34.4344,737.7902007737623,39124.02047292394,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.6857750672767291,34.4344,737.4013753338892,36732.74401770425,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.7304185540569478,34.4344,737.0363150671327,34487.623377152064,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.7779683012234038,34.4344,736.6935674361964,32379.725446893557,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.8286135043349967,34.4344,736.3717686834692,30400.663117621454,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.8825556754518167,34.4344,736.0696384047744,28542.561903648737,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,0.9400094449309295,34.4344,735.7859744547729,26798.028611139063,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.0012034154185157,34.4344,735.5196481637499,25160.121921348116,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.0663810714363158,34.4344,735.2695998467551,23622.324771829346,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.1004352,34.4344,735.1507351688807,22891.307002902126,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.135801748181526,34.4344,735.0348345872238,22178.51842571211,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.209741663394906,34.4344,734.8144182783074,20822.95812587624,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.2884950164027908,34.4344,734.6074739061575,19550.250237153683,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.372375158705987,34.4344,734.4131780603776,18355.330785608243,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.4617158407731987,34.4344,734.230757657759,17233.445309503608,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.5568725399998595,34.4344,734.0594868662606,16180.129941788473,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.6582238751161626,34.4344,733.8986842169987,15191.193648828239,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.7661731126720959,34.4344,733.7477098927524,14262.701554712661,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,1.881149771593609,34.4344,733.6059631821956,13390.959284788923,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.0036113321942977,34.4344,733.4728800897299,12572.498266124398,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.1340450564425693,34.4344,733.3479310914025,11804.061926411307,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.272969926726954,34.4344,733.230619027986,11082.592736400096,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.420938710833715,34.4344,733.1204771268324,10405.220044304639,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.578540161353076,34.4344,733.0170671446322,9769.248653773717,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.7464013582652944,34.4344,732.9199776236904,9172.148099981634,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,2.9251902040274795,34.4344,732.8288222547777,8611.542581168633,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,3.0,34.4344,732.7939047619047,8396.8,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,3.1156180810888494,34.4344,732.7432383400462,8085.201505569781,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,3.3184426824084157,34.4344,732.6628853498917,7591.030616119499,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,3.5344710262374166,34.4344,732.5874435680215,7127.063657617861,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,3.7645626671620387,34.4344,732.5166128193363,6691.454553203145,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,4.009633116182804,34.4344,732.4501112755636,6282.470059001663,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,4.270657483438783,34.4344,732.3876743338932,5898.4828677284595,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,4.54867435807066,34.4344,732.3290535641485,5537.96513379881,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,4.844789940660226,34.4344,732.2740157203093,5199.482394187594,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,5.160182444688842,34.4344,732.2223418124491,4881.687860848296,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,5.496106784527845,34.4344,732.1738262353978,4583.317061981727,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,5.8538995686138975,34.4344,732.128275950658,4303.182810832652,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,5.9690944,34.4344,732.1147726720968,4220.137647680694,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,6.234984417676636,34.4344,732.0855097183269,4040.1704819956526,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,6.640877629179314,34.4344,732.0453573759593,3793.233576435146,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,7.073194210510612,34.4344,732.0076591615101,3561.3895575732413,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,7.533654304933131,34.4344,731.9722650776572,3343.7159418776373,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,8.024090035856695,34.4344,731.939034294977,3139.346628394423,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,8.546452796669199,34.4344,731.9078345915992,2947.468452621353,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,9.102821015130399,34.4344,731.8785418271096,2767.3179510098435,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,9.695408423222457,34.4344,731.8510394486075,2598.1783232219404,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,10.326572865362044,34.4344,731.8252180269544,2439.376580055424,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,10.99882568002105,34.4344,731.8009748213664,2290.280865688908,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,11.714841692084391,34.4344,731.778213370619,2150.2979435924362,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,12.477469855703362,34.4344,731.7568431092382,2018.8708361002891,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,13.289744589991543,34.4344,731.7367790071493,1895.4766082540666,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,14.154897852666753,34.4344,731.7179412313516,1779.6242870982062,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,15.076371999678678,34.4344,731.7002548282705,1670.852908149048,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,16.05783348198964,34.4344,731.683649425525,1568.7296812644986,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,17.103187434006216,34.4344,731.6680589519236,1472.8482686165273,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,18.21659321170787,34.4344,731.6534213745738,1382.8271679146922,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,19.402480942297146,34.4344,731.6396784520589,1298.3081944477146,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,20.0,34.4344,731.6333714285714,1259.52,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,20.665569151220534,34.4344,731.626775502702,1218.9550559033223,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,22.01088353669662,34.4344,731.6146611869934,1144.452014295677,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,23.443776966452845,34.4344,731.6032873033156,1074.5026296763747,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,24.96995077623629,34.4344,731.5926085961536,1008.8285806303435,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,26.59547745484298,34.4344,731.5825825760289,947.1685568635233,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,28.326824805926776,34.4344,731.5731693504375,889.2772194760583,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,30.170881682725806,34.4344,731.5643314651217,834.9242247840123,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,32.13498539810162,34.4344,731.5560337550438,783.8933078055211,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,34.2269509189533,34.4344,731.5482432044681,735.9814217646458,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,34.4344,34.4344,731.5475222451967,731.5475222451967,1.0,0.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,36.45510196116799,34.4344,731.540928815594,690.9979301891087,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,38.82830410883105,34.4344,731.5340614852198,648.7638483873607,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,41.35600008947456,34.4344,731.5276138889433,609.1111312868761,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,44.04824734571984,34.4344,731.5215603724413,571.8820048000786,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,46.91575805280844,34.4344,731.5158768493937,536.928338057453,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,49.96994174124709,34.4344,731.5105407056462,504.11105401003266,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,53.22295069415707,34.4344,731.5055307092309,473.29957605611395,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,56.68772829996064,34.4344,731.5008269258869,444.37130849036845,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,60.37806055279351,34.4344,731.4964106397434,417.2111487081299,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,64.30863090555927,34.4344,731.4922642788517,391.71102922395403,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,68.49507869388022,34.4344,731.4883713452676,367.76948768219563,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,72.95406136340671,34.4344,731.4847163494086,345.29126314872093,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,77.70332074808222,34.4344,731.4812847484214,324.18691707743676,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,82.76175366307811,34.4344,731.4780628883183,304.3724774435031,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,88.1494870932793,34.4344,731.475037949649,285.7691046272754,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,93.88795827649001,34.4344,731.4721978964933,268.30277771955554,0.0,1.0
Qwen3-Next-80B-A3B,24600.0,4.0,175000.0,128000,1000,100.0,34.4344,731.4695314285714,251.904,0.0,1.0
