policy,shed_fraction,slack_multiplier,status,safe,failure_mode,rounded_shed_achieved,rounded_shed_target,rounded_shed_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,max_net_busy,max_prefill_busy,replay_shed_frac,state_shed_frac,fractional_max_net_busy_proxy,fractional_max_prefill_busy_proxy,objective
mixed-greedy,0.5,1.0,SAFE,True,,421.68674698795184,413.6867469879518,1.0193383038210626,22.791721874080103,22.129230769230762,40.964019524250844,43.57277189406576,0.3231119918368111,0.0,0.7376410256410254,0.6936838262139466,0.5428571428571427,0.4571428571428572,0.6609263589743587,0.7301935012778386,5.764244083534406
replay-only,0.5,1.0,SAFE,True,,413.8332530120482,413.6867469879518,1.0003541472506992,18.18308916452689,12.048356873648439,62.57468588695574,66.2612932963358,0.32585021746660303,0.0,0.00012486235897435897,1.1111792625045638,1.0,0.0,0.00011236923056492306,0.9999999981818182,46.83873126403997
state-only,0.5,1.0,SAFE,True,,413.7561445783133,413.6867469879518,1.0001677539608576,13.850424837934668,5.532307692307691,56.06693380376067,76.0059647737436,0.4672244483646722,0.0,1.3628458885470087,0.0,0.0,1.0,0.9999999984615384,0.0,28.321937426048343
CVXPY-rounded,0.6,1.0,SAFE,True,,496.42409638554216,496.4240963855421,1.0000000000000002,14.097418534219855,10.272683979487187,43.12980115158599,54.36143807904737,0.487724826749617,0.0,0.5824783666324789,0.8366265060240964,0.5879621000310657,0.41203789996893425,0.6356094524685889,0.7018744540539644,6.198721406500321
mirror-descent-rounded,0.6,1.0,SAFE,True,,496.45108433734947,496.4240963855421,1.0000543647095375,9.964375692888039,6.949168574358979,34.67833474281258,41.53357045524755,0.3514869322393165,0.0,0.7376413407179484,0.6936838262139466,0.46259523014436926,0.5374047698556307,0.5999721867709127,0.7301935012778386,6.20838023210525
crossover-greedy,0.6,1.0,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.4144322997606841,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.9220512820512818,0.7301935012778386,7.354112531539632
mixed-greedy,0.6,1.0,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.4144322997606841,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.9220512820512818,0.7301935012778386,7.354112531539632
replay-only,0.6,1.0,INFEASIBLE,False,infeasible,nan,496.4240963855421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,1.0,INFEASIBLE,False,infeasible,nan,496.4240963855421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CVXPY-rounded,0.7,1.0,SAFE,True,,579.1614457831325,579.1614457831324,1.0000000000000002,10.993294919679425,5.438479753846157,42.99909870400343,53.99701506566782,0.5473155759229663,0.0,0.5799725015156697,0.8498284045271997,0.6205565171082416,0.37944348289175844,0.7622442376526145,0.7301926936301928,7.374169067167498
mirror-descent-rounded,0.7,1.0,SAFE,True,,579.1884337349397,579.1614457831324,1.0000465983224605,6.844074242641457,5.075143212819948,25.30136892184117,40.54780922852246,0.7545417035382924,0.0,0.8298615926153843,0.6936838262139466,0.45786043787068903,0.542139562129311,0.7311608532845734,0.7301935012778386,7.39993931456932
crossover-greedy,0.7,1.0,SAFE,True,,579.6395180722892,579.1614457831324,1.00082545599787,11.72165176036504,9.06413292307693,38.13170537478584,48.24172307692305,0.46629928259829095,0.0,0.9220512820512817,0.7301935012778386,0.41571329750439,0.5842867024956099,0.9220512820512818,0.7301935012778386,7.875891390365509
mixed-greedy,0.7,1.0,SAFE,True,,579.6395180722892,579.1614457831324,1.00082545599787,11.72165176036504,9.06413292307693,38.13170537478584,48.24172307692305,0.46629928259829095,0.0,0.9220512820512817,0.7301935012778386,0.41571329750439,0.5842867024956099,0.9220512820512818,0.7301935012778386,7.875891390365509
replay-only,0.7,1.0,INFEASIBLE,False,infeasible,nan,579.1614457831324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,1.0,INFEASIBLE,False,infeasible,nan,579.1614457831324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CVXPY-rounded,0.2,2.0,SAFE,True,,165.47469879518073,165.47469879518073,1.0,5.102474895265334,4.456532020512823,12.563289617053721,17.850417165919062,0.11821140020512827,0.0,0.1930354477948719,0.2788755020080321,0.5084342963653308,0.4915657036346693,0.12101603287890103,0.26860939550059304,3.769909966327186
mirror-descent-rounded,0.2,2.0,SAFE,True,,165.4746987951807,165.47469879518073,0.9999999999999998,5.544696815397823,5.532307692307691,10.302897755897444,11.478805942651714,0.16667933319658132,0.0,0.1762470290598292,0.21905805038335158,0.4368592730661696,0.5631407269338303,0.11606843374528858,0.2716854012189033,3.7699888169333207
crossover-greedy,0.2,2.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,22.129230769230762,22.129230769230762,37.066461538461525,38.39421538461537,0.06177743589743588,0.0,0.6454358974358972,0.0,0.0,1.0,0.6331910564102562,0.0,4.129931325366032
mixed-greedy,0.2,2.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.12185172428642307,0.0,3.829059829059827e-05,0.511135450894487,1.0,0.0,3.756417094017093e-05,0.5014384811975172,3.8508795001290648
replay-only,0.2,2.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,16.42951788131547,16.42951788131547,29.244413828741536,30.383515690734963,0.12185172428642307,0.0,3.829059829059827e-05,0.511135450894487,1.0,0.0,3.756417094017093e-05,0.5014384811975172,3.8508795001290648
state-only,0.2,2.0,SAFE,True,,168.67469879518075,165.47469879518073,1.0193383038210626,22.129230769230762,22.129230769230762,37.066461538461525,38.39421538461537,0.06177743589743588,0.0,0.6454358974358972,0.0,0.0,1.0,0.6331910564102562,0.0,4.129931325366032
CVXPY-rounded,0.3,2.0,SAFE,True,,248.21204819277108,248.21204819277105,1.0000000000000002,7.484378297114318,7.251306338461544,14.432509684316896,18.89438816551119,0.21124465340170956,0.0,0.2912302211282053,0.35189485213581595,0.4360360360360362,0.5639639639639639,0.22752523055641333,0.33309580606489064,4.163168068992119
mirror-descent-rounded,0.3,2.0,SAFE,True,,248.2467469879518,248.21204819277105,1.0001397949673814,5.323839820165462,4.229928697435899,16.7825000881849,20.777479175218346,0.10373396567521373,0.0,0.3688205128205127,0.32858707557502737,0.43679821087452825,0.5632017891254718,0.2242695436555984,0.3350857986273805,4.163202666663719
crossover-greedy,0.3,2.0,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,27.860697062120053,27.661538461538452,52.556923076923056,54.76984615384614,0.08759487179487177,0.0,0.9220512820512817,0.036509675063891925,0.04761904761904762,0.9523809523809524,0.9220512820512818,0.021964220518437237,5.722728232970732
mixed-greedy,0.3,2.0,SAFE,True,,253.0120481927711,248.21204819277105,1.0193383038210626,21.087286068469684,20.8106788889825,39.540142196759064,41.204983379672534,0.1647505924864961,0.0,0.09220512820512818,0.6936838262139466,0.9047619047619047,0.09523809523809526,0.027735302564102383,0.7301935012778386,4.52630518032102
replay-only,0.3,2.0,SAFE,True,,248.36626506024098,248.21204819277105,1.0006213109661388,9.722040944402167,1.43001725444098,38.4448519448423,42.73838973235599,0.1601868831035096,0.0,5.470085470085466e-05,0.7301935012778386,1.0,0.0,5.470085470085469e-05,0.7301935012778386,4.569524717972927
state-only,0.3,2.0,SAFE,True,,248.45108433734939,248.21204819277105,1.000963031997515,8.017517460412758,3.1724465230769243,38.726153846153835,47.577846153846146,0.07805225572649577,0.0,0.8298461538461536,0.0,0.0,1.0,0.9220512820512818,0.0,5.728179128039986
CVXPY-rounded,0.4,2.0,SAFE,True,,330.94939759036146,330.94939759036146,1.0,9.39131820100064,8.686460717948723,22.14897516383663,29.63574027654337,0.23629690967521386,0.0,0.38607089558974383,0.4979335523913837,0.5084342963653311,0.49156570363466895,0.32339737285369413,0.4476839435989583,4.6065003925369234
mirror-descent-rounded,0.4,2.0,SAFE,True,,330.9763855421687,330.94939759036146,1.0000815470643059,12.744722578567133,11.008850455481223,31.543211016339917,37.23244967384614,0.10633511238426899,0.0,0.6454362125128202,0.47462577583059506,0.4754621594231598,0.5245378405768403,0.32351073900141797,0.44785329467701945,4.606577865629773
crossover-greedy,0.4,2.0,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,21.28550744641346,15.965575353160894,50.62061538461536,54.38258461538459,0.08436769230769225,0.0,0.9220512820512817,0.2920774005111354,0.28571428571428575,0.7142857142857143,0.9220512820512818,0.272683461117196,6.05340842962427
mixed-greedy,0.4,2.0,SAFE,True,,337.3493975903615,330.94939759036146,1.0193383038210626,21.472844365808218,20.8106788889825,41.292606599825874,43.30794066335271,0.17205252749927447,0.0,0.3688205128205127,0.7301935012778386,0.7142857142857142,0.2857142857142858,0.34433083076923066,0.7301935012778386,4.940855632969265
replay-only,0.4,2.0,SAFE,True,,330.9763855421687,330.94939759036146,1.0000815470643059,14.146820666784443,1.7402823542966264,43.26482648917348,77.76670190318377,0.15288523299101614,0.0,7.293447293447295e-05,1.4603870025556773,1.0,0.0,5.470085470085469e-05,0.8026286966046002,6.545654939347001
state-only,0.4,2.0,SAFE,True,,331.7667469879518,330.94939759036146,1.0024697110904008,9.319113730316747,7.628978543589749,27.384923076923005,49.73544615384611,0.21892398823931639,0.0,0.9220512820512817,0.0,0.0,1.0,0.9220512820512818,0.0,6.107492805859215
CVXPY-rounded,0.5,2.0,SAFE,True,,413.6867469879518,413.6867469879518,1.0,11.653030812363246,9.441805128205136,33.17392989975231,44.17821677910973,0.23730403555555574,0.0,0.45070376843304866,0.7037897042716319,0.5900465983224605,0.40995340167753946,0.4774109732309748,0.5764362682810431,5.157931208556655
mirror-descent-rounded,0.5,2.0,SAFE,True,,413.7137349397591,413.6867469879518,1.0000652376514447,9.168348207449197,4.381325110231133,33.09336703894312,37.7453202959659,0.1250463208545136,0.0,0.6454362125128202,0.6206644760861627,0.49686413747472197,0.503135862525278,0.47650833719081426,0.5771682535080302,5.157976955058976
crossover-greedy,0.5,2.0,SAFE,True,,421.68674698795184,413.6867469879518,1.0193383038210626,22.68596180301626,21.90596914089926,48.68430769230766,53.99532307692305,0.12595906273111088,0.0,0.9220512820512817,0.5476451259583789,0.4285714285714285,0.5714285714285714,0.9220512820512818,0.5234027017159545,6.5105940510338955
mixed-greedy,0.5,2.0,SAFE,True,,421.68674698795184,413.6867469879518,1.0193383038210626,22.791721874080103,22.129230769230762,40.964019524250844,43.57277189406576,0.16155599591840555,0.0,0.7376410256410254,0.6936838262139466,0.5428571428571427,0.4571428571428572,0.6609263589743587,0.7301935012778386,5.6208733748864805
replay-only,0.5,2.0,SAFE,True,,413.8332530120482,413.6867469879518,1.0003541472506992,18.18308916452689,12.048356873648439,62.57468588695574,66.2612932963358,0.16292510873330152,0.0,0.00012486235897435897,1.1111792625045638,1.0,0.0,0.00011236923056492306,0.9999999981818182,46.393861895375984
state-only,0.5,2.0,SAFE,True,,413.7561445783133,413.6867469879518,1.0001677539608576,13.850424837934668,5.532307692307691,56.06693380376067,76.0059647737436,0.2336122241823361,0.0,1.3628458885470087,0.0,0.0,1.0,0.9999999984615384,0.0,27.852280225923344
CVXPY-rounded,0.6,2.0,SAFE,True,,496.42409638554216,496.4240963855421,1.0000000000000002,11.25407506418435,7.477909661538467,40.18149102802484,53.506842816911295,0.2435985723076925,0.0,0.5203722706780629,0.7768090543994158,0.5919384902143525,0.4080615097856474,0.6147065348693844,0.6896314638704717,5.89423495027989
mirror-descent-rounded,0.6,2.0,SAFE,True,,496.45108433734947,496.4240963855421,1.0000543647095375,9.964375692888039,6.949168574358979,34.67833474281258,41.53357045524755,0.17574346611965824,0.0,0.7376413407179484,0.6936838262139466,0.46259523014436926,0.5374047698556307,0.6305076370970473,0.702559432778438,5.896518605592634
crossover-greedy,0.6,2.0,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.20721614988034204,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.9220512820512818,0.7301935012778386,7.1697314406694845
mixed-greedy,0.6,2.0,SAFE,True,,496.4934939759036,496.4240963855421,1.0001397949673814,10.491439524815277,8.157719630769236,33.750527956862406,41.31451240486421,0.20721614988034204,0.0,0.6454358974358972,0.7301935012778386,0.4853313454161426,0.5146686545838575,0.9220512820512818,0.7301935012778386,7.1697314406694845
replay-only,0.6,2.0,INFEASIBLE,False,infeasible,nan,496.4240963855421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,2.0,INFEASIBLE,False,infeasible,nan,496.4240963855421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CVXPY-rounded,0.7,2.0,SAFE,True,,579.1614457831325,579.1614457831324,1.0000000000000002,10.028043474698684,6.043024147692308,40.05409318055019,55.41237898960538,0.3816169634887519,0.0,0.5203812328660972,0.7900109529025191,0.6154440154440157,0.3845559845559843,0.7258147158644501,0.724110228083559,6.84181684177628
mirror-descent-rounded,0.7,2.0,SAFE,True,,579.1884337349397,579.1614457831324,1.0000465983224605,6.844074242641457,5.075143212819948,25.30136892184117,40.54780922852246,0.3772708517691462,0.0,0.8298615926153843,0.6936838262139466,0.45786043787068903,0.542139562129311,0.703151076720322,0.7241279736816542,6.848984402096782
crossover-greedy,0.7,2.0,SAFE,True,,579.6395180722892,579.1614457831324,1.00082545599787,11.72165176036504,9.06413292307693,38.13170537478584,48.24172307692305,0.23314964129914548,0.0,0.9220512820512817,0.7301935012778386,0.41571329750439,0.5842867024956099,0.9220512820512818,0.7301935012778386,7.554318903939807
mixed-greedy,0.7,2.0,SAFE,True,,579.6395180722892,579.1614457831324,1.00082545599787,11.72165176036504,9.06413292307693,38.13170537478584,48.24172307692305,0.23314964129914548,0.0,0.9220512820512817,0.7301935012778386,0.41571329750439,0.5842867024956099,0.9220512820512818,0.7301935012778386,7.554318903939807
replay-only,0.7,2.0,INFEASIBLE,False,infeasible,nan,579.1614457831324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,2.0,INFEASIBLE,False,infeasible,nan,579.1614457831324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
