policy,retained_prefill_fraction,deadline_scale,status,safe,rounded_retained_prefill_moved_s,rounded_retained_prefill_target_s,rounded_retained_prefill_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,drain_window_s,retained_prefill_removal_rate_s_per_s,drain_completion_s,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,repair_move_count,repair_move_summary
state-only,0.2,0.5,OK,True,170.9879518072289,165.47469879518073,1.0333178005591799,0.30780399302962147,0.1510688820512769,0.1510688820512819,5.532307692307768,0.010071258803418795,0.0,1800.0,0.09499330655957161,1788.056579536968,0.009220512820512818,0.0,0.0,1.0,0,
CVXPY-rounded,0.3,0.5,OK,True,248.21204819277108,248.21204819277105,1.0000000000000002,0.3791388715604082,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.13789558232931726,1787.1907446063976,0.008427786453941127,0.014728489716441522,0.6021124572848715,0.3978875427151285,0,
repaired-CVXPY-rounded,0.3,0.5,OK,True,248.21204819277108,248.21204819277105,1.0000000000000002,0.37814693297315166,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.13789558232931726,1787.1907446063976,0.008392821473124415,0.014603870025556772,0.6023609816713269,0.3976390183286731,4,class0:k0/replay->k2/replay x1; class0:k1/replay->k2/replay x1; class0:k2/state->k2/replay x1; class1:k1/replay->k0/replay x1
deadline-aware-m0.8-rounded,0.3,0.5,OK,True,248.26987951807232,248.21204819277105,1.0002329916123023,1.7579358722902305,0.1510688820512769,10.595185670982268,21.908020422950493,0.14879364383407723,0.0,1800.0,0.13792771084337352,1806.780848635261,0.025550911380056978,0.022717293416088597,0.5288609364081063,0.4711390635918938,0,
deadline-aware-m1.0-rounded,0.3,0.5,OK,True,248.23132530120483,248.21204819277105,1.0000776638707676,1.0044598987258364,0.09441805128204805,4.028503521367611,18.367261538461502,0.14162707692307208,0.0,1800.0,0.1379062918340027,1807.816435272045,0.02744504949059829,0.02524084215650481,0.4877844218373845,0.5122155781626155,0,
mirror-descent-rounded,0.3,0.5,OK,True,255.32530120481925,248.21204819277105,1.0286579683131407,0.3857218414893531,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.14184738955823292,1786.2615410665746,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0,
crossover-greedy,0.3,0.5,OK,True,255.32530120481925,248.21204819277105,1.0286579683131407,0.3857218414893531,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.14184738955823292,1786.2615410665746,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0,
mixed-greedy,0.3,0.5,OK,True,255.32530120481925,248.21204819277105,1.0286579683131407,0.3857218414893531,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.14184738955823292,1786.2615410665746,0.008392715669515678,0.01582085919435317,0.6134390335975844,0.3865609664024156,0,
replay-only,0.3,0.5,OK,True,248.36626506024098,248.21204819277105,1.0006213109661388,0.9099489400209814,0.05608516243660233,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.13798125836680053,1766.1907446063976,1.823361823361822e-06,0.024339783375927952,1.0,0.0,0,
state-only,0.3,0.5,OK,True,267.3734939759036,248.21204819277105,1.0771978875427153,0.5031125425353465,0.1510688820512769,5.532307692307768,5.532307692307768,0.036882051282051784,0.0,1800.0,0.1485408299866131,1788.7098777857657,0.021514529914529908,0.0,0.0,1.0,0,
CVXPY-rounded,0.4,0.5,OK,True,331.00722891566267,330.94939759036146,1.0001747437092265,0.39238001470478273,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.05985827523322189,0.0,1800.0,0.18389290495314592,1790.1907446063976,0.008532602043684718,0.02337203358890106,0.7003319550404755,0.2996680449595244,0,
repaired-CVXPY-rounded,0.4,0.5,OK,True,331.00722891566267,330.94939759036146,1.0001747437092265,0.38979730161706216,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.05608166158191352,0.0,1800.0,0.18389290495314592,1790.1907446063976,0.008392751456030398,0.023122794207131554,0.7018228408362941,0.2981771591637059,19,class0:k0/replay->k2/replay x5; class0:k0/state->k2/replay x2; class0:k1/replay->k2/replay x5; class0:k1/state->k2/replay x2; class0:k2/state->k2/replay x4; class1:k1/replay->k0/replay x1
deadline-aware-m0.8-rounded,0.4,0.5,OK,True,330.9840963855422,330.94939759036146,1.000104846225536,1.3452008268120743,0.06294536752136537,7.8974984850394785,21.908168115258203,0.1423824213333485,0.0,1800.0,0.18388005354752346,1812.4491248344768,0.03466750162051282,0.02533430692466837,0.509755500937693,0.490244499062307,0,
deadline-aware-m1.0-rounded,0.4,0.5,OK,True,331.0072289156626,330.94939759036146,1.0001747437092263,0.9614518286641295,0.06294536752136537,4.028503521367611,21.71597563244067,0.1416270769231005,0.0,1800.0,0.1838929049531459,1816.0437068730187,0.03938754151566952,0.028211756115370575,0.48468930172966035,0.5153106982703396,0,
mirror-descent-rounded,0.4,0.5,OK,True,339.66265060240966,330.94939759036146,1.0263280521901212,0.49101483610900254,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.18870147255689426,1787.1907446063976,0.008392715669515678,0.024339783375927952,0.7094211123723045,0.29057888762769546,0,
crossover-greedy,0.4,0.5,OK,True,339.66265060240966,330.94939759036146,1.0263280521901212,0.49101483610900254,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.18870147255689426,1787.1907446063976,0.008392715669515678,0.024339783375927952,0.7094211123723045,0.29057888762769546,0,
mixed-greedy,0.4,0.5,OK,True,339.66265060240966,330.94939759036146,1.0263280521901212,0.49101483610900254,0.1510688820512769,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.18870147255689426,1787.1907446063976,0.008392715669515678,0.024339783375927952,0.7094211123723045,0.29057888762769546,0,
replay-only,0.4,0.5,OK,True,350.26506024096386,330.94939759036146,1.0583643988816402,0.8812248898402272,0.05608516243660233,2.1907446063976295,25.127229668474914,0.03651241010662716,0.0,1800.0,0.1945917001338688,1834.504636299729,1.8233618233618236e-06,0.03650967506389193,1.0,0.0,0,
state-only,0.4,0.5,OK,True,339.66265060240966,330.94939759036146,1.0263280521901212,0.6402724102564127,0.1510688820512769,5.532307692307768,5.532307692307768,0.036882051282051784,0.0,1800.0,0.18870147255689426,1789.1686713286715,0.030735042735042725,0.0,0.0,1.0,0,
CVXPY-rounded,0.5,0.5,OK,True,413.7253012048193,413.6867469879518,1.000093196644921,0.24110342913534125,0.05608516243660233,2.1907446063976295,2.1907446063976295,0.06294536752136537,0.0,1800.0,0.22984738955823295,1800.4618851570965,0.008847448688319097,0.026894487039065353,0.699021526418787,0.300978473581213,0,
repaired-CVXPY-rounded,0.5,0.5,OK,True,413.7253012048193,413.6867469879518,1.000093196644921,0.23843383471286356,0.056085162436488645,2.1907446063976295,2.1907446063976295,0.05608166158191352,0.0,1800.0,0.22984738955823295,1800.4618851570965,0.008393042415954424,0.024339783375927952,0.7031963470319638,0.29680365296803624,65,class0:k0/replay->k2/replay x18; class0:k0/state->k2/replay x6; class0:k1/replay->k2/replay x18; class0:k1/state->k2/replay x9; class0:k2/state->k2/replay x13; class3:k1/replay->k2/replay x1
deadline-aware-m0.8-rounded,0.5,0.5,OK,True,413.7175903614458,413.6867469879518,1.0000745573159366,2.004173966530624,0.06294536752136537,15.983843711843694,28.21525567765561,0.15310219072493805,0.0,1800.0,0.22984310575635877,1834.1280586080584,0.05269059778005698,0.025178532311062433,0.46397286316024894,0.536027136839751,0,
deadline-aware-m1.0-rounded,0.5,0.5,OK,True,413.7407228915663,413.6867469879518,1.0001304753028892,1.5800510868371562,0.09441805128204805,9.735279773527623,24.353626826185955,0.14604781706468353,0.0,1800.0,0.22985595716198126,1826.2152425352424,0.04433897686913581,0.027962516733601075,0.47512906051400555,0.5248709394859945,0,
mirror-descent-rounded,0.5,0.5,OK,True,424.8674698795181,413.6867469879518,1.0270270270270272,0.28823224295286015,0.05608516243660233,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.23603748326639895,1798.9146606334843,0.008392715669515678,0.024339783375927952,0.6542649727767696,0.3457350272232303,0,
crossover-greedy,0.5,0.5,OK,True,424.8674698795181,413.6867469879518,1.0270270270270272,0.28823224295286015,0.05608516243660233,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.23603748326639895,1798.9146606334843,0.008392715669515678,0.024339783375927952,0.6542649727767696,0.3457350272232303,0,
mixed-greedy,0.5,0.5,OK,True,424.8674698795181,413.6867469879518,1.0270270270270272,0.28823224295286015,0.05608516243660233,2.1907446063976295,2.1907446063976295,0.03651241010662716,0.0,1800.0,0.23603748326639895,1798.9146606334843,0.008392715669515678,0.024339783375927952,0.6542649727767696,0.3457350272232303,0,
replay-only,0.5,0.5,OK,True,422.5542168674699,413.6867469879518,1.0214352283317802,2.038903667567882,0.05608516243660233,2.1907446063976295,59.86212906638178,0.03651241010662716,0.0,1800.0,0.23475234270414994,1870.072287883468,3.6467236467236467e-06,0.07301935012778386,1.0,0.0,0,
state-only,0.5,0.5,OK,True,424.0,413.6867469879518,1.0249301025163096,1.3375049981737208,0.1510688820512769,12.294017094017136,12.294017094017136,0.20490028490028558,0.0,1800.0,0.23555555555555555,1790.1476923076923,0.056202782146248825,0.0,0.0,1.0,0,
CVXPY-rounded,0.6,0.5,OK,True,496.4395180722892,496.4240963855421,1.0000310655483071,0.2959961384892567,0.05608516243660233,2.1907446063976295,4.028503521367611,0.09441805128204805,0.0,1800.0,0.2757997322623829,1804.1741185497797,0.012924317976068366,0.02720603626627723,0.5942344133453452,0.40576558665465473,0,
repaired-CVXPY-rounded,0.6,0.5,OK,True,496.4395180722892,496.4240963855421,1.0000310655483071,0.29172048137655804,0.056085162436488645,2.1907446063976295,3.589226341241556,0.05608166158191352,0.0,1800.0,0.2757997322623829,1804.1741185497797,0.012294542222222218,0.024339783375927952,0.6070330216520148,0.3929669783479853,98,class0:k0/replay->k2/replay x28; class0:k0/state->k2/replay x8; class0:k1/replay->k2/replay x28; class0:k1/state->k2/replay x12; class0:k2/state->k2/replay x19; class3:k0/replay->k2/replay x1; class3:k1/replay->k2/replay x1; class3:k2/state->k2/replay x1
deadline-aware-m0.8-rounded,0.6,0.5,OK,True,496.43180722891566,496.4240963855421,1.0000155327741536,2.1234992266762394,0.06294536752136537,11.706242294643353,32.98759524702935,0.1713034994516694,0.0,1800.0,0.2757954484605087,1848.477365019804,0.05970925168319089,0.02097018376536449,0.4221198800888461,0.5778801199111538,0,
deadline-aware-m1.0-rounded,0.6,0.5,OK,True,496.4742168674699,496.4240963855421,1.0001009630319977,2.4755180312907714,0.1510688820512769,16.965743589743557,34.205447602491766,0.17903739020005377,0.0,1800.0,0.2758190093708166,1842.9213501376212,0.06696649245660019,0.027546306437872706,0.43127829591606937,0.5687217040839306,0,
mirror-descent-rounded,0.6,0.5,OK,True,497.1566265060241,496.4240963855421,1.0014756135445793,0.34544033876400504,0.05608516243660233,2.1907446063976295,5.532307692307768,0.03651241010662716,0.0,1800.0,0.2761981258366801,1798.9868531468533,0.01536804649572649,0.024339783375927952,0.5591314462970145,0.44086855370298556,0,
crossover-greedy,0.6,0.5,OK,True,497.1566265060241,496.4240963855421,1.0014756135445793,0.34544033876400504,0.05608516243660233,2.1907446063976295,5.532307692307768,0.03651241010662716,0.0,1800.0,0.2761981258366801,1798.9868531468533,0.01536804649572649,0.024339783375927952,0.5591314462970145,0.44086855370298556,0,
mixed-greedy,0.6,0.5,OK,True,497.1566265060241,496.4240963855421,1.0014756135445793,0.34544033876400504,0.05608516243660233,2.1907446063976295,5.532307692307768,0.03651241010662716,0.0,1800.0,0.2761981258366801,1798.9868531468533,0.01536804649572649,0.024339783375927952,0.5591314462970145,0.44086855370298556,0,
replay-only,0.6,0.5,OK,True,518.9397590361446,496.4240963855421,1.0453557005281144,4.483654909848919,0.05608516243660233,22.502189307345546,107.74775338182498,0.15001459538230363,0.0,1800.0,0.2882998661311914,1919.0591444004447,6.07787274453941e-06,0.12169891687963978,1.0,0.0,0,
state-only,0.6,0.5,OK,True,508.3373493975904,496.4240963855421,1.0239981360671018,1.9560177777777847,0.1510688820512769,12.294017094017136,12.294017094017136,0.20490028490028558,0.0,1800.0,0.2824096385542169,1791.0161786600497,0.10401284862298199,0.0,0.0,1.0,0,
CVXPY-rounded,0.7,0.5,OK,True,579.1922891566265,579.1614457831324,1.0000532552256693,0.39001721377194937,0.05608516243660233,2.1907446063976295,5.532307692307768,0.05608516243660233,0.0,1800.0,0.32177349397590366,1799.7258560794046,0.024824849504273494,0.02452671291225508,0.49538035519343937,0.5046196448065605,0,
repaired-CVXPY-rounded,0.7,0.5,OK,True,579.1922891566265,579.1614457831324,1.0000532552256693,0.3885610282805257,0.05608516243660233,2.1907446063976295,5.532307692307768,0.05608166158189931,0.0,1800.0,0.32177349397590366,1799.7258560794046,0.024588559316239305,0.024339783375927952,0.49676491732566513,0.5032350826743348,26,class0:k0/replay->k2/replay x6; class0:k0/state->k2/replay x3; class0:k1/replay->k2/replay x6; class0:k1/state->k2/replay x4; class0:k2/state->k2/replay x6; class3:k0/replay->k2/replay x1
deadline-aware-m0.8-rounded,0.7,0.5,OK,True,579.169156626506,579.1614457831324,1.0000133138064176,1.6431212993415047,0.06294536752136537,7.38167186557197,30.11070003826993,0.14162707692307208,0.0,1800.0,0.32176064257028114,1842.5502334481437,0.05515248637568851,0.026941219423147134,0.4824859208371611,0.5175140791628391,0,
deadline-aware-m1.0-rounded,0.7,0.5,OK,True,579.1884337349397,579.1614457831324,1.0000465983224605,2.6091325620469115,0.1510688820512769,16.106555875497094,33.75237215594848,0.1969277010878119,0.0,1800.0,0.32177135207496654,1845.0966424425246,0.06684740633770181,0.03409127418765973,0.47153307993902555,0.5284669200609743,0,
mirror-descent-rounded,0.7,0.5,OK,True,593.5421686746988,579.1614457831324,1.0248302489681802,0.4198040284205468,0.05608516243660233,2.1907446063976295,5.532307692307768,0.03651241010662716,0.0,1800.0,0.3297456492637216,1799.080694789082,0.027662063589743578,0.024339783375927952,0.4683338746346218,0.5316661253653784,0,
crossover-greedy,0.7,0.5,OK,True,593.5421686746988,579.1614457831324,1.0248302489681802,0.4198040284205468,0.05608516243660233,2.1907446063976295,5.532307692307768,0.03651241010662716,0.0,1800.0,0.3297456492637216,1799.080694789082,0.027662063589743578,0.024339783375927952,0.4683338746346218,0.5316661253653784,0,
mixed-greedy,0.7,0.5,OK,True,593.5421686746988,579.1614457831324,1.0248302489681802,0.4198040284205468,0.05608516243660233,2.1907446063976295,5.532307692307768,0.03651241010662716,0.0,1800.0,0.3297456492637216,1799.080694789082,0.027662063589743578,0.024339783375927952,0.4683338746346218,0.5316661253653784,0,
replay-only,0.7,0.5,OK,True,579.6395180722891,579.1614457831324,1.0008254559978698,2.6187236081459555,0.056085162436488645,2.1907446063976295,105.49810303217417,0.059821932718705284,0.004662004662004662,1800.0,0.3220219544846051,1977.1011024424026,6.07787274453941e-06,0.12169891687963978,1.0,0.0,0,
state-only,0.7,0.5,OK,True,580.6265060240964,579.1614457831324,1.0025296232192786,2.433156207758062,0.1510688820512769,12.294017094017136,12.294017094017136,0.20490028490028558,0.0,1800.0,0.32257028112449804,1791.686153846154,0.144992905603039,0.0,0.0,1.0,0,
CVXPY-rounded,0.8,0.5,OK,True,661.9296385542169,661.8987951807229,1.0000465983224605,0.5195895034536097,0.056085162436488645,2.1907446063976295,11.905383544530066,0.05608166158191352,0.0,1800.0,0.36773868808567606,1813.5597358557923,0.03073556786324785,0.024339783375927952,0.4868598853734684,0.5131401146265316,0,
repaired-CVXPY-rounded,0.8,0.5,OK,True,661.9296385542169,661.8987951807229,1.0000465983224605,0.5169464712364457,0.056085162436488645,2.1907446063976295,11.905383544530066,0.05608166158191352,0.0,1800.0,0.36773868808567606,1812.4205889701946,0.027662063589743578,0.024339783375927952,0.4868598853734684,0.5131401146265316,1,class5:k0/state->k1/state x1
deadline-aware-m0.8-rounded,0.8,0.5,OK,True,661.9296385542169,661.8987951807229,1.0000465983224605,1.3754762178580344,0.1510688820512769,5.8896210051282365,18.785258119658035,0.1416270769230792,0.0,1800.0,0.36773868808567606,1814.6280520563446,0.048026273367521376,0.027531215772179627,0.4378174362797633,0.5621825637202367,0,
deadline-aware-m1.0-rounded,0.8,0.5,OK,True,661.9296385542169,661.8987951807229,1.0000465983224605,2.377317738757884,0.1510688820512769,12.88568080733196,39.31324195804196,0.20246770871794945,0.0,1800.0,0.36773868808567606,1857.4174980574978,0.07709047384007596,0.02882122429110381,0.4298378453939705,0.5701621546060295,0,
mirror-descent-rounded,0.8,0.5,OK,True,665.5074698795181,661.8987951807229,1.0054520037278658,0.5101977001715773,0.056085162436488645,2.1907446063976295,13.159771212836667,0.05608166158191352,0.0,1800.0,0.36972637215528786,1818.5132609721575,0.03073556786324785,0.024339783375927952,0.48961857533484754,0.5103814246651525,0,
crossover-greedy,0.8,0.5,OK,True,665.5074698795181,661.8987951807229,1.0054520037278658,0.5101977001715773,0.056085162436488645,2.1907446063976295,13.159771212836667,0.05608166158191352,0.0,1800.0,0.36972637215528786,1818.5132609721575,0.03073556786324785,0.024339783375927952,0.48961857533484754,0.5103814246651525,0,
mixed-greedy,0.8,0.5,OK,True,665.5074698795181,661.8987951807229,1.0054520037278658,0.5101977001715773,0.056085162436488645,2.1907446063976295,13.159771212836667,0.05608166158191352,0.0,1800.0,0.36972637215528786,1818.5132609721575,0.03073556786324785,0.024339783375927952,0.48961857533484754,0.5103814246651525,0,
replay-only,0.8,0.5,OK,True,665.5074698795181,661.8987951807229,1.0054520037278658,2.5044341043352847,0.056085162436488645,2.1907446063976295,96.99317164159046,0.059821932718705284,0.00408997955010225,1800.0,0.36972637215528786,1982.2493284495245,6.07787274453941e-06,0.12169891687963978,1.0,0.0,0,
state-only,0.8,0.5,OK,False,665.5074698795181,661.8987951807229,1.0054520037278658,4.494425946756557,0.1510688820512769,14.048407739500208,137.03777567532,0.17598608186532563,0.028629856850715747,1800.0,0.36972637215528786,1938.5785913640623,0.19311114210826205,0.0,0.0,1.0,0,
CVXPY-rounded,0.9,0.5,OK,True,744.6515662650602,744.6361445783132,1.000020710365538,0.6830356155195811,0.056085162436488645,3.589226341241556,12.418071200959693,0.11964087804138519,0.0,1800.0,0.4136953145917001,1815.2339900633895,0.03073556786324785,0.05829086041134231,0.5438636457772443,0.4561363542227558,0,
repaired-CVXPY-rounded,0.9,0.5,OK,True,744.6515662650602,744.6361445783132,1.000020710365538,0.6771419875981821,0.056085162436488645,3.589226341241556,12.418071200959693,0.11964087804138519,0.0,1800.0,0.4136953145917001,1812.5880143909542,0.027662063589743578,0.0641479858829256,0.5438636457772443,0.4561363542227558,63,class0:k1/replay->k2/replay x60; class3:k1/replay->k2/replay x2; class5:k0/state->k1/state x1
deadline-aware-m0.8-rounded,0.9,0.5,INFEASIBLE,False,nan,744.6361445783132,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-m1.0-rounded,0.9,0.5,OK,True,744.6515662650602,744.6361445783132,1.000020710365538,1.6424000479631036,0.1510688820512769,8.352430854828972,27.847831877632494,0.16666735534181776,0.0,1800.0,0.4136953145917001,1835.263772999335,0.06422948219259259,0.0301482292807594,0.4180093608913559,0.5819906391086441,0,
mirror-descent-rounded,0.9,0.5,OK,True,748.4144578313253,744.6361445783132,1.0050740395567983,0.701220471910786,0.056085162436488645,4.3972851003436375,13.36363076923118,0.13102010708458006,0.0,1800.0,0.4157858099062918,1820.028959276019,0.03073556786324785,0.06604843616891806,0.546157016278591,0.4538429837214091,0,
crossover-greedy,0.9,0.5,OK,True,748.4144578313253,744.6361445783132,1.0050740395567983,0.701220471910786,0.056085162436488645,4.3972851003436375,13.36363076923118,0.13102010708458006,0.0,1800.0,0.4157858099062918,1820.028959276019,0.03073556786324785,0.06604843616891806,0.546157016278591,0.4538429837214091,0,
mixed-greedy,0.9,0.5,OK,True,748.4144578313253,744.6361445783132,1.0050740395567983,0.701220471910786,0.056085162436488645,4.3972851003436375,13.36363076923118,0.13102010708458006,0.0,1800.0,0.4157858099062918,1820.028959276019,0.03073556786324785,0.06604843616891806,0.546157016278591,0.4538429837214091,0,
replay-only,0.9,0.5,OK,True,748.4144578313253,744.6361445783132,1.0050740395567983,2.6133504852142653,0.056085162436488645,4.397509155044631,93.75859675531865,0.14579594236684987,0.0058823529411764705,1800.0,0.4157858099062918,1983.7650267533859,7.246769230769235e-06,0.12169891687963978,1.0,0.0,0,
state-only,0.9,0.5,OK,False,748.4144578313253,744.6361445783132,1.0050740395567983,5.410758831613297,0.1510688820512769,17.5291172199109,149.1824299245883,0.509434087802983,0.03137254901960784,1800.0,0.4157858099062918,1954.9707416390181,0.24011034985754978,0.0,0.0,1.0,0,
