policy,shed_fraction,slack_multiplier,status,group_type,group,moved_requests,missed_requests,miss_rate,avg_missed_network_wait,avg_missed_prefill_wait,avg_missed_total_delay
mixed-greedy,0.4,0.25,OK,destination,k0,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.4,0.25,OK,destination,k1,20,3,0.15,0.0,29.787591926146135,31.97833653254375
mixed-greedy,0.4,0.25,OK,destination,k2,92,0,0.0,0.0,0.0,0.0
mixed-greedy,0.4,0.25,OK,action,replay,20,3,0.15,0.0,29.787591926146135,31.97833653254375
mixed-greedy,0.4,0.25,OK,action,state,92,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,class,class1,23,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,class,class4,19,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,class,class5,4,1,0.25,0.0,61.804371636744605,83.71127069217378
replay-only,0.4,0.25,OK,destination,k0,23,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,destination,k1,19,0,0.0,0.0,0.0,0.0
replay-only,0.4,0.25,OK,destination,k2,4,1,0.25,0.0,61.804371636744605,83.71127069217378
replay-only,0.4,0.25,OK,action,replay,46,1,0.021739130434782608,0.0,61.804371636744605,83.71127069217378
replay-only,0.4,0.25,OK,action,state,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,class,class1,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,class,class2,92,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,class,class4,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,destination,k0,10,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,destination,k1,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,destination,k2,92,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,action,replay,0,0,0.0,0.0,0.0,0.0
state-only,0.4,0.25,OK,action,state,102,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,class,class1,148,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,class,class2,98,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,class,class3,10,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,class,class4,20,8,0.4,1.5887771326643882,34.65211528696761,38.43163702602961
CVXPY-rounded,0.5,0.25,OK,class,class5,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,destination,k0,151,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,destination,k1,23,8,0.34782608695652173,1.5887771326643882,34.65211528696761,38.43163702602961
CVXPY-rounded,0.5,0.25,OK,destination,k2,102,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.5,0.25,OK,action,replay,174,8,0.04597701149425287,1.5887771326643882,34.65211528696761,38.43163702602961
CVXPY-rounded,0.5,0.25,OK,action,state,102,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,class,class1,148,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,class,class2,98,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,class,class3,10,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,class,class4,20,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,class,class5,0,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,destination,k0,152,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,destination,k1,16,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,destination,k2,108,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,action,replay,172,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.5,0.25,OK,action,state,104,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.5,0.25,OK,class,class0,20,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.5,0.25,OK,class,class1,31,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.5,0.25,OK,class,class2,30,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.5,0.25,OK,class,class3,34,15,0.4411764705882353,16.050996889365937,2.49914465472885,23.900786773687823
deadline-aware-m0.8-rounded,0.5,0.25,OK,class,class4,8,3,0.375,29.32991612429605,0.0,39.26997809463272
deadline-aware-m0.8-rounded,0.5,0.25,OK,class,class5,6,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.5,0.25,OK,destination,k0,38,5,0.13157894736842105,14.872451892665477,2.4991446547288505,25.609251705224644
deadline-aware-m0.8-rounded,0.5,0.25,OK,destination,k1,36,4,0.1111111111111111,12.549687756708407,3.123930818411063,21.103014027438398
deadline-aware-m0.8-rounded,0.5,0.25,OK,destination,k2,55,9,0.16363636363636364,22.688187913690683,1.3884136970715828,29.31815791703763
deadline-aware-m0.8-rounded,0.5,0.25,OK,action,replay,57,5,0.08771929824561403,11.12226686956868,7.49743396418655,24.278533137214957
deadline-aware-m0.8-rounded,0.5,0.25,OK,action,state,72,13,0.18055555555555555,21.011028258887215,0.0,27.30223616947236
deadline-aware-m1.0-rounded,0.5,0.25,OK,class,class0,20,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.5,0.25,OK,class,class1,35,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.5,0.25,OK,class,class2,25,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.5,0.25,OK,class,class3,35,16,0.45714285714285713,17.274926610216657,2.342948113808297,24.885886096853895
deadline-aware-m1.0-rounded,0.5,0.25,OK,class,class4,8,4,0.5,28.193204035778187,0.0,40.258506923787095
deadline-aware-m1.0-rounded,0.5,0.25,OK,class,class5,6,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.5,0.25,OK,destination,k0,41,5,0.12195121951219512,14.77942863685152,2.4991446547288505,25.516228449410683
deadline-aware-m1.0-rounded,0.5,0.25,OK,destination,k1,38,5,0.13157894736842105,13.6640321183065,2.4991446547288505,24.194898263095617
deadline-aware-m1.0-rounded,0.5,0.25,OK,destination,k2,50,10,0.2,24.695433813078917,1.2495723273644246,31.06525716822792
deadline-aware-m1.0-rounded,0.5,0.25,OK,action,replay,63,5,0.07936507936507936,11.741921062214276,7.49743396418655,24.898187329860555
deadline-aware-m1.0-rounded,0.5,0.25,OK,action,state,66,15,0.22727272727272727,22.030802439700526,0.0,28.98115123970053
mirror-descent-rounded,0.5,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,class,class2,4,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,class,class4,19,3,0.15789473684210525,0.0,31.444414019715214,33.63515862611283
mirror-descent-rounded,0.5,0.25,OK,class,class5,6,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,destination,k0,153,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,destination,k1,19,3,0.15789473684210525,0.0,31.444414019715214,33.63515862611283
mirror-descent-rounded,0.5,0.25,OK,destination,k2,4,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.5,0.25,OK,action,replay,166,3,0.018072289156626505,0.0,31.444414019715214,33.63515862611283
mirror-descent-rounded,0.5,0.25,OK,action,state,10,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,class,class2,4,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,class,class4,19,3,0.15789473684210525,0.0,31.444414019715214,33.63515862611283
crossover-greedy,0.5,0.25,OK,class,class5,6,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,destination,k0,153,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,destination,k1,19,3,0.15789473684210525,0.0,31.444414019715214,33.63515862611283
crossover-greedy,0.5,0.25,OK,destination,k2,4,0,0.0,0.0,0.0,0.0
crossover-greedy,0.5,0.25,OK,action,replay,166,3,0.018072289156626505,0.0,31.444414019715214,33.63515862611283
crossover-greedy,0.5,0.25,OK,action,state,10,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,class,class2,4,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,class,class4,19,3,0.15789473684210525,0.0,31.444414019715214,33.63515862611283
mixed-greedy,0.5,0.25,OK,class,class5,6,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,destination,k0,153,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,destination,k1,19,3,0.15789473684210525,0.0,31.444414019715214,33.63515862611283
mixed-greedy,0.5,0.25,OK,destination,k2,4,0,0.0,0.0,0.0,0.0
mixed-greedy,0.5,0.25,OK,action,replay,166,3,0.018072289156626505,0.0,31.444414019715214,33.63515862611283
mixed-greedy,0.5,0.25,OK,action,state,10,0,0.0,0.0,0.0,0.0
replay-only,0.5,0.25,OK,class,class0,197,0,0.0,0.0,0.0,0.0
replay-only,0.5,0.25,OK,class,class1,16,0,0.0,0.0,0.0,0.0
replay-only,0.5,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
replay-only,0.5,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
replay-only,0.5,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,32.00231889902707,34.19306350542469
replay-only,0.5,0.25,OK,class,class5,7,4,0.5714285714285714,0.0,97.4464155595375,119.35331461496668
replay-only,0.5,0.25,OK,destination,k0,213,0,0.0,0.0,0.0,0.0
replay-only,0.5,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,32.00231889902707,34.19306350542469
replay-only,0.5,0.25,OK,destination,k2,7,4,0.5714285714285714,0.0,97.4464155595375,119.35331461496668
replay-only,0.5,0.25,OK,action,replay,239,8,0.03347280334728033,0.0,64.72436722928228,76.77318906019568
replay-only,0.5,0.25,OK,action,state,0,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,class,class0,197,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,class,class1,16,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,class,class4,13,12,0.9230769230769231,118.21412429378533,0.0,136.655149934811
state-only,0.5,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,destination,k0,10,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,destination,k1,13,12,0.9230769230769231,118.21412429378533,0.0,136.655149934811
state-only,0.5,0.25,OK,destination,k2,213,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,action,replay,0,0,0.0,0.0,0.0,0.0
state-only,0.5,0.25,OK,action,state,236,12,0.05084745762711865,118.21412429378533,0.0,136.655149934811
CVXPY-rounded,0.6,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.6,0.25,OK,class,class1,148,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.6,0.25,OK,class,class2,97,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.6,0.25,OK,class,class3,19,1,0.05263157894736842,0.0,13.517027550762478,17.10625389200399
CVXPY-rounded,0.6,0.25,OK,class,class4,20,11,0.55,7.052842965034924,32.09745136750867,41.34103893894121
CVXPY-rounded,0.6,0.25,OK,class,class5,2,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.6,0.25,OK,destination,k0,155,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.6,0.25,OK,destination,k1,26,11,0.4230769230769231,7.052842965034924,32.09745136750867,41.34103893894121
CVXPY-rounded,0.6,0.25,OK,destination,k2,105,1,0.009523809523809525,0.0,13.517027550762478,17.10625389200399
CVXPY-rounded,0.6,0.25,OK,action,replay,181,12,0.06629834254143646,6.465106051282014,30.54908271611315,39.3214735183631
CVXPY-rounded,0.6,0.25,OK,action,state,105,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.6,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.6,0.25,OK,class,class1,148,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.6,0.25,OK,class,class2,97,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.6,0.25,OK,class,class3,19,4,0.21052631578947367,2.864034983682984,10.982584884994518,17.545721518625733
repaired-CVXPY-rounded,0.6,0.25,OK,class,class4,20,2,0.1,5.814138517482508,23.437517826728442,39.658082968189376
repaired-CVXPY-rounded,0.6,0.25,OK,class,class5,2,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.6,0.25,OK,destination,k0,159,3,0.018867924528301886,3.8760923449883387,20.130687734739787,32.1408812943612
repaired-CVXPY-rounded,0.6,0.25,OK,destination,k1,17,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.6,0.25,OK,destination,k2,110,3,0.02727272727272727,3.818713311577312,10.137770663071864,17.692136042599362
repaired-CVXPY-rounded,0.6,0.25,OK,action,replay,179,5,0.027932960893854747,2.325655406993003,18.16107503868699,26.802881710956445
repaired-CVXPY-rounded,0.6,0.25,OK,action,state,107,1,0.009345794392523364,11.456139934731937,0.0,15.484643456099462
deadline-aware-m0.8-rounded,0.6,0.25,OK,class,class0,15,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,class,class1,39,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,class,class2,4,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,class,class4,20,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,destination,k0,37,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,destination,k1,26,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,destination,k2,25,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,action,replay,52,0,0.0,0.0,0.0,0.0
deadline-aware-m0.8-rounded,0.6,0.25,OK,action,state,36,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,class,class0,19,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,class,class1,38,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,class,class2,4,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,class,class4,20,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,destination,k0,33,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,destination,k1,31,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,destination,k2,27,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,action,replay,55,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.6,0.25,OK,action,state,36,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,class,class2,39,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,31.496690989309343,33.68743559570696
mirror-descent-rounded,0.6,0.25,OK,class,class5,8,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,destination,k0,155,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,31.496690989309343,33.68743559570696
mirror-descent-rounded,0.6,0.25,OK,destination,k2,39,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.6,0.25,OK,action,replay,166,4,0.024096385542168676,0.0,31.496690989309343,33.68743559570696
mirror-descent-rounded,0.6,0.25,OK,action,state,47,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,class,class2,39,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,31.496690989309343,33.68743559570696
crossover-greedy,0.6,0.25,OK,class,class5,8,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,destination,k0,155,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,31.496690989309343,33.68743559570696
crossover-greedy,0.6,0.25,OK,destination,k2,39,0,0.0,0.0,0.0,0.0
crossover-greedy,0.6,0.25,OK,action,replay,166,4,0.024096385542168676,0.0,31.496690989309343,33.68743559570696
crossover-greedy,0.6,0.25,OK,action,state,47,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,class,class2,39,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,31.496690989309343,33.68743559570696
mixed-greedy,0.6,0.25,OK,class,class5,8,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,destination,k0,155,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,31.496690989309343,33.68743559570696
mixed-greedy,0.6,0.25,OK,destination,k2,39,0,0.0,0.0,0.0,0.0
mixed-greedy,0.6,0.25,OK,action,replay,166,4,0.024096385542168676,0.0,31.496690989309343,33.68743559570696
mixed-greedy,0.6,0.25,OK,action,state,47,0,0.0,0.0,0.0,0.0
replay-only,0.6,0.25,INFEASIBLE,all,INFEASIBLE,0,0,nan,nan,nan,nan
state-only,0.6,0.25,INFEASIBLE,all,INFEASIBLE,0,0,nan,nan,nan,nan
CVXPY-rounded,0.7,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.7,0.25,OK,class,class1,148,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.7,0.25,OK,class,class2,100,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.7,0.25,OK,class,class3,27,9,0.3333333333333333,1.275944875015484,14.682972205025623,19.59704659772587
CVXPY-rounded,0.7,0.25,OK,class,class4,20,14,0.7,6.970504989966515,35.62506842180063,44.786318018164756
CVXPY-rounded,0.7,0.25,OK,class,class5,4,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.7,0.25,OK,destination,k0,160,3,0.01875,0.0,16.941891005798798,20.531341401741162
CVXPY-rounded,0.7,0.25,OK,destination,k1,28,16,0.5714285714285714,6.099191866220701,33.07789760722791,41.54265549943676
CVXPY-rounded,0.7,0.25,OK,destination,k2,111,4,0.036036036036036036,2.870875968784839,12.706418254349096,19.276339859406953
CVXPY-rounded,0.7,0.25,OK,action,replay,188,22,0.11702127659574468,4.435775902705964,28.67716853411088,35.81226655624239
CVXPY-rounded,0.7,0.25,OK,action,state,111,1,0.009009009009009009,11.483503875139355,0.0,15.512007396506881
repaired-CVXPY-rounded,0.7,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.7,0.25,OK,class,class1,148,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.7,0.25,OK,class,class2,100,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.7,0.25,OK,class,class3,27,9,0.3333333333333333,1.275944875015484,14.682972205025623,19.59704659772587
repaired-CVXPY-rounded,0.7,0.25,OK,class,class4,20,14,0.7,6.970504989966515,35.62506842180063,44.786318018164756
repaired-CVXPY-rounded,0.7,0.25,OK,class,class5,4,0,0.0,0.0,0.0,0.0
repaired-CVXPY-rounded,0.7,0.25,OK,destination,k0,160,3,0.01875,0.0,16.941891005798798,20.531341401741162
repaired-CVXPY-rounded,0.7,0.25,OK,destination,k1,28,16,0.5714285714285714,6.099191866220701,33.07789760722791,41.54265549943676
repaired-CVXPY-rounded,0.7,0.25,OK,destination,k2,111,4,0.036036036036036036,2.870875968784839,12.706418254349096,19.276339859406953
repaired-CVXPY-rounded,0.7,0.25,OK,action,replay,188,22,0.11702127659574468,4.435775902705964,28.67716853411088,35.81226655624239
repaired-CVXPY-rounded,0.7,0.25,OK,action,state,111,1,0.009009009009009009,11.483503875139355,0.0,15.512007396506881
deadline-aware-m0.8-rounded,0.7,0.25,INFEASIBLE,all,INFEASIBLE,0,0,nan,nan,nan,nan
deadline-aware-m1.0-rounded,0.7,0.25,OK,class,class0,16,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.7,0.25,OK,class,class1,68,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.7,0.25,OK,class,class2,47,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.7,0.25,OK,class,class3,45,31,0.6888888888888889,8.258838312655088,15.38425255273291,28.16382492071048
deadline-aware-m1.0-rounded,0.7,0.25,OK,class,class4,20,20,1.0,26.3274998974359,12.005495949917268,42.99155186873472
deadline-aware-m1.0-rounded,0.7,0.25,OK,class,class5,4,0,0.0,0.0,0.0,0.0
deadline-aware-m1.0-rounded,0.7,0.25,OK,destination,k0,78,14,0.1794871794871795,5.6815235164835185,20.668454644713336,31.59950168638491
deadline-aware-m1.0-rounded,0.7,0.25,OK,destination,k1,37,19,0.5135135135135135,24.56651474224021,10.490941711342995,38.91442862509886
deadline-aware-m1.0-rounded,0.7,0.25,OK,destination,k2,85,18,0.21176470588235294,13.126048683760692,12.685305032864555,30.619024579469567
deadline-aware-m1.0-rounded,0.7,0.25,OK,action,replay,102,36,0.35294117647058826,13.195376957264955,19.917270781474045,36.64165863823745
deadline-aware-m1.0-rounded,0.7,0.25,OK,action,state,98,15,0.15306122448979592,20.502694345299144,0.0,27.5873265960114
mirror-descent-rounded,0.7,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,class,class2,74,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,32.184578313253006,34.37532291965062
mirror-descent-rounded,0.7,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,destination,k0,157,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,32.184578313253006,34.37532291965062
mirror-descent-rounded,0.7,0.25,OK,destination,k2,74,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.7,0.25,OK,action,replay,166,4,0.024096385542168676,0.0,32.184578313253006,34.37532291965062
mirror-descent-rounded,0.7,0.25,OK,action,state,84,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,class,class2,74,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,32.184578313253006,34.37532291965062
crossover-greedy,0.7,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,destination,k0,157,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,32.184578313253006,34.37532291965062
crossover-greedy,0.7,0.25,OK,destination,k2,74,0,0.0,0.0,0.0,0.0
crossover-greedy,0.7,0.25,OK,action,replay,166,4,0.024096385542168676,0.0,32.184578313253006,34.37532291965062
crossover-greedy,0.7,0.25,OK,action,state,84,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,class,class1,147,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,class,class2,74,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,class,class4,19,4,0.21052631578947367,0.0,32.184578313253006,34.37532291965062
mixed-greedy,0.7,0.25,OK,class,class5,10,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,destination,k0,157,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,destination,k1,19,4,0.21052631578947367,0.0,32.184578313253006,34.37532291965062
mixed-greedy,0.7,0.25,OK,destination,k2,74,0,0.0,0.0,0.0,0.0
mixed-greedy,0.7,0.25,OK,action,replay,166,4,0.024096385542168676,0.0,32.184578313253006,34.37532291965062
