policy,release_policy,release_seed,drain_window_s,deadline_scale,max_safe_retained_prefill_fraction,frontier_censored_by_search,first_unsafe_retained_prefill_fraction,first_unsafe_failure_mode,absolute_p95_delay_over_deadline_at_frontier,absolute_deadline_miss_rate_at_frontier,p95_delay_over_deadline_at_frontier,deadline_miss_rate_at_frontier,network_capacity_pressure_at_frontier,prefill_capacity_pressure_at_frontier,average_equivalent_state_target_tb_at_frontier,actual_evacuated_state_tb_at_frontier,actual_evacuated_nvl72_hbm_fraction_at_frontier,replay_retained_prefill_fraction_at_frontier,state_transfer_retained_prefill_fraction_at_frontier,drain_completion_s_at_frontier
replay-only,random,7,1200.0,1.0,0.01,False,0.0156,absolute_deadline_miss,0.018256205053313483,0.0,0.018256205053313483,0.0,1.3675213675213672e-07,0.0018254837531945962,0.0061736128,0.00899,0.0006708955223880597,1.0,0.0,2.190744606397618
replay-only,random,7,2400.0,1.0,0.01,False,0.0156,absolute_deadline_miss,0.018256205053313483,0.0,0.018256205053313483,0.0,6.837606837606836e-08,0.0009127418765972981,0.0061736128,0.00899,0.0006708955223880597,1.0,0.0,2.190744606397618
replay-only,random,7,3600.0,1.0,0.01,False,0.0156,absolute_deadline_miss,0.018256205053313483,0.0,0.018256205053313483,0.0,4.558404558404557e-08,0.0006084945843981988,0.0061736128,0.00899,0.0006708955223880597,1.0,0.0,2.190744606397618
state-only,edf,,10.0,1.0,0.1484,False,0.15,target_not_met,0.36332066133333335,0.0,0.05926083227350432,0.0,1.1481235035897437,0.0,0.091616413952,0.0919310208,0.006860523940298508,0.0,1.0,20.808205128205124
state-only,edf,,20.0,1.0,0.2656,False,0.27,target_not_met,0.5946582709111432,0.0,0.01508967658119659,0.0,1.6596923076923076,0.0,0.163971155968,0.18152608,0.013546722388059701,0.0,1.0,52.816487663280114
state-only,edf,,40.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,80.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,160.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,300.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,600.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,1200.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,2400.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,edf,,3600.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,10.0,1.0,0.1484,False,0.15,target_not_met,0.36332066133333335,0.0,0.05926083227350432,0.0,1.1481235035897437,0.0,0.091616413952,0.0919310208,0.006860523940298508,0.0,1.0,20.808205128205124
state-only,shortest-context-first,,20.0,1.0,0.2656,False,0.27,target_not_met,0.5946582709111432,0.0,0.01508967658119659,0.0,1.6596923076923076,0.0,0.163971155968,0.18152608,0.013546722388059701,0.0,1.0,52.816487663280114
state-only,shortest-context-first,,40.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,80.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,160.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,300.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,600.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,1200.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,2400.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,shortest-context-first,,3600.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,10.0,1.0,0.1484,False,0.15,target_not_met,0.36332066133333335,0.0,0.05926083227350432,0.0,1.1481235035897437,0.0,0.091616413952,0.0919310208,0.006860523940298508,0.0,1.0,20.808205128205124
state-only,random,7,20.0,1.0,0.2656,False,0.27,target_not_met,0.5946582709111432,0.0,0.01508967658119659,0.0,1.6596923076923076,0.0,0.163971155968,0.18152608,0.013546722388059701,0.0,1.0,52.06177068214804
state-only,random,7,40.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,80.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,160.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,300.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,600.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,1200.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,2400.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state-only,random,7,3600.0,1.0,0.0,False,0.0078,absolute_deadline_miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
