policy,release_policy,release_seed,workload_seed,drain_window_s,deadline_scale,retained_prefill_fraction,status,safe,failure_mode,retained_prefill_target_s,retained_prefill_moved_s,resident_state_tb,average_equivalent_state_target_tb,actual_evacuated_state_tb,retained_prefill_moved_fraction,actual_evacuated_nvl72_hbm_fraction,retained_prefill_removal_rate_s_per_s,request_migration_fraction,mean_delay_s,p50_delay_s,p95_delay_s,p99_delay_s,p95_delay_over_deadline,deadline_miss_rate,absolute_p95_delay_over_deadline,absolute_deadline_miss_rate,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,fractional_network_capacity_pressure,fractional_prefill_capacity_pressure,drain_completion_s,objective
deadline-penalty-rounded,edf,,7,10.0,1.0,0.5,INFEASIBLE,False,solver_infeasible,413.6867469879518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,7,10.0,1.0,0.25,SAFE,True,,206.8433734939759,206.86650602409637,0.61736128,0.15434032,0.1543575808,0.25002795899347624,0.011519222447761194,20.686650602409635,0.4168291315315601,4.543610521123473,4.437103633168759,9.134287222074759,10.917174799811356,0.8050126783466173,0.0,0.8050126783466173,0.0,1.0487261035213677,1.126922234392114,0.55251975547935,0.44748024452065005,0.96395312092257,0.9571270236802896,21.19533921459788,42.27555163948256
deadline-penalty-rounded,edf,,7,10.0,1.0,0.375,INFEASIBLE,False,solver_infeasible,310.26506024096386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,7,10.0,1.0,0.3125,INFEASIBLE,False,solver_infeasible,258.55421686746985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,7,10.0,1.0,0.2812,SAFE,True,,232.65742650602408,232.6901204819277,0.61736128,0.17360199193600004,0.1736263872,0.2812395153774464,0.012957193074626866,23.26901204819277,0.4233849963790427,4.952305004544939,4.8565385133425085,9.243565613922357,12.073889986076017,0.8622131164627181,0.0,0.8622131164627181,0.0,1.1066468036923074,1.6487185104052575,0.5084335752394208,0.4915664247605792,0.9962960636622906,0.9955999701089813,17.241362891817904,66.84796107736584
deadline-penalty-rounded,edf,,7,10.0,1.0,0.2969,INFEASIBLE,False,solver_infeasible,245.64719036144575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,7,10.0,1.0,0.2891,INFEASIBLE,False,solver_infeasible,239.19367710843375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,7,10.0,1.0,0.26,SAFE,True,,215.11710843373493,215.1518072289157,0.61736128,0.1605139328,0.160539824,0.2600419384902144,0.011980583880597015,21.515180722891568,0.4181714473642838,4.568717246019692,4.509196418831504,8.81488047042735,10.704222226379471,0.7926753289490269,0.0,0.7926753289490269,0.0,1.1065579519999997,1.0932749178532313,0.4726637398082609,0.5273362601917391,0.968741101130813,0.9628250702128417,20.679170396820105,46.83583456145378
deadline-penalty-rounded,edf,,7,10.0,1.0,0.27,SAFE,True,,223.39084337349396,223.43710843373495,0.61736128,0.1666875456,0.1667220672,0.2700559179869525,0.012441945313432836,22.343710843373493,0.4202149643925964,4.632481445472076,4.570161212795236,8.826125018789039,10.671387695261522,0.8142656903948101,0.0,0.8142656903948101,0.0,1.1065604726153844,1.0952902519167578,0.4922179659730131,0.507782034026987,0.9788077738185118,0.9748064525407674,17.090299611134142,52.43623801967845
deadline-penalty-rounded,edf,,7,10.0,1.0,0.28,SAFE,True,,231.66457831325303,231.7031325301205,0.61736128,0.17286115840000002,0.1728899264,0.2800465983224604,0.012902233313432836,23.17031325301205,0.42299759783582985,4.833785514375339,4.710630616982054,9.57776712205128,11.029849635507983,0.7929557232535175,0.0,0.7929557232535175,0.0,1.1065982818461535,1.2169112814895948,0.48956704050051586,0.5104329594994842,0.994042276383048,0.9929214879110271,17.84563281865551,63.55192578673891
