timestamp, uuid, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 17:47:39.054, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.92 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:39.555, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.95 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:40.055, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.57 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:40.555, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 288.94 W, 300.00 W, 76 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:47:41.056, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 293.73 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:47:41.556, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 300.63 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:47:42.057, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 297.91 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:47:42.557, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 293.34 W, 300.00 W, 100 %, 61476 MiB, 1290 MHz, 1512 MHz
2026/09/10 17:47:43.058, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 285.15 W, 300.00 W, 100 %, 61476 MiB, 1290 MHz, 1512 MHz
2026/09/10 17:47:43.558, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 294.60 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:47:44.058, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 302.95 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:47:44.559, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 279.42 W, 300.00 W, 100 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:47:45.059, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 329.51 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:47:45.560, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 275.13 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:47:46.060, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 313.95 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:47:46.561, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 290.42 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:47:47.061, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 266.64 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:47:47.561, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 278.42 W, 300.00 W, 100 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:47:48.062, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 315.28 W, 300.00 W, 100 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:47:48.562, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 340.05 W, 300.00 W, 100 %, 61476 MiB, 1350 MHz, 1512 MHz
2026/09/10 17:47:49.063, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 337.67 W, 300.00 W, 100 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:47:49.563, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 291.21 W, 300.00 W, 100 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:47:50.063, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.83 W, 300.00 W, 42 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:50.564, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 108.58 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:51.064, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.99 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:51.565, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 108.18 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:52.065, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 125.25 W, 300.00 W, 19 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:52.565, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 122.84 W, 300.00 W, 16 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:53.066, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 129.89 W, 300.00 W, 16 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:53.566, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 107.68 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:54.067, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 107.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:54.567, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 140.48 W, 300.00 W, 19 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:55.067, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 135.10 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:55.568, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.95 W, 300.00 W, 12 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:56.068, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.89 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:56.568, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.59 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:57.069, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.87 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:57.569, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:58.070, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.80 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:58.570, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.67 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:59.070, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.57 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:47:59.571, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.48 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:00.071, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.51 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:00.571, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.05 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:01.072, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:01.572, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.31 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:02.072, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.32 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:02.573, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:03.073, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.36 W, 300.00 W, 13 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:03.574, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:04.074, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:04.574, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.76 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:05.075, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:05.575, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.06 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:06.076, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:06.576, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:07.077, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.02 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:07.577, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 135.38 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:08.078, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 130.66 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:08.578, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 132.37 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:09.079, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 127.65 W, 300.00 W, 24 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:09.579, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 311.54 W, 300.00 W, 21 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:10.079, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 141.68 W, 300.00 W, 34 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:10.580, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 136.11 W, 300.00 W, 24 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:11.081, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.38 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:11.581, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 130.88 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:12.081, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.96 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:12.582, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 132.37 W, 300.00 W, 44 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:13.082, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 133.71 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:13.583, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.11 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:14.083, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 136.97 W, 300.00 W, 100 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:14.584, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 139.46 W, 300.00 W, 25 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:15.084, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 129.37 W, 300.00 W, 26 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:15.585, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 133.08 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:16.085, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 134.72 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:16.586, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 129.29 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:17.086, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 131.82 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:17.587, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 127.82 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:18.087, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.13 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:18.587, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 132.24 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:19.088, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.02 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:19.588, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.34 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:20.089, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:20.589, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:21.089, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 123.66 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:21.590, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 126.82 W, 300.00 W, 16 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:22.090, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:22.590, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.87 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:23.091, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:23.591, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.06 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:24.092, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:24.593, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:25.095, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.06 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:25.597, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.82 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:26.098, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.25 W, 300.00 W, 15 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:26.598, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 175.37 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:27.099, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.96 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:27.599, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 280.87 W, 300.00 W, 74 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:48:28.099, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 279.40 W, 300.00 W, 100 %, 61476 MiB, 1335 MHz, 1512 MHz
2026/09/10 17:48:28.603, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 126.42 W, 300.00 W, 18 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:29.104, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 107.81 W, 300.00 W, 18 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:29.604, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.34 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:30.104, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 126.77 W, 300.00 W, 0 %, 61476 MiB, 1380 MHz, 1512 MHz
2026/09/10 17:48:30.605, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 105.26 W, 300.00 W, 16 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:31.105, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.35 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:31.605, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.35 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:32.106, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 126.48 W, 300.00 W, 46 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:32.606, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 130.10 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:33.107, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 131.60 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:33.607, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.21 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:34.108, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.48 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:34.608, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.44 W, 300.00 W, 9 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:35.108, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.96 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:35.609, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.32 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:36.109, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.25 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:36.609, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.96 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:37.110, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.25 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:37.610, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:38.111, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:38.611, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.25 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:39.111, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 131.34 W, 300.00 W, 18 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:39.612, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.22 W, 300.00 W, 8 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:40.112, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:40.612, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.25 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:41.113, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:41.613, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:42.113, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:42.614, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:43.114, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.06 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:43.615, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 106.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:44.115, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 104.67 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:44.615, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 242.53 W, 300.00 W, 40 %, 61476 MiB, 1350 MHz, 1512 MHz
2026/09/10 17:48:45.116, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 130.37 W, 300.00 W, 17 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:45.616, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 297.51 W, 300.00 W, 18 %, 61476 MiB, 1350 MHz, 1512 MHz
2026/09/10 17:48:46.116, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 140.98 W, 300.00 W, 18 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:46.617, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 133.65 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:47.117, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 137.37 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:47.618, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 123.91 W, 300.00 W, 17 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:48.119, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 128.58 W, 300.00 W, 17 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:48.619, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 138.65 W, 300.00 W, 36 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:49.120, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 146.21 W, 300.00 W, 21 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:49.620, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 135.82 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:50.120, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 146.02 W, 300.00 W, 32 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:50.621, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 141.81 W, 300.00 W, 25 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:51.121, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 137.90 W, 300.00 W, 23 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:51.622, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 134.91 W, 300.00 W, 20 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:48:52.122, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 283.21 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:48:52.623, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 291.20 W, 300.00 W, 100 %, 61476 MiB, 1290 MHz, 1512 MHz
2026/09/10 17:48:53.123, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 308.20 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:48:53.623, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 291.77 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:54.124, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 300.93 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:48:54.624, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 322.16 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:55.125, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 277.16 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:55.625, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 272.18 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:56.126, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 275.98 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
2026/09/10 17:48:56.627, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 298.21 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:57.127, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 325.92 W, 300.00 W, 100 %, 61476 MiB, 1320 MHz, 1512 MHz
2026/09/10 17:48:57.628, GPU-ee757c0c-d22b-d7b6-e597-582796b8e965, 285.05 W, 300.00 W, 100 %, 61476 MiB, 1305 MHz, 1512 MHz
