monotonic_ns,wall_ns,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_gc_collections_total,python_info,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_cpu_seconds_total,process_open_fds,process_max_fds,vllm:estimated_flops_per_gpu_total,vllm:estimated_flops_per_gpu_created,vllm:estimated_read_bytes_per_gpu_total,vllm:estimated_read_bytes_per_gpu_created,vllm:estimated_write_bytes_per_gpu_total,vllm:estimated_write_bytes_per_gpu_created,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_waiting_by_reason,vllm:engine_sleep_state,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_queries_created,vllm:prefix_cache_hits_total,vllm:prefix_cache_hits_created,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_queries_created,vllm:external_prefix_cache_hits_total,vllm:external_prefix_cache_hits_created,vllm:mm_cache_queries_total,vllm:mm_cache_queries_created,vllm:mm_cache_hits_total,vllm:mm_cache_hits_created,vllm:num_preemptions_total,vllm:num_preemptions_created,vllm:prompt_tokens_total,vllm:prompt_tokens_created,vllm:prompt_tokens_by_source_total,vllm:prompt_tokens_by_source_created,vllm:prompt_tokens_cached_total,vllm:prompt_tokens_cached_created,vllm:generation_tokens_total,vllm:generation_tokens_created,vllm:request_success_total,vllm:request_success_created,vllm:request_prompt_tokens_bucket,vllm:request_prompt_tokens_count,vllm:request_prompt_tokens_sum,vllm:request_prompt_tokens_created,vllm:request_generation_tokens_bucket,vllm:request_generation_tokens_count,vllm:request_generation_tokens_sum,vllm:request_generation_tokens_created,vllm:iteration_tokens_total_bucket,vllm:iteration_tokens_total_count,vllm:iteration_tokens_total_sum,vllm:iteration_tokens_total_created,vllm:request_max_num_generation_tokens_bucket,vllm:request_max_num_generation_tokens_count,vllm:request_max_num_generation_tokens_sum,vllm:request_max_num_generation_tokens_created,vllm:request_params_n_bucket,vllm:request_params_n_count,vllm:request_params_n_sum,vllm:request_params_n_created,vllm:request_params_max_tokens_bucket,vllm:request_params_max_tokens_count,vllm:request_params_max_tokens_sum,vllm:request_params_max_tokens_created,vllm:time_to_first_token_seconds_bucket,vllm:time_to_first_token_seconds_count,vllm:time_to_first_token_seconds_sum,vllm:time_to_first_token_seconds_created,vllm:inter_token_latency_seconds_bucket,vllm:inter_token_latency_seconds_count,vllm:inter_token_latency_seconds_sum,vllm:inter_token_latency_seconds_created,vllm:request_time_per_output_token_seconds_bucket,vllm:request_time_per_output_token_seconds_count,vllm:request_time_per_output_token_seconds_sum,vllm:request_time_per_output_token_seconds_created,vllm:e2e_request_latency_seconds_bucket,vllm:e2e_request_latency_seconds_count,vllm:e2e_request_latency_seconds_sum,vllm:e2e_request_latency_seconds_created,vllm:request_queue_time_seconds_bucket,vllm:request_queue_time_seconds_count,vllm:request_queue_time_seconds_sum,vllm:request_queue_time_seconds_created,vllm:request_inference_time_seconds_bucket,vllm:request_inference_time_seconds_count,vllm:request_inference_time_seconds_sum,vllm:request_inference_time_seconds_created,vllm:request_prefill_time_seconds_bucket,vllm:request_prefill_time_seconds_count,vllm:request_prefill_time_seconds_sum,vllm:request_prefill_time_seconds_created,vllm:request_decode_time_seconds_bucket,vllm:request_decode_time_seconds_count,vllm:request_decode_time_seconds_sum,vllm:request_decode_time_seconds_created,vllm:request_prefill_kv_computed_tokens_bucket,vllm:request_prefill_kv_computed_tokens_count,vllm:request_prefill_kv_computed_tokens_sum,vllm:request_prefill_kv_computed_tokens_created,vllm:cache_config_info,http_request_duration_highr_seconds_bucket,http_request_duration_highr_seconds_count,http_request_duration_highr_seconds_sum,http_request_duration_highr_seconds_created,vllm:gpu_cache_usage_perc,http_requests_total,http_requests_created,http_request_size_bytes_count,http_request_size_bytes_sum,http_request_size_bytes_created,http_response_size_bytes_count,http_response_size_bytes_sum,http_response_size_bytes_created,http_request_duration_seconds_bucket,http_request_duration_seconds_count,http_request_duration_seconds_sum,http_request_duration_seconds_created
1717487807474,1789061990505786359,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.449999999999996,57.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1717996784829,1789061991014763393,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.449999999999996,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1718506794325,1789061991524772508,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.46,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1719014724423,1789061992032702606,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.46,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1719523247645,1789061992541226079,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.47,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1720032319039,1789061993050297432,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.47,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1720541437620,1789061993559415843,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.480000000000004,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1721050384055,1789061994068362359,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.49,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1721559039402,1789061994577017405,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.49,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
1722067686342,1789061995085664656,17790.0,0.0,2027.0,1.0,19139178496.0,1879785472.0,1789061895.38,33.5,56.0,1048576.0,0.0,1789061985.378437,0.0,1789061985.3784735,0.0,1789061985.3784952,0.0,0.0,0.0,1.0,0.0,0.0,1789061985.378706,0.0,1789061985.3787248,0.0,1789061985.3787515,0.0,1789061985.3787694,0.0,1789061985.378924,0.0,1789061985.378946,0.0,1789061985.3789632,0.0,1789061985.3789787,0.0,5367185956.137023,0.0,1789061985.3790329,0.0,1789061985.379051,0.0,8945309926.895504,0.0,0.0,0.0,1789061985.379172,0.0,0.0,0.0,1789061985.37924,0.0,0.0,0.0,1789061985.3792875,0.0,0.0,0.0,1789061985.37934,0.0,0.0,0.0,1789061985.379385,0.0,0.0,0.0,1789061985.3794217,0.0,0.0,0.0,1789061985.3794708,0.0,0.0,0.0,1789061985.3795323,0.0,0.0,0.0,1789061985.3795912,0.0,0.0,0.0,1789061985.3796453,0.0,0.0,0.0,1789061985.3796997,0.0,0.0,0.0,1789061985.379756,0.0,0.0,0.0,1789061985.3798544,0.0,0.0,0.0,1789061985.3799152,0.0,0.0,0.0,1789061985.3799784,1.0,0.0,0.0,0.0,1789061985.8461127,0.0,,,,,,,,,,,,
