phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,298.693
baseline,1,240,240,1.0,82.96858333333333
drain,0,299,299,1.0,233.1694983277592
drain,1,299,299,1.0,169.9394314381271
post,0,239,239,1.0,256.3654811715481
post,1,239,239,1.0,322.67255230125517
