phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,292.3747083333334
baseline,1,240,240,1.0,83.10770833333332
drain,0,368,368,1.0,99.08529891304347
drain,1,367,368,0.9972826086956522,289.7583378746594
post,0,239,239,1.0,87.99728033472803
post,1,239,239,1.0,331.4315481171548
