scenario_id,workload,seed,sessions,target_fraction,source_instances,max_source_width,solver,feasible,initial_source_power_w,minimum_awake_source_power_w,requested_shed_w,selected_shed_w,validated_shed_w,expected_source_power_at_deadline_w,unmet_shed_w,shortfall_w,migration_work_s,moves,replay_moves,kv_moves,solve_s,planner_memory_bytes,makespan_s,packing_repairs,service_debt_replica_s,required_recovery_s,failure,binding_resources,resource_uses,execution_contract,input_provenance,result_provenance,evidence_status
interactive_coding:240:0:0.1,interactive_coding,0,240,0.1,2,136,greedy,True,820.1543468519988,536.9633567344,28.319099011759818,30.71654869974043,30.71654869974043,789.4377981522583,0,0.0,39.130765044904564,40,40,0,0.02427825052291155,41316,34.998732095465186,0,0.0,0.0,,,"[{""name"":""route:source-egress"",""used"":349232.0000000002,""capacity"":143750000000.0,""utilization"":2.429440000000001e-06},{""name"":""route:wan"",""used"":349232.0000000002,""capacity"":143750000000.0,""utilization"":2.429440000000001e-06},{""name"":""route:destination-ingress"",""used"":349232.0000000002,""capacity"":143750000000.0,""utilization"":2.429440000000001e-06},{""name"":""service:sink-a100:0"",""used"":0.046554024156954164,""capacity"":0.193906,""utilization"":0.24008552678593836},{""name"":""kv:sink-a100"",""used"":10683.999999999996,""capacity"":120394,""utilization"":0.08874196388524341},{""name"":""migration:sink-a100:replay"",""used"":39.130765044904564,""capacity"":230.0,""utilization"":0.17013376106480246},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.1,interactive_coding,0,240,0.1,2,136,greedy_bundle,True,820.1543468519988,536.9633567344,28.319099011759818,115.03205377175084,115.03205377175095,705.1222930802478,0,0.0,102.80678175867801,104,104,0,0.0714880833402276,41316,89.21900916510377,0,0.0,0.0,,,"[{""name"":""route:source-egress"",""used"":943255.0,""capacity"":143750000000.0,""utilization"":6.561773913043478e-06},{""name"":""route:wan"",""used"":943255.0,""capacity"":143750000000.0,""utilization"":6.561773913043478e-06},{""name"":""route:destination-ingress"",""used"":943255.0,""capacity"":143750000000.0,""utilization"":6.561773913043478e-06},{""name"":""service:sink-a100:0"",""used"":0.17580343886929084,""capacity"":0.193906,""utilization"":0.9066425941914682},{""name"":""kv:sink-a100"",""used"":28865.000000000007,""capacity"":120394,""utilization"":0.2397544728142599},{""name"":""migration:sink-a100:replay"",""used"":102.80678175867801,""capacity"":230.0,""utilization"":0.44698600764642615},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.1,interactive_coding,0,240,0.1,2,136,greedy_prefix,True,820.1543468519988,536.9633567344,28.319099011759818,30.377764616818922,30.377764616818922,789.7765822351798,0,0.0,39.19842799998429,40,40,0,0.03013212513178587,41316,35.11406475813133,0,0.0,0.0,,,"[{""name"":""route:source-egress"",""used"":351601.0000000002,""capacity"":143750000000.0,""utilization"":2.445920000000001e-06},{""name"":""route:wan"",""used"":351601.0000000002,""capacity"":143750000000.0,""utilization"":2.445920000000001e-06},{""name"":""route:destination-ingress"",""used"":351601.0000000002,""capacity"":143750000000.0,""utilization"":2.445920000000001e-06},{""name"":""service:sink-a100:0"",""used"":0.04685634426086285,""capacity"":0.193906,""utilization"":0.24164463328036706},{""name"":""kv:sink-a100"",""used"":10755.999999999996,""capacity"":120394,""utilization"":0.08934000033224244},{""name"":""migration:sink-a100:replay"",""used"":39.19842799998429,""capacity"":230.0,""utilization"":0.17042794782601867},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.1,interactive_coding,0,240,0.1,2,136,greedy_coupled,True,820.1543468519988,536.9633567344,28.319099011759818,35.912788513883356,35.912788513883356,784.2415583381154,0,0.0,39.13994597525836,40,40,0,0.10784004162997007,41316,35.06422303658398,0,0.0,0.0,,,"[{""name"":""route:source-egress"",""used"":349430.99999999994,""capacity"":143750000000.0,""utilization"":2.4308243478260867e-06},{""name"":""route:wan"",""used"":349430.99999999994,""capacity"":143750000000.0,""utilization"":2.4308243478260867e-06},{""name"":""route:destination-ingress"",""used"":349430.99999999994,""capacity"":143750000000.0,""utilization"":2.4308243478260867e-06},{""name"":""service:sink-a100:0"",""used"":0.06630485822125098,""capacity"":0.193906,""utilization"":0.3419433035659082},{""name"":""kv:sink-a100"",""used"":10700.0,""capacity"":120394,""utilization"":0.08887486087346545},{""name"":""migration:sink-a100:replay"",""used"":39.13994597525836,""capacity"":230.0,""utilization"":0.1701736781532972},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.5,interactive_coding,0,240,0.5,2,136,greedy,False,820.1543468519988,536.9633567344,141.59549505879932,120.09842194873943,0,700.0559249032593,21.497073110059887,21.497073110059887,110.08118962742871,111,111,0,0.06141087505966425,41316,94.54678508514674,1,0.0,0.0,target_unmet,,"[{""name"":""route:source-egress"",""used"":1019212.0000000001,""capacity"":143750000000.0,""utilization"":7.09017043478261e-06},{""name"":""route:wan"",""used"":1019212.0000000001,""capacity"":143750000000.0,""utilization"":7.09017043478261e-06},{""name"":""route:destination-ingress"",""used"":1019212.0000000001,""capacity"":143750000000.0,""utilization"":7.09017043478261e-06},{""name"":""service:sink-a100:0"",""used"":0.191534413270156,""capacity"":0.193906,""utilization"":0.9877693999677989},{""name"":""kv:sink-a100"",""used"":31189.000000000004,""capacity"":120394,""utilization"":0.25905776035350603},{""name"":""migration:sink-a100:replay"",""used"":110.08118962742871,""capacity"":230.0,""utilization"":0.4786138679453422},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.5,interactive_coding,0,240,0.5,2,136,greedy_bundle,False,820.1543468519988,536.9633567344,141.59549505879932,120.87085739891666,0,699.283489453082,20.724637659882546,20.72463765988266,113.59426564670585,114,114,0,0.28376604057848454,41316,97.02537164480638,0,0.0,0.0,target_unmet,,"[{""name"":""route:source-egress"",""used"":1063645.0,""capacity"":143750000000.0,""utilization"":7.399269565217392e-06},{""name"":""route:wan"",""used"":1063645.0,""capacity"":143750000000.0,""utilization"":7.399269565217392e-06},{""name"":""route:destination-ingress"",""used"":1063645.0,""capacity"":143750000000.0,""utilization"":7.399269565217392e-06},{""name"":""service:sink-a100:0"",""used"":0.19356768518541667,""capacity"":0.193906,""utilization"":0.998255263815543},{""name"":""kv:sink-a100"",""used"":32549.00000000001,""capacity"":120394,""utilization"":0.27035400435237644},{""name"":""migration:sink-a100:replay"",""used"":113.59426564670585,""capacity"":230.0,""utilization"":0.49388811150741674},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.5,interactive_coding,0,240,0.5,2,136,greedy_prefix,False,820.1543468519988,536.9633567344,141.59549505879932,115.70152032001761,0,704.452826531981,25.893974738781594,25.893974738781708,188.37997880569972,105,53,52,0.07408662512898445,41316,75.34085758310509,0,0.0,0.0,target_unmet,,"[{""name"":""route:source-egress"",""used"":11148941849.0,""capacity"":143750000000.0,""utilization"":0.07755785634086956},{""name"":""route:wan"",""used"":11148941849.0,""capacity"":143750000000.0,""utilization"":0.07755785634086956},{""name"":""route:destination-ingress"",""used"":11148941849.0,""capacity"":143750000000.0,""utilization"":0.07755785634086956},{""name"":""service:sink-a100:0"",""used"":0.1780507209265573,""capacity"":0.193906,""utilization"":0.9182321378738012},{""name"":""kv:sink-a100"",""used"":29197.000000000004,""capacity"":120394,""utilization"":0.24251208531986648},{""name"":""migration:sink-a100:replay"",""used"":52.42016034970032,""capacity"":230.0,""utilization"":0.22791374065087094},{""name"":""migration:sink-a100:kv_transfer"",""used"":135.9598184559994,""capacity"":230.0,""utilization"":0.5911296454608669}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.5,interactive_coding,0,240,0.5,2,136,greedy_coupled,False,820.1543468519988,536.9633567344,141.59549505879932,115.70152032001761,0,704.452826531981,25.893974738781594,25.893974738781708,103.84598288278526,105,105,0,0.218837458640337,41316,89.23351900670154,0,0.0,0.0,target_unmet,,"[{""name"":""route:source-egress"",""used"":954106.0,""capacity"":143750000000.0,""utilization"":6.637259130434783e-06},{""name"":""route:wan"",""used"":954106.0,""capacity"":143750000000.0,""utilization"":6.637259130434783e-06},{""name"":""route:destination-ingress"",""used"":954106.0,""capacity"":143750000000.0,""utilization"":6.637259130434783e-06},{""name"":""service:sink-a100:0"",""used"":0.1780507209265573,""capacity"":0.193906,""utilization"":0.9182321378738012},{""name"":""kv:sink-a100"",""used"":29197.000000000004,""capacity"":120394,""utilization"":0.24251208531986648},{""name"":""migration:sink-a100:replay"",""used"":103.84598288278526,""capacity"":230.0,""utilization"":0.4515042734034142},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.9,interactive_coding,0,240,0.9,2,136,greedy,False,820.1543468519988,536.9633567344,254.8718911058388,120.09842194873943,0,700.0559249032593,134.77346915709938,134.77346915709938,110.08118962742871,111,111,0,0.06129845790565014,41316,94.54678508514674,1,0.0,0.0,target_unmet,,"[{""name"":""route:source-egress"",""used"":1019212.0000000001,""capacity"":143750000000.0,""utilization"":7.09017043478261e-06},{""name"":""route:wan"",""used"":1019212.0000000001,""capacity"":143750000000.0,""utilization"":7.09017043478261e-06},{""name"":""route:destination-ingress"",""used"":1019212.0000000001,""capacity"":143750000000.0,""utilization"":7.09017043478261e-06},{""name"":""service:sink-a100:0"",""used"":0.191534413270156,""capacity"":0.193906,""utilization"":0.9877693999677989},{""name"":""kv:sink-a100"",""used"":31189.000000000004,""capacity"":120394,""utilization"":0.25905776035350603},{""name"":""migration:sink-a100:replay"",""used"":110.08118962742871,""capacity"":230.0,""utilization"":0.4786138679453422},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
interactive_coding:240:0:0.9,interactive_coding,0,240,0.9,2,136,greedy_bundle,False,820.1543468519988,536.9633567344,254.8718911058388,120.87085739891666,0,699.283489453082,134.00103370692204,134.00103370692216,113.59426564670585,114,114,0,0.28480733279138803,41316,97.02537164480638,0,0.0,0.0,target_unmet,,"[{""name"":""route:source-egress"",""used"":1063645.0,""capacity"":143750000000.0,""utilization"":7.399269565217392e-06},{""name"":""route:wan"",""used"":1063645.0,""capacity"":143750000000.0,""utilization"":7.399269565217392e-06},{""name"":""route:destination-ingress"",""used"":1063645.0,""capacity"":143750000000.0,""utilization"":7.399269565217392e-06},{""name"":""service:sink-a100:0"",""used"":0.19356768518541667,""capacity"":0.193906,""utilization"":0.998255263815543},{""name"":""kv:sink-a100"",""used"":32549.00000000001,""capacity"":120394,""utilization"":0.27035400435237644},{""name"":""migration:sink-a100:replay"",""used"":113.59426564670585,""capacity"":230.0,""utilization"":0.49388811150741674},{""name"":""migration:sink-a100:kv_transfer"",""used"":0.0,""capacity"":230.0,""utilization"":0.0}]",eager_parallel_all_sessions,measured|fitted|assumed,simulated,sensitivity
