policy,scenarios,median_power_attainment_fraction,median_completion_budget_ratio,deadline_met_fraction,paired_pareto_fraction,median_admitted_moves
queue_haul,460,0.014698677753924852,0.06004631955773413,0.0,0.8586956521739131,250.0
greedy,460,0.014698677753924852,0.04790052231285397,0.0,1.0,250.0
greedy_coupled,460,0.0,2.6209837739229167,0.0,0.29130434782608694,50.0
random,460,0.3604181979323344,225.8029405252717,0.0,0.991304347826087,10000.0
kv_only,460,0.0,0.0,0.0,0.7282608695652174,0.0
replay_only,460,0.014698677753924852,0.04790052231285397,0.0,1.0,250.0
