configuration,match_id,sample_id,context_profile,workload_source,bandwidth_mbps,time_budget_s,policy,power_attainment_fraction,completion_s,completion_budget_ratio,full_shed_by_budget,admitted_moves,replay_moves,kv_moves,context_evidence,replay_contention_evidence,kv_contention_evidence,power_evidence,result_evidence,planning_evidence,destination_contract,paired_pareto
1,4bbac4a7508ecdc8,51fde7b51569b7ba,medium,fixed_anchor,2500.0,30,greedy_coupled,0,65.2079169563,2.1735972318766668,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
1,4bbac4a7508ecdc8,51fde7b51569b7ba,medium,fixed_anchor,2500.0,30,random,0.3849195980360772,6121.387055516301,204.04623518387672,False,10000,5250,4750,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,4bbac4a7508ecdc8,51fde7b51569b7ba,medium,fixed_anchor,2500.0,30,kv_only,0,0.0,0.0,False,0,0,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,4bbac4a7508ecdc8,51fde7b51569b7ba,medium,fixed_anchor,2500.0,30,replay_only,0.014698677753924852,1.1828707974889725,0.03942902658296575,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,918de8d84290a427,51fde7b51569b7ba,medium,fixed_anchor,2500.0,40,queue_haul,0.014698677753924852,1.1828707974889725,0.029571769937224313,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,918de8d84290a427,51fde7b51569b7ba,medium,fixed_anchor,2500.0,40,greedy,0.014698677753924852,1.1828707974889725,0.029571769937224313,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,918de8d84290a427,51fde7b51569b7ba,medium,fixed_anchor,2500.0,40,greedy_coupled,0,65.2079169563,1.6301979239075,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
1,918de8d84290a427,51fde7b51569b7ba,medium,fixed_anchor,2500.0,40,random,0.30744733551681885,7216.5591515163,180.4139787879075,False,10000,4400,5600,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,918de8d84290a427,51fde7b51569b7ba,medium,fixed_anchor,2500.0,40,kv_only,0,0.0,0.0,False,0,0,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,918de8d84290a427,51fde7b51569b7ba,medium,fixed_anchor,2500.0,40,replay_only,0.014698677753924852,1.1828707974889725,0.029571769937224313,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,411ce89c90dc0368,51fde7b51569b7ba,medium,fixed_anchor,2500.0,50,queue_haul,0.014698677753924852,1.1828707974889725,0.02365741594977945,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,411ce89c90dc0368,51fde7b51569b7ba,medium,fixed_anchor,2500.0,50,greedy,0.014698677753924852,1.1828707974889725,0.02365741594977945,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,411ce89c90dc0368,51fde7b51569b7ba,medium,fixed_anchor,2500.0,50,greedy_coupled,0.07443274864293002,1.2352995974889724,0.02470599194977945,False,1250,1250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,True
1,411ce89c90dc0368,51fde7b51569b7ba,medium,fixed_anchor,2500.0,50,random,0.355517917911586,6507.918383516301,130.15836767032602,False,10000,4950,5050,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,411ce89c90dc0368,51fde7b51569b7ba,medium,fixed_anchor,2500.0,50,kv_only,0,0.0,0.0,False,0,0,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,411ce89c90dc0368,51fde7b51569b7ba,medium,fixed_anchor,2500.0,50,replay_only,0.014698677753924852,1.1828707974889725,0.02365741594977945,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,eaa86ce4cf01823c,51fde7b51569b7ba,medium,fixed_anchor,2500.0,60,queue_haul,0.014698677753924852,1.1828707974889725,0.019714513291482876,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,eaa86ce4cf01823c,51fde7b51569b7ba,medium,fixed_anchor,2500.0,60,greedy,0.014698677753924852,1.1828707974889725,0.019714513291482876,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,eaa86ce4cf01823c,51fde7b51569b7ba,medium,fixed_anchor,2500.0,60,greedy_coupled,0,1611.3961435163,26.856602391938335,False,1250,0,1250,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
1,eaa86ce4cf01823c,51fde7b51569b7ba,medium,fixed_anchor,2500.0,60,random,0.3117534221516339,7152.1372635163,119.20228772527166,False,10000,4450,5550,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,eaa86ce4cf01823c,51fde7b51569b7ba,medium,fixed_anchor,2500.0,60,kv_only,0,0.0,0.0,False,0,0,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,eaa86ce4cf01823c,51fde7b51569b7ba,medium,fixed_anchor,2500.0,60,replay_only,0.014698677753924852,1.1828707974889725,0.019714513291482876,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,d6465d1cbaccc9cb,51fde7b51569b7ba,medium,fixed_anchor,2500.0,75,queue_haul,0.014698677753924852,1.1828707974889725,0.0157716106331863,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,d6465d1cbaccc9cb,51fde7b51569b7ba,medium,fixed_anchor,2500.0,75,greedy,0.014698677753924852,1.1828707974889725,0.0157716106331863,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,d6465d1cbaccc9cb,51fde7b51569b7ba,medium,fixed_anchor,2500.0,75,greedy_coupled,0.15804022097649656,1.3008355974889725,0.0173444746331863,False,2500,2500,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,True
1,d6465d1cbaccc9cb,51fde7b51569b7ba,medium,fixed_anchor,2500.0,75,random,0.3246716820560788,6958.8715995163,92.78495466021734,False,10000,4600,5400,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
1,d6465d1cbaccc9cb,51fde7b51569b7ba,medium,fixed_anchor,2500.0,75,kv_only,0.002751863576123453,65.2079169563,0.8694388927506667,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,False
1,d6465d1cbaccc9cb,51fde7b51569b7ba,medium,fixed_anchor,2500.0,75,replay_only,0.014698677753924852,1.1828707974889725,0.0157716106331863,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,235facfa610551dc,51fde7b51569b7ba,medium,fixed_anchor,5000.0,30,queue_haul,0.014698677753924852,1.1763171974889723,0.03921057324963241,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,235facfa610551dc,51fde7b51569b7ba,medium,fixed_anchor,5000.0,30,greedy,0.014698677753924852,1.1763171974889723,0.03921057324963241,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,235facfa610551dc,51fde7b51569b7ba,medium,fixed_anchor,5000.0,30,greedy_coupled,0,32.99566223629999,1.0998554078766665,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
2,235facfa610551dc,51fde7b51569b7ba,medium,fixed_anchor,5000.0,30,random,0.3246716820560788,3479.8275035162997,115.99425011720999,False,10000,4600,5400,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,235facfa610551dc,51fde7b51569b7ba,medium,fixed_anchor,5000.0,30,kv_only,0,0.0,0.0,False,0,0,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,235facfa610551dc,51fde7b51569b7ba,medium,fixed_anchor,5000.0,30,replay_only,0.014698677753924852,1.1763171974889723,0.03921057324963241,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,807906186659a78e,51fde7b51569b7ba,medium,fixed_anchor,5000.0,40,queue_haul,0.014698677753924852,1.1763171974889723,0.029407929937224308,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,807906186659a78e,51fde7b51569b7ba,medium,fixed_anchor,5000.0,40,greedy,0.014698677753924852,1.1763171974889723,0.029407929937224308,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,807906186659a78e,51fde7b51569b7ba,medium,fixed_anchor,5000.0,40,greedy_coupled,0.002751863576123453,32.99566223629999,0.8248915559074999,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
2,807906186659a78e,51fde7b51569b7ba,medium,fixed_anchor,5000.0,40,random,0.4241218382020655,2803.3976795163,70.0849419879075,False,10000,5650,4350,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,807906186659a78e,51fde7b51569b7ba,medium,fixed_anchor,5000.0,40,kv_only,0.002751863576123453,32.99566223629999,0.8248915559074999,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,False
2,807906186659a78e,51fde7b51569b7ba,medium,fixed_anchor,5000.0,40,replay_only,0.014698677753924852,1.1763171974889723,0.029407929937224308,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,44c127e8264c5af9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,50,queue_haul,0.014698677753924852,1.1763171974889723,0.023526343949779448,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,44c127e8264c5af9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,50,greedy,0.014698677753924852,1.1763171974889723,0.023526343949779448,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,44c127e8264c5af9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,50,greedy_coupled,0,806.0897755163,16.121795510326002,False,1250,0,1250,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
2,44c127e8264c5af9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,50,random,0.3375899419605237,3383.1946715163003,67.66389343032601,False,10000,4750,5250,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,44c127e8264c5af9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,50,kv_only,0.002751863576123453,32.99566223629999,0.6599132447259999,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,False
2,44c127e8264c5af9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,50,replay_only,0.014698677753924852,1.1763171974889723,0.023526343949779448,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,d285163ed56fd9b9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,60,queue_haul,0.014698677753924852,1.1763171974889723,0.019605286624816205,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,d285163ed56fd9b9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,60,greedy,0.014698677753924852,1.1763171974889723,0.019605286624816205,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,d285163ed56fd9b9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,60,greedy_coupled,0,806.0897755163,13.434829591938334,False,1250,0,1250,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,False
2,d285163ed56fd9b9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,60,random,0.3849195980360772,3061.0852315163,51.018087191938335,False,10000,5250,4750,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,d285163ed56fd9b9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,60,kv_only,0.002751863576123453,32.99566223629999,0.5499277039383332,False,50,0,50,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,False
2,d285163ed56fd9b9,51fde7b51569b7ba,medium,fixed_anchor,5000.0,60,replay_only,0.014698677753924852,1.1763171974889723,0.019605286624816205,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,8cfad35eaccb5d1d,51fde7b51569b7ba,medium,fixed_anchor,5000.0,75,queue_haul,0.014698677753924852,1.1763171974889723,0.015684229299852966,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,8cfad35eaccb5d1d,51fde7b51569b7ba,medium,fixed_anchor,5000.0,75,greedy,0.014698677753924852,1.1763171974889723,0.015684229299852966,False,250,250,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,fluid_shared_link_execution,True
2,8cfad35eaccb5d1d,51fde7b51569b7ba,medium,fixed_anchor,5000.0,75,greedy_coupled,0.15804022097649656,1.2352995974889724,0.016470661299852966,False,2500,2500,0,measured,serial_measured_rate_per_active_flow,shared_destination_and_route_links,modeled,simulated,deadline_specific_admitted_set_with_fluid_links,single_pool_zero_load_service_sensitivity,True
