phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,285.0578661087867
baseline,1,239,239,1.0,83.07334728033474
drain,0,381,381,1.0,103.65036745406823
drain,1,381,381,1.0,296.5197900262467
post,0,239,239,1.0,87.9907949790795
post,1,239,239,1.0,333.57602510460254
