phase,gpu,samples,power_mean_w
baseline,0,120,228.28641666666667
baseline,1,120,84.815
drain,0,167,179.27353293413174
drain,1,167,99.0043113772455
post,0,119,107.87394957983193
post,1,119,154.2131092436975
