phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,304.41489539748954
baseline,1,239,239,1.0,83.1174058577406
drain,0,306,306,1.0,98.60316993464053
drain,1,306,306,1.0,346.51967320261434
post,0,240,240,1.0,88.56916666666667
post,1,240,240,1.0,329.21975
