phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,276.0210416666667
baseline,1,240,240,1.0,83.205625
drain,0,413,413,1.0,108.72443099273609
drain,1,413,413,1.0,299.0244794188862
post,0,239,239,1.0,88.42071129707112
post,1,239,239,1.0,348.0164016736401
