model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
qwen3.8-27b,coding,8,400,30,greedy,0.8,20,1,complete,1.8762135162513539e-06,1.8828560634350844e-06,1.8828560634350844e-06,1.8828560634350844e-06,1.8828560634350844e-06,6.642547183730585e-09,0.0,2.0,2.0,2.0,"[0.003101533432000001, 0.0006867161866666668, 0.003788249618666666]","[0.001684748347973019, 4.467488242263646e-06]","[0.9983136834605493, 0.9999955285297235]","[5725925.447299939, 1579451.6925418603]","[191385.0, 52731.0]","[191385.0, 52731.0]","[0.0, 0.0]","[375002.2867884608, 48652.39727401387]",8.922007349039175,"[0.26132058266194613, 0.16719665884324053]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.880531171920779e-06]",399998.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,greedy,1.0,20,1,complete,3.6560950692755196,3.669039109916689,3.669039109916689,3.669039109916689,3.669039109916689,0.012944040641169064,0.0,220131.0,220131.0,220131.0,"[0.003101533432000001, 0.0008558727946666666, 0.003957406226666667]","[0.20115471751915376, 0.036588881934215965]","[0.7986509467684395, 0.9633772727170717]","[3134810.216168306, 1195698.9465796393]","[191385.0, 61947.0]","[16688.0, 16515.0]","[0.0, 0.0]","[291.4511696056627, 50.74485076454136]",8.922007349039175,"[0.26132058266194613, 0.1731340756150126]","[174697.0, 0.0, 45432.0, 2.0]","[1.6660237311345105, 0.0, 1.998483084026597, 1.880531171920779e-06]",179869.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,greedy,1.2,20,1,complete,8.906241518284181,8.937773179794169,8.937773179794169,8.937773179794169,8.937773179794169,0.031531661509986965,1.0,253334.0,253334.0,253334.0,"[0.003101533432000001, 0.0008558727946666666, 0.003957406226666667]","[0.16779084858240903, 0.030518926528938062]","[0.6655424556403664, 0.8028143939308932]","[1464431.2179280503, 144984.16707961174]","[191385.0, 61947.0]","[0.0, 0.0]","[0.0, 0.0]","[3.2320326970314284e-13, 1.8609558338766874e-13]",8.922007349039175,"[0.26132058266194613, 0.1731340756150126]","[191385.0, 0.0, 61947.0, 2.0]","[3.4985298677651966, 0.0, 5.4282053499693035, 1.880531171920779e-06]",146666.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,kv_only,0.8,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.625, 0.6763304422565937]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,kv_only,1.0,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.5, 0.5410643538052751]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,kv_only,1.2,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.41666666666666685, 0.4508869615043958]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.003101533432000001, 0.00041994097600000005, 0.003521474408]","[0.001684748360860974, 4.667973297030703e-06]","[0.9983136834605493, 0.9999953278660032]","[5725925.633372609, 1579451.4170107362]","[191385.0, 52731.0]","[191385.0, 52731.0]","[0.0, 0.0]","[375002.28676912904, 48652.096546431756]",8.922005469504386,"[0.26132058266194613, 0.16719637308148613]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,replay_only,1.0,20,1,complete,3.6560931930620035,3.6690372270606253,3.6690372270606253,3.6690372270606253,3.6690372270606253,0.012944033998621627,0.0,220129.0,220129.0,220129.0,"[0.003101533432000001, 0.0005890975839999998, 0.003690631016000001]","[0.20115471905799748, 0.03658904258403607]","[0.7986509467684395, 0.9633771121860957]","[3134810.502108769, 1195695.4259227773]","[191385.0, 61947.0]","[16688.0, 16515.0]","[0.0, 0.0]","[291.4488613401103, 50.503876034392206]",8.922005469504386,"[0.26132058266194613, 0.1731337898532582]","[174697.0, 0.0, 45432.0, 0.0]","[1.6660237311345105, 0.0, 1.998483084026597, 0.0]",179871.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,replay_only,1.2,20,1,complete,8.906239642070664,8.937771296938104,8.937771296938104,8.937771296938104,8.937771296938104,0.03153165486744046,1.0,253332.0,253332.0,253332.0,"[0.003101533432000001, 0.0005890975839999998, 0.003690631016000001]","[0.167790848582409, 0.030518926528938062]","[0.6655424556403664, 0.8028142601550796]","[1464431.5022062818, 144984.07893626686]","[191385.0, 61947.0]","[0.0, 0.0]","[0.0, 0.0]","[1.8623991238087e-12, 0.0]",8.922005469504386,"[0.26132058266194613, 0.1731337898532582]","[191385.0, 0.0, 61947.0, 0.0]","[3.4985298677651966, 0.0, 5.4282053499693035, 0.0]",146668.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,isolated_fastest,0.8,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.625, 0.6763304422565937]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,isolated_fastest,1.0,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.5, 0.5410643538052751]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,isolated_fastest,1.2,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.41666666666666685, 0.4508869615043958]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,queue_haul,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.00033178966826666664, 0.00013147301493333328, 0.0004632626832000001]","[4.024649499491598e-06, 9.978820485440894e-08]","[0.999995975007231, 0.9999999001986254]","[65339445.44512621, 34575624.60632691]","[217859.0, 115283.0]","[217859.0, 115283.0]","[0.0, 0.0]","[405394.85143852787, 153392.8043777567]",9.366589972285212,"[0.26891495812556, 0.1986035779655504]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,queue_haul,1.0,20,1,complete,9.350038531955988,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843843,1.0,400000.0,400000.0,400000.0,"[0.00037500913546666657, 0.8432796379853331, 0.8436546471208002]","[0.02464291232748311, 0.01914619286875929]","[0.8972414261109132, 0.9027585738890865]","[8522591.184325378, 5821754.047375541]","[228233.0, 165592.0]","[0.0, 0.0]","[0.0, 0.0]","[6.976086375232171e-13, 2.308570001829935e-13]",9.366589972285212,"[0.2840850417808395, 0.2647579823516609]","[228233.0, 0.0, 165592.0, 6175.0]","[4.65346254214366, 0.0, 4.0400172753698405, 0.678075586870475]",0.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,queue_haul,1.2,20,1,complete,9.350038531955988,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843843,1.0,400000.0,400000.0,400000.0,"[0.00037500913546666657, 0.8432796379853331, 0.8436546471208002]","[0.0205357602729026, 0.015955160723966074]","[0.7477011884257613, 0.7522988115742388]","[2684277.37628785, 1740828.1001155484]","[228233.0, 165592.0]","[0.0, 0.0]","[0.0, 0.0]","[5.923248003192327e-13, 0.0]",9.366589972285212,"[0.2840850417808395, 0.2647579823516609]","[228233.0, 0.0, 165592.0, 6175.0]","[4.65346254214366, 0.0, 4.0400172753698405, 0.678075586870475]",0.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0006211941704, 4.370306293333333e-05, 0.0006648972333333331]","[5.123831258865867e-06, 6.920420796081891e-06]","[0.9999948756606184, 0.9999930786138232]","[99124219.97807163, 17031813.887823112]","[330552.0, 56787.0]","[330552.0, 56787.0]","[0.0, 0.0]","[767028.4207979571, 50427.552687109004]",9.36658997228521,"[0.3704962776559675, 0.16779622191698124]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,greedy,1.0,20,1,complete,9.08238909314849,9.114544387612407,9.114544387612407,9.114544387612407,9.114544387612407,0.03215529446391575,0.0,397557.0,397557.0,397557.0,"[0.0006232105789333331, 7.174502853333331e-05, 0.0006949556074666665]","[0.04105311617022299, 0.004532205977941347]","[0.8045328591476274, 0.9954671408523728]","[11661875.53245158, 12652425.232845254]","[331036.0, 68964.0]","[0.0, 2443.0]","[0.0, 0.0]","[4.6074255521944e-13, 8.833797022705173]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 66521.0, 0.0]","[3.5674332024468094, 0.0, 5.535856832103224, 0.0]",2443.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,greedy,1.2,20,1,complete,9.350038531955988,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843843,1.0,400000.0,400000.0,400000.0,"[0.0006232105789333331, 7.174502853333331e-05, 0.0006949556074666665]","[0.034210930141852496, 0.0037773290814523833]","[0.670444049289689, 0.8295559507103111]","[5522002.84707722, 222573.5029308973]","[331036.0, 68964.0]","[0.0, 0.0]","[0.0, 0.0]","[2.301214774291793e-13, 0.0]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 68964.0, 0.0]","[3.5674332024468094, 0.0, 5.804122201937163, 0.0]",0.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,kv_only,0.8,20,1,complete,3.506090970322858,3.5185039363840738,3.5185039363840738,3.5185039363840738,3.5185039363840738,0.012412966061215848,0.0,29043.0,29043.0,29043.0,"[0.0, 0.9389527618901333, 0.9389527618901333]","[0.0, 0.0]","[0.625, 0.9999814461555376]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.722974028294881,"[0.1524563955923613, 0.16251418124296535]","[0.0, 0.0, 0.0, 29043.0]","[0.0, 0.0, 0.0, 3.5141593982626484]",370957.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,kv_only,1.0,20,1,complete,3.7163952645549405,3.729552792034821,3.729552792034821,3.729552792034821,3.729552792034821,0.013157527479880023,1.0,30058.0,30058.0,30058.0,"[0.0, 0.9999995021994664, 0.9999995021994664]","[0.0, 0.0]","[0.5, 0.8179790330791279]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.722974028294881,"[0.1524563955923613, 0.16316809595904047]","[0.0, 0.0, 0.0, 30058.0]","[0.0, 0.0, 0.0, 3.724947657416863]",369942.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,kv_only,1.2,20,1,complete,3.7163952645549405,3.729552792034821,3.729552792034821,3.729552792034821,3.729552792034821,0.013157527479880023,1.0,30058.0,30058.0,30058.0,"[0.0, 0.9999995021994664, 0.9999995021994664]","[0.0, 0.0]","[0.41666666666666685, 0.6816491942326066]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.722974028294881,"[0.1524563955923613, 0.16316809595904047]","[0.0, 0.0, 0.0, 30058.0]","[0.0, 0.0, 0.0, 3.724947657416863]",369942.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0006211941704, 4.370306293333333e-05, 0.0006648972333333331]","[5.123831258865867e-06, 6.920420796081891e-06]","[0.9999948756606184, 0.9999930786138232]","[99124219.97807163, 17031813.887823112]","[330552.0, 56787.0]","[330552.0, 56787.0]","[0.0, 0.0]","[767028.4207979571, 50427.552687109004]",9.36658997228521,"[0.3704962776559675, 0.16779622191698124]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,replay_only,1.0,20,1,complete,9.08238909314849,9.114544387612407,9.114544387612407,9.114544387612407,9.114544387612407,0.03215529446391575,0.0,397557.0,397557.0,397557.0,"[0.0006232105789333331, 7.174502853333331e-05, 0.0006949556074666665]","[0.04105311617022299, 0.004532205977941347]","[0.8045328591476274, 0.9954671408523728]","[11661875.53245158, 12652425.232845254]","[331036.0, 68964.0]","[0.0, 2443.0]","[0.0, 0.0]","[4.6074255521944e-13, 8.833797022705173]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 66521.0, 0.0]","[3.5674332024468094, 0.0, 5.535856832103224, 0.0]",2443.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,replay_only,1.2,20,1,complete,9.350038531955988,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843843,1.0,400000.0,400000.0,400000.0,"[0.0006232105789333331, 7.174502853333331e-05, 0.0006949556074666665]","[0.034210930141852496, 0.0037773290814523833]","[0.670444049289689, 0.8295559507103111]","[5522002.84707722, 222573.5029308973]","[331036.0, 68964.0]","[0.0, 0.0]","[0.0, 0.0]","[2.301214774291793e-13, 0.0]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 68964.0, 0.0]","[3.5674332024468094, 0.0, 5.804122201937163, 0.0]",0.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,isolated_fastest,0.8,20,1,complete,3.506090970322858,3.5185039363840738,3.5185039363840738,3.5185039363840738,3.5185039363840738,0.012412966061215848,0.0,29043.0,29043.0,29043.0,"[0.0, 0.9389527618901333, 0.9389527618901333]","[0.0, 0.0]","[0.625, 0.9999814461555376]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.722974028294881,"[0.1524563955923613, 0.16251418124296535]","[0.0, 0.0, 0.0, 29043.0]","[0.0, 0.0, 0.0, 3.5141593982626484]",370957.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,isolated_fastest,1.0,20,1,complete,3.7163952645549405,3.729552792034821,3.729552792034821,3.729552792034821,3.729552792034821,0.013157527479880023,1.0,30058.0,30058.0,30058.0,"[0.0, 0.9999995021994664, 0.9999995021994664]","[0.0, 0.0]","[0.5, 0.8179790330791279]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.722974028294881,"[0.1524563955923613, 0.16316809595904047]","[0.0, 0.0, 0.0, 30058.0]","[0.0, 0.0, 0.0, 3.724947657416863]",369942.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,300,isolated_fastest,1.2,20,1,complete,3.7163952645549405,3.729552792034821,3.729552792034821,3.729552792034821,3.729552792034821,0.013157527479880023,1.0,30058.0,30058.0,30058.0,"[0.0, 0.9999995021994664, 0.9999995021994664]","[0.0, 0.0]","[0.41666666666666685, 0.6816491942326066]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.722974028294881,"[0.1524563955923613, 0.16316809595904047]","[0.0, 0.0, 0.0, 30058.0]","[0.0, 0.0, 0.0, 3.724947657416863]",369942.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,40,1,queue_haul,0.8,20,1,complete,0.0010708724736272436,0.0010728841440146148,0.001138103997654826,0.0010728841440146148,0.0010728841440146148,6.723152402758251e-05,0.0,6.0,6.0,6.0,"[0.17552029679999992, 0.8011320112, 0.9766523079999999]","[0.03294617450362259, 0.03688026328369741]","[0.9523013760209874, 0.9574806618038292]","[21051.526177384476, 69325.68241677512]","[33477.0, 87701.0]","[33477.0, 87701.0]","[0.0, 0.0]","[13237.613596823558, 12781.947572519248]",9.298478353162105,"[0.18944702763235105, 0.1881756802509283]","[0.0, 0.0, 0.0, 6.0]","[0.0, 0.0, 0.0, 0.001091658057461408]",399994.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,queue_haul,1.0,20,1,complete,2.100470470860268,2.1044162761263845,2.2323422244151416,2.1044162761263845,2.1044162761263845,0.13187175355487363,0.0,66916.0,66916.0,66916.0,"[0.17552029679999992, 0.8011320112, 0.9766523079999999]","[0.16450002112289808, 0.20297945670695797]","[0.7618411008167901, 0.7659845294430633]","[14473.833846420694, 49190.2817828653]","[33477.0, 87701.0]","[33477.0, 20791.0]","[0.0, 0.0]","[3682.9368014588413, 1551.7957540153986]",9.298478353162105,"[0.18944702763235105, 0.1881756802509283]","[0.0, 0.0, 66910.0, 6.0]","[0.0, 0.0, 2.140148844845343, 0.001091658057461408]",333084.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,queue_haul,1.2,20,1,complete,9.280497540680258,9.297931271159312,9.863145809974881,9.297931271159312,9.297931271159312,0.5826482692946233,1.0,121184.0,121184.0,121184.0,"[0.17552029679999992, 0.8011320112000002, 0.9766523079999999]","[0.1984656309600625, 0.19501280982272154]","[0.634867584013992, 0.6383204412025526]","[6112.482403867905, 19405.291774830264]","[33477.0, 87701.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",9.298478353162105,"[0.18944702763235105, 0.1881756802509283]","[33477.0, 0.0, 87701.0, 6.0]","[4.6931828226885965, 0.0, 4.76635707626686, 0.001091658057461408]",278816.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,greedy,0.8,20,1,complete,4.475922017319516e-06,4.484330189160862e-06,4.75692938847149e-06,4.484330189160862e-06,4.484330189160862e-06,2.8100737115197385e-07,0.0,1.0,1.0,1.0,"[0.316179452148424, 0.29461081320000004, 0.610790265348424]","[1.5233567850471803e-05, 0.13588589957630826]","[0.999982501852083, 0.8397748030618712]","[22937.309023151473, 63104.1133485542]","[28960.0, 89288.0]","[28960.0, 89288.0]","[0.0, 0.0]","[7630.454822599258, 13716.962338434478]",9.297833330584758,"[0.17791536741058506, 0.19763311054221733]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.562799451017156e-06]",399999.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,greedy,1.0,20,1,complete,3.280951921467894,3.2871153013150276,3.486936670701716,3.2871153013150276,3.2871153013150276,0.20598474923382235,0.0,83544.0,83544.0,83544.0,"[0.32681553989631423, 0.29461081320000004, 0.6214263530963139]","[0.1249281274079492, 0.2770598573791022]","[0.8559691732767212, 0.6718198424494973]","[7693.1419411447305, 35376.954673603184]","[31894.0, 89288.0]","[15130.0, 22509.0]","[0.0, 0.0]","[955.1348461103593, 2556.0129848448105]",9.297833330584758,"[0.1799853948558674, 0.19763311054221733]","[16764.0, 0.0, 66779.0, 1.0]","[1.2058175315127704, 0.0, 2.138812948067857, 4.562799451017156e-06]",316456.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,greedy,1.2,20,1,complete,9.279829086414638,9.297261561179608,9.862435388808324,9.297261561179608,9.297261561179608,0.5826063023936842,0.0,121183.0,121183.0,121183.0,"[0.3268155398963142, 0.29461081320000004, 0.6214263530963139]","[0.12002568694179701, 0.2734834308966653]","[0.7133076443972679, 0.5598498687079142]","[479.8434892937233, 15367.555851337302]","[16762.0, 84763.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",9.297833330584758,"[0.1799853948558674, 0.19763311054221733]","[31894.0, 0.0, 89288.0, 1.0]","[6.38028872020652, 0.0, 3.0796568450757946, 4.562799451017156e-06]",278817.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,kv_only,0.8,20,1,complete,0.004696844818286369,0.004705668001128132,0.004991722166459167,0.004705668001128132,0.004705668001128132,0.0002948773481727985,1.0,14.0,14.0,14.0,"[0.0, 0.9819013120000001, 0.9819013120000001]","[0.0, 0.0]","[0.625, 0.6253339146238626]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.00470594487844626,"[0.16695774605297892, 0.1669676234845515]","[0.0, 0.0, 0.0, 14.0]","[0.0, 0.0, 0.0, 0.004788010353054362]",399986.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,kv_only,1.0,20,1,complete,0.004696844818286369,0.004705668001128132,0.004991722166459167,0.004705668001128132,0.004705668001128132,0.0002948773481727985,1.0,14.0,14.0,14.0,"[0.0, 0.9819013120000001, 0.9819013120000001]","[0.0, 0.0]","[0.5, 0.5002671316990901]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.00470594487844626,"[0.16695774605297892, 0.1669676234845515]","[0.0, 0.0, 0.0, 14.0]","[0.0, 0.0, 0.0, 0.004788010353054362]",399986.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,kv_only,1.2,20,1,complete,0.004696844818286369,0.004705668001128132,0.004991722166459167,0.004705668001128132,0.004705668001128132,0.0002948773481727985,1.0,14.0,14.0,14.0,"[0.0, 0.9819013120000001, 0.9819013120000001]","[0.0, 0.0]","[0.41666666666666685, 0.4168892764159084]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.00470594487844626,"[0.16695774605297892, 0.1669676234845515]","[0.0, 0.0, 0.0, 14.0]","[0.0, 0.0, 0.0, 0.004788010353054362]",399986.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,replay_only,0.8,20,1,complete,8.40637542731015e-07,8.422167089649704e-07,8.934144555236031e-07,8.422167089649704e-07,8.422167089649704e-07,5.277691279258811e-08,0.0,1.0,1.0,1.0,"[0.23865382080000003, 0.08590748519999997, 0.32456130599999994]","[0.14003136713654868, 3.0070774763497653e-06]","[0.8382322789001451, 0.9999965462039185]","[67430.35302312204, 18383.292230794985]","[94181.0, 24004.0]","[94180.0, 24004.0]","[0.0, 0.0]","[13586.811498870924, 7524.137642595221]",9.297804961449478,"[0.19753627784568634, 0.17796500652177816]","[1.0, 0.0, 0.0, 0.0]","[8.5695427749533e-07, 0.0, 0.0, 0.0]",399999.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,replay_only,1.0,20,1,complete,3.2809398798079914,3.2871032370344584,3.4869238730422283,3.2871032370344584,3.2871032370344584,0.20598399323423672,0.0,83543.0,83543.0,83543.0,"[0.23865382080000003, 0.10241567240000002, 0.3410694932]","[0.28101013404902425, 0.11474387682506908]","[0.6705858231201165, 0.8572015822397457]","[37994.74191873123, 6716.311203994657]","[94180.0, 16515.0]","[21125.0, 16515.0]","[0.0, 0.0]","[2420.1971821074717, 1402.724255687207]",9.297804961449478,"[0.19753627784568634, 0.18008018793996378]","[73056.0, 0.0, 10487.0, 0.0]","[2.590361672032497, 0.0, 0.7542610949596322, 0.0]",316457.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,replay_only,1.2,20,1,complete,9.279825451130165,9.297257919066128,9.86243152529339,9.297257919066128,9.297257919066128,0.5826060741632245,1.0,121183.0,121183.0,121183.0,"[0.23865382080000003, 0.10241567240000002, 0.3410694932]","[0.27451173140931134, 0.11899863494901104]","[0.5588215192667636, 0.7143346518664546]","[16130.074052603046, 803.6878189191428]","[87903.0, 16515.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",9.297804961449478,"[0.19753627784568634, 0.18008018793996378]","[94181.0, 0.0, 27002.0, 0.0]","[3.057543114370329, 0.0, 6.402403307866259, 0.0]",278817.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,isolated_fastest,0.8,20,1,complete,0.07615993477132643,0.07630300380079233,0.08094140839271292,0.07630300380079233,0.07630300380079233,0.004781473621386497,0.0,49995.0,49995.0,49995.0,"[0.21179399519999995, 0.7621404896, 0.9739344848000006]","[0.0928340616723666, 0.2959188147739764]","[0.8819988194912595, 0.6491510240883193]","[64674.14924368609, 33082.99849710074]","[99165.0, 83948.0]","[99165.0, 50720.0]","[0.0, 0.0]","[13758.28447690414, 3006.056090524187]",3.9623172269714884,"[0.19409474890513576, 0.19272428904930677]","[0.0, 0.0, 49987.0, 8.0]","[0.0, 0.0, 0.07490218957072106, 0.002736005916031065]",350005.0,"[40.0, 40.0, 40.0]"
