model,tokens,within_context_window,native_context,max_context,bandwidth_gbps,kv_GB_decimal,t_transmit_s,t_replay_s,winner,prefill_tok_s_at_T,crossover_bw_gbps_at_T,arch,note
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.0,0.017849344,0.142794752,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.0041511245989465,0.017849344,0.035661678981784746,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.1215707714156125,0.017849344,0.03464571153074125,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.242433688236211,0.017849344,0.03365868802992813,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.366840847160742,0.017849344,0.032699783893622575,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.494896181243459,0.017849344,0.03176819802776792,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.626706671321315,0.017849344,0.03086315216071825,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.762382435388604,0.017849344,0.029983890193049593,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,4.902036820592467,0.017849344,0.02912967756589426,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,5.045786497926113,0.017849344,0.028299800647270862,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,5.193751559698883,0.017849344,0.02749356613589711,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,5.3460556198645515,0.017849344,0.026710300481987477,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,5.502825917291728,0.017849344,0.025949349324551757,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,5.664193422062595,0.017849344,0.025210076944724432,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,5.830292944888792,0.017849344,0.024491865734668276,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,6.001263249735893,0.017849344,0.023794115681608233,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,6.1772471697505,0.017849344,0.023116243866564835,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,6.358391726586875,0.017849344,0.02245768397736811,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,6.544848253232736,0.017849344,0.021817885835545312,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,6.736772520436869,0.017849344,0.021196314936687218,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,6.934324866844161,0.017849344,0.02059245200390885,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,7.137670332946771,0.017849344,0.020005792554031773,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,7.346978798963359,0.017849344,0.019435846476125396,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,7.562425126761541,0.017849344,0.018882137622055244,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,7.784189305942154,0.017849344,0.018344203408696125,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,8.012456604207363,0.017849344,0.017821594431477867,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,8.247417722138225,0.017849344,0.01731387408894078,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,8.489268952511047,0.017849344,0.016820618217987148,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,8.738212344285595,0.017849344,0.016341414739524093,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,8.99445587140217,0.017849344,0.015875863314201724,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,9.258213606528592,0.017849344,0.01542357500795896,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,9.529705899902188,0.017849344,0.014984171967097708,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,9.80915956341627,0.017849344,0.014557287102613753,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,10.09680806010482,0.017849344,0.014142563783520867,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,10.392891699183732,0.017849344,0.01373965553891178,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,10.697657836811523,0.017849344,0.013348225768507147,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,11.011361082737277,0.017849344,0.012967947461450708,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,11.334263513008388,0.017849344,0.012598502923115717,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,11.66663488891587,0.017849344,0.012239583509694396,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,12.008752882360163,0.017849344,0.011890889370348635,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,12.360903307825575,0.017849344,0.01155212919670668,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,12.723380361157377,0.017849344,0.011223019979496292,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,13.096486865340793,0.017849344,0.010903286772111326,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,13.480534523487417,0.017849344,0.010592662460913973,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,13.87584417924031,0.017849344,0.010290887542080908,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,14.282746084815278,0.017849344,0.009997709904806923,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,14.701580176902427,0.017849344,0.009712884620684793,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,15.132696360658274,0.017849344,0.009436173739085611,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,15.576454802025866,0.017849344,0.009167346088368463,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,16.03322622862701,0.017849344,0.008906177082753486,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,16.503392239477968,0.017849344,0.00865244853469694,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,16.987345623787483,0.017849344,0.008405948472611497,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,17.485490689103308,0.017849344,0.008166470963779558,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,17.998243599081505,0.017849344,0.00793381594231157,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,18.526032721160693,0.017849344,0.0077077890420056226,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,19.069298984431548,0.017849344,0.007488201433968794,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,19.628496248000772,0.017849344,0.007274869668864426,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,20.204091680157035,0.017849344,0.007067615523653679,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,20.79656614865581,0.017849344,0.006866265852703263,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,21.406414622449162,0.017849344,0.00667065244313494,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,22.034146585195902,0.017849344,0.006480611874296035,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,22.680286460897893,0.017849344,0.006295985381233447,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,23.345374052017767,0.017849344,0.00611661872205719,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,24.0299649904443,0.017849344,0.005942362049082612,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,24.734631201682127,0.017849344,0.005773069783643629,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,25.45996138265347,0.017849344,0.0056086004944724595,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,26.206561493511316,0.017849344,0.005448816779544148,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,26.975055263874577,0.017849344,0.005293585151287271,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,27.766084713908484,0.017849344,0.005142775925064861,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,28.58031069068535,0.017849344,0.004996263110832397,0.03573766837508121,ship_kv,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
