model,tokens,within_context_window,native_context,max_context,bandwidth_gbps,kv_GB_decimal,t_transmit_s,t_replay_s,winner,prefill_tok_s_at_T,crossover_bw_gbps_at_T,arch,note
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.0,0.017849344,0.142794752,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.0293244793123102,0.017849344,0.13872666478834828,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.0595088837115585,0.017849344,0.1347744735275618,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.0905784300531671,0.017849344,0.13093487645179133,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.1225590746637129,0.017849344,0.12720466585936896,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.155477535025535,0.017849344,0.1235807254330084,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.1893613120972306,0.017849344,0.12006002763635083,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.2242387132886878,0.017849344,0.1166396311846802,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.2601388761098513,0.017849344,0.1133166785876956,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.2970917925129726,0.017849344,0.11008839376228793,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.3351283339486866,0.017849344,0.10695207971332595,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.3742802771568439,0.017849344,0.10390511628051483,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.4145803307136458,0.017849344,0.10094495794944432,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.456062162357259,0.017849344,0.09806913172499837,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.498760427114742,0.017849344,0.09527523506534906,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.5427107962537776,0.017849344,0.0925609338748091,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.587949987083399,0.017849344,0.08992396055386626,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.6345157936286094,0.017849344,0.0873621121047702,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.682447118204516,0.017849344,0.08487324829108957,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.7317840039163601,0.017849344,0.08245528984970146,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.7825676681125953,0.017849344,0.08010621675371957,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.8348405368189562,0.017849344,0.07782406652490999,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.8886462801822919,0.017849344,0.07560693259418459,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,1.9440298489537688,0.017849344,0.07345296270880243,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.0010375120419273,0.017849344,0.07136035738494843,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.0597168951669573,0.017849344,0.06932736840439681,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.120117020648497,0.017849344,0.06735229735400276,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.1822883483601805,0.017849344,0.06543349420680321,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.246282817885164,0.017849344,0.06356935594353999,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.3121538919078355,0.017849344,0.0617583252134551,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.3799566008779642,0.017849344,0.05999888903323831,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.4497475889846068,0.017849344,0.058289577523040585,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.5215851614781672,0.017849344,0.056628962678497416,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.595529333380162,0.017849344,0.055015657177735745,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.671641879621363,0.017849344,0.053448313222368524,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.7499863866502214,0.017849344,0.05192562141150791,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.8306283055546806,0.017849344,0.05044630964785693,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.9136350067417585,0.017849344,0.04900914207496553,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,2.99907583622058,0.017849344,0.04761291804476316,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.08702217353588,0.017849344,0.046256471114505364,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.1775474914003756,0.017849344,0.04493866807229653,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.270727417075829,0.017849344,0.043658407990374404,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.3666397955540757,0.017849344,0.042414621305365725,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.465364754590801,0.017849344,0.04120626892474456,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.566984771646408,0.017849344,0.04003234135874666,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.6715847427898782,0.017849344,0.03889185787701483,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.779252053623214,0.017849344,0.0377838656892707,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
DeepSeek-V4-Pro,1000,True,1048576,1048576,3.8900766522856944,0.017849344,0.03670743914932833,0.03573766837508121,replay_prompt,27981.679988313666,3.9956370544746127,CSA/HCA compressed attention,49B active; 61 layers; c4a/c128a KV model
