phase,gpu,samples,power_mean_w
baseline,0,120,233.19833333333332
baseline,1,120,84.95100000000001
drain,0,248,151.37508064516132
drain,1,248,248.38862903225808
post,0,119,95.23613445378149
post,1,119,300.54016806722694
