source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
terminalbench x medium,4,5,1684,0.5295084511784308,0.7796912114014252,-0.25018276022299435
terminalbench x medium,4,6,281,0.6251505100114076,0.8434163701067615,-0.21826586009535387
terminalbench x medium,4,7,446,0.7531740868343076,0.8026905829596412,-0.0495164961253336
terminalbench x medium,4,8,359,0.8339782905754539,0.935933147632312,-0.10195485705685803
terminalbench x medium,4,9,128,0.9668427050649075,0.984375,-0.017532294935092452
terminalbench x medium,8,2,5,0.2500840336134454,1.0,-0.7499159663865547
terminalbench x medium,8,3,20,0.35655717932480846,0.95,-0.5934428206751915
terminalbench x medium,8,4,85,0.45293809078455155,0.9529411764705882,-0.5000030856860367
terminalbench x medium,8,5,831,0.5649008465286527,0.9879663056558363,-0.42306545912718363
terminalbench x medium,8,6,4486,0.6464372761455193,0.9750334373606777,-0.32859616121515844
terminalbench x medium,8,7,1328,0.7265646460121491,0.9533132530120482,-0.22674860699989907
terminalbench x medium,8,8,571,0.8523071648849003,0.9737302977232924,-0.12142313283839212
terminalbench x medium,8,9,475,0.9352031758550394,1.0,-0.06479682414496057
terminalbench x medium,16,5,11,0.5669179916206278,1.0,-0.43308200837937216
terminalbench x medium,16,6,58,0.6593909654341367,1.0,-0.34060903456586333
terminalbench x medium,16,7,1367,0.7714354715041062,1.0,-0.22856452849589382
terminalbench x medium,16,8,5111,0.8371635643104669,0.9992173742907454,-0.16205380998027852
terminalbench x medium,16,9,1202,0.9423627730621198,1.0,-0.057637226937880204
terminalbench x medium,32,7,3,0.7726549035065347,1.0,-0.22734509649346535
terminalbench x medium,32,8,305,0.8803610870862867,1.0,-0.11963891291371331
terminalbench x medium,32,9,7076,0.9481743211554239,1.0,-0.05182567884457612
terminalbench x medium,64,9,6443,0.9834021720513121,1.0,-0.016597827948687915
terminalbench x short,1,0,2,0.07981220657276995,0.0,0.07981220657276995
terminalbench x short,1,1,1360,0.17197370709960377,0.6455882352941177,-0.4736145281945139
terminalbench x short,1,2,179,0.23806958456130844,0.8379888268156425,-0.599919242254334
terminalbench x short,1,3,46,0.3213462262375308,0.8260869565217391,-0.5047407302842084
terminalbench x short,1,4,283,0.46873386175367454,0.773851590106007,-0.3051177283523325
terminalbench x short,1,5,39,0.5425043067458991,0.8205128205128205,-0.2780085137669214
terminalbench x short,1,6,191,0.6577792872685847,0.9476439790575916,-0.28986469178900687
terminalbench x short,1,7,68,0.7403245535940467,0.9852941176470589,-0.24496956405301218
terminalbench x short,2,1,3,0.16594596820690224,0.6666666666666666,-0.5007206984597644
terminalbench x short,2,2,361,0.28100490065992706,0.925207756232687,-0.6442028555727599
terminalbench x short,2,3,1151,0.32613388849477526,0.9052997393570807,-0.5791658508623054
terminalbench x short,2,4,64,0.45370840097402615,0.984375,-0.5306665990259738
terminalbench x short,2,5,275,0.5813185834721294,0.9090909090909091,-0.32777232561877967
terminalbench x short,2,6,55,0.6428599050519169,0.9636363636363636,-0.3207764585844467
terminalbench x short,2,7,190,0.7443008521845664,0.9894736842105263,-0.24517283202595985
terminalbench x short,2,8,69,0.8841937235516598,1.0,-0.11580627644834018
terminalbench x short,4,2,2,0.28169014084507044,1.0,-0.7183098591549295
terminalbench x short,4,3,16,0.34972716684760985,1.0,-0.6502728331523902
terminalbench x short,4,4,579,0.4544136043985354,1.0,-0.5455863956014646
terminalbench x short,4,5,938,0.5232635377384323,0.9968017057569296,-0.47353816801849735
terminalbench x short,4,6,44,0.6079545454545456,1.0,-0.39204545454545436
terminalbench x short,4,7,301,0.7333089495062903,1.0,-0.26669105049370967
terminalbench x short,4,8,219,0.8394146191384388,1.0,-0.16058538086156116
terminalbench x short,4,9,69,0.9740105222705502,1.0,-0.025989477729449817
terminalbench x short,8,4,2,0.4694835680751174,1.0,-0.5305164319248826
terminalbench x short,8,5,18,0.5796414987363565,1.0,-0.4203585012636435
terminalbench x short,8,6,610,0.6509076821478212,1.0,-0.34909231785217876
terminalbench x short,8,7,885,0.7139366057746994,1.0,-0.2860633942253006
terminalbench x short,8,8,355,0.8558085140566378,1.0,-0.14419148594336217
terminalbench x short,8,9,297,0.9462814922915411,1.0,-0.053718507708458874
terminalbench x short,16,7,28,0.7815842640506249,1.0,-0.21841573594937513
terminalbench x short,16,8,1476,0.8503380390338726,1.0,-0.14966196096612738
terminalbench x short,16,9,601,0.9497990716130429,1.0,-0.05020092838695711
terminalbench x short,32,9,2063,0.9595388360669369,1.0,-0.04046116393306309
terminalbench x short,64,9,1904,0.9895413461417322,1.0,-0.01045865385826783
