dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,committed,0.22948908805847168,0.5725626945495605,0.07978510856628418,0.6523478031158447,0.7978024482727051,6.913931608200073,6.914226770401001,6.03171181678772,0.0803685188293457
1,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,committed,7.39542293548584,0.4162595272064209,0.08615255355834961,0.5024120807647705,7.808196544647217,14.738698482513428,14.738950252532959,6.84006667137146,0.08710741996765137
2,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,committed,15.224528551101685,0.5015077590942383,0.6725711822509766,1.1740789413452148,15.721791744232178,22.523147344589233,22.52341389656067,6.124253034591675,0.673041820526123
3,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,committed,23.0111141204834,0.5586583614349365,0.0,0.5586583614349365,23.564308643341064,23.569772481918335,23.570329904556274,1.9550323486328125e-05,0.00045228004455566406
4,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,committed,24.06986403465271,0.28379297256469727,0.06643199920654297,0.35022497177124023,24.348651885986328,26.85364007949829,26.853818655014038,2.4332005977630615,0.06682229042053223
5,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,committed,27.34880805015564,0.9455864429473877,1.012810230255127,1.9583966732025146,28.29002022743225,30.479671478271484,30.480016469955444,1.1720690727233887,1.0134599208831787
