phase,gpu,samples,power_mean_w
baseline,0,239,293.35920502092046
baseline,1,239,84.46020920502094
drain,0,123,277.73853658536586
drain,1,123,179.0230894308943
post,0,239,217.2318828451883
post,1,239,249.9140167364017
