connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
95ce35e4a0dcdda8,kv,5549273615763467,5549273617035503,0,0
f2a1d9b7266e49e8,api,5549273616147273,5549273617099753,0,0
481766509f7d5917,api,5549285322932639,5549288103156140,29448,9333
4a3c455325f6d6f2,api,5549288286592234,5549289697999365,7242,15688
87ce90c1be6ea174,api,5549289872998262,5549292977161914,32058,9333
5ebcafb663eaf7d6,api,5549293158240551,5549296524113605,22395,26687
0b469c6d48e89ed6,api,5549296714701599,5549297702621390,29416,12772
f3abaa0133e0481c,api,5549297703902907,5549298662528937,7210,12770
ccfcaa665fc64243,api,5549298663766575,5549299643645006,32026,12772
9d7391635ae78c16,api,5549299645213100,5549301746185261,22363,27425
