connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
d8a7d473f7e9cfe6,api,,10859161461860,10860483901626,16742,46376,10859801927687,10859801927687,10859847171743,10860483055988,,,,,,,,
b8099aaa45372820,api,,10862294748826,10863653689019,16718,46784,10862923016999,10862923016999,10862953961222,10863653183781,,,,,,,,
0c8b4e322df245ff,api,,10865559826895,10866869817833,16730,46814,10866143851637,10866143851637,10866178136702,10866868574729,,,,,,,,
991d6566c396f246,api,,10868834251811,10870125407437,16742,46124,10869466260769,10869466260769,10869504330436,10870124855671,,,,,,,,
418e6cb8ff484819,api,,10871999405460,10873287612985,16730,46568,10872586987696,10872586987696,10872620078367,10873287127794,,,,,,,,
f95de3587aaa60f8,api,,10875259438762,10876579261668,16730,46344,10875909176667,10875909176667,10875945160432,10876578642957,,,,,,,,
ac161539acd6a057,api,,10878437182419,10880054608088,16718,49002,10879030017348,10879030017348,10879088108429,10880054085506,,,,,,,,
3899fbfb73189985,api,,10881507383409,10882532106693,16724,48551,10881509370189,10881509370189,10881583700864,10882495541645,,,,,,,,
e437cd71d55655cc,api,,10889194695997,10890215414086,16932,46205,10889503162611,10889503162611,10889548766816,10890214748286,,,,,,,,
3db57788dd490d15,api,,10889449040113,10890260896403,16920,46663,10889503301511,10889503301511,10889579324765,10890260319761,,,,,,,,
220f24b4b6608285,api,,10889307552759,10890306648326,16908,47109,10889503199270,10889503199270,10889579369419,10890305724412,,,,,,,,
8f6502b40d40355a,api,,10889614258448,10890362496574,16932,46434,10889635906109,10889635906109,10889683936660,10890361702553,,,,,,,,
9b6ffc038f3dbab3,api,,10889606044017,10890418290640,16920,46886,10889635857448,10889635857448,10889683894861,10890417660687,,,,,,,,
a219ace61e0c59ef,api,,10889700176217,10890500457677,16920,46892,10889701305126,10889701305126,10889761300840,10890499694645,,,,,,,,
bc1837340f7ce019,api,,10889840538739,10890635096463,16908,47115,10889840895569,10889840895569,10889923387466,10890634511315,,,,,,,,
fda17033cdd33c90,api,,10889934950775,10890743203089,16914,46877,10889935391812,10889935391812,10889989191494,10890742622289,,,,,,,,
ccf03851f8b08e13,api,,10890783560910,10891426734923,16951,46220,10890784289698,10890784289698,10890856399365,10891425164404,,,,,,,,
029cabcad76582ea,api,,10890783732702,10891453816205,16951,46449,10890784341876,10890784341876,10890856452104,10891453082316,,,,,,,,
365a22e1af72bd50,api,,10890765287765,10891509570215,16927,47124,10890765681103,10890765681103,10890833685933,10891508947626,,,,,,,,
ff4bb8ed95a7d2cf,api,,10890816075662,10891510092736,16939,46678,10890816478739,10890816478739,10890905943056,10891508988533,,,,,,,,
56008f52ef7644be,api,,10890790807064,10891537722878,16939,46907,10890791184332,10890791184332,10890879209988,10891537136357,,,,,,,,
c2fa3f27a2ed6d20,api,,10890799154986,10891560419618,16939,46901,10890799555958,10890799555958,10890905856153,10891559611882,,,,,,,,
81ef229eb24db1dd,api,,10890824392696,10891561470531,16933,46892,10890824796895,10890824796895,10890906006205,10891559702462,,,,,,,,
74ae993c57dbfe76,api,,10890807507787,10891583577444,16927,47130,10890807918037,10890807918037,10890905905095,10891582911253,,,,,,,,
