phase,gpu,samples,power_mean_w
baseline,0,120,330.54666666666674
baseline,1,120,84.08658333333332
drain,0,1136,344.9912764084507
drain,1,1136,226.83415492957744
post,0,120,338.5746666666667
post,1,120,342.53558333333336
