phase,gpu,samples,power_mean_w
baseline,0,240,279.6275833333333
baseline,1,240,85.82754166666668
drain,0,114,257.4527192982456
drain,1,114,221.25771929824563
post,0,239,129.6225941422594
post,1,239,299.3174476987449
