phase,gpu,samples,power_mean_w
baseline,0,120,217.53783333333334
baseline,1,120,85.44608333333332
drain,0,178,165.14140449438202
drain,1,178,240.99797752808988
post,0,119,133.2152100840336
post,1,119,266.1189075630252
