phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,2561288,141.031564950943,18161.09748828873,125000000.0,0.00014528877990630984,1
drain,kv,target_to_client,3612062712,141.37609004974365,25549318.210236847,125000000.0,0.20439454568189477,1
post,api,client_to_target,2014054,57.26341390609741,35171.74165170658,125000000.0,0.00028137393321365264,1
post,kv,target_to_client,4788,58.35254907608032,82.0529707066847,125000000.0,6.564237656534777e-07,1
