bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,0.5346571009380091,333.90299999999996,20
0,0.0,5.0,1,sink,0,83.39949999999999,20
1,5.0,10.0,0,source,0.5346571009380091,291.717,20
1,5.0,10.0,1,sink,0,83.3585,20
2,10.0,15.0,0,source,0.5346571009380091,232.494,20
2,10.0,15.0,1,sink,0,83.3535,20
3,15.0,20.0,0,source,0.5346571009380091,311.0565,20
3,15.0,20.0,1,sink,0,83.36799999999998,20
4,20.0,25.0,0,source,0.5346571009380091,310.552,20
4,20.0,25.0,1,sink,0,83.37749999999998,20
5,25.0,30.0,0,source,0.5346571009380091,260.79900000000004,20
5,25.0,30.0,1,sink,0,83.50699999999999,20
6,30.0,35.0,0,source,0.5346571009380091,290.87499999999994,20
6,30.0,35.0,1,sink,0,83.03650000000002,20
7,35.0,40.0,0,source,0.5346571009380091,351.373,20
7,35.0,40.0,1,sink,0,82.939,20
8,40.0,45.0,0,source,0.5346571009380091,277.52549999999997,20
8,40.0,45.0,1,sink,0,82.9715,20
9,45.0,50.0,0,source,0.5346571009380091,261.2505,20
9,45.0,50.0,1,sink,0,82.93299999999999,20
10,50.0,55.0,0,source,0.5346571009380091,331.9364999999999,20
10,50.0,55.0,1,sink,0,82.9555,20
11,55.0,60.0,0,source,0.5346571009380091,347.2357894736843,19
11,55.0,60.0,1,sink,0,83.0336842105263,19
12,60.0,65.0,0,source,0.5346571009380091,160.0115,20
12,60.0,65.0,1,sink,0,83.0345,20
13,65.0,70.0,0,source,0.5346571009380091,91.08500000000001,20
13,65.0,70.0,1,sink,0,108.97049999999999,20
14,70.0,75.0,0,source,0.5346571009380091,89.532,20
14,70.0,75.0,1,sink,0,333.44199999999995,20
15,75.0,80.0,0,source,0.5346571009380091,88.9075,20
15,75.0,80.0,1,sink,0,85.07400000000001,20
16,80.0,85.0,0,source,0.5346571009380091,88.04549999999999,20
16,80.0,85.0,1,sink,0,83.96850000000002,20
17,85.0,90.0,0,source,0.5346571009380091,87.8545,20
17,85.0,90.0,1,sink,0,83.88500000000002,20
18,90.0,95.0,0,source,0.5346571009380091,87.47900000000001,20
18,90.0,95.0,1,sink,0,83.63199999999999,20
19,95.0,100.0,0,source,0.5346571009380091,87.1765,20
19,95.0,100.0,1,sink,0,83.2905,20
20,100.0,105.0,0,source,0.5346571009380091,86.96549999999999,20
20,100.0,105.0,1,sink,0,82.98249999999999,20
21,105.0,110.0,0,source,0.5346571009380091,86.878,20
21,105.0,110.0,1,sink,0,82.963,20
22,110.0,115.0,0,source,0.5346571009380091,86.71300000000001,20
22,110.0,115.0,1,sink,0,120.43049999999998,20
23,115.0,120.0,0,source,0.5346571009380091,86.67850000000001,20
23,115.0,120.0,1,sink,0,109.804,20
24,120.0,125.0,0,source,0.5346571009380091,86.7175,20
24,120.0,125.0,1,sink,0,225.325,20
25,125.0,130.0,0,source,0.5346571009380091,86.791,20
25,125.0,130.0,1,sink,0,84.1385,20
26,130.0,135.0,0,source,0.5346571009380091,86.7775,20
26,130.0,135.0,1,sink,0,83.75300000000001,20
27,135.0,140.0,0,source,0.5346571009380091,86.811,20
27,135.0,140.0,1,sink,0,83.52050000000001,20
28,140.0,145.0,0,source,0.5346571009380091,86.7535,20
28,140.0,145.0,1,sink,0,83.48750000000001,20
29,145.0,150.0,0,source,0.5346571009380091,86.6815,20
29,145.0,150.0,1,sink,0,133.48600000000002,20
30,150.0,155.0,0,source,0.5346571009380091,86.2445,20
30,150.0,155.0,1,sink,0,120.1925,20
31,155.0,160.0,0,source,0.512853131382632,86.179,20
31,155.0,160.0,1,sink,0.021803969555377063,161.29299999999998,20
32,160.0,165.0,0,source,0.2978451484681601,86.2415,20
32,160.0,165.0,1,sink,0.236811952469849,277.3605,20
33,165.0,170.0,0,source,0.2978451484681601,86.218,20
33,165.0,170.0,1,sink,0.236811952469849,319.3095,20
34,170.0,175.0,0,source,0.2978451484681601,86.40050000000001,20
34,170.0,175.0,1,sink,0.236811952469849,360.09549999999996,20
35,175.0,180.0,0,source,0.2822841411309856,86.58300000000001,20
35,175.0,180.0,1,sink,0.2523729598070235,320.2475,20
36,180.0,185.0,0,source,0.2822841411309856,86.787,20
36,180.0,185.0,1,sink,0.2523729598070235,328.887,20
37,185.0,190.0,0,source,0.2822841411309856,86.97200000000001,20
37,185.0,190.0,1,sink,0.2523729598070235,343.77099999999996,20
38,190.0,195.0,0,source,0.2822841411309856,87.22684210526316,19
38,190.0,195.0,1,sink,0.2523729598070235,300.62263157894733,19
39,195.0,200.0,0,source,0.16009282371524486,87.3345,20
39,195.0,200.0,1,sink,0.37456427722276425,311.57250000000005,20
40,200.0,205.0,0,source,0.16009282371524486,87.5925,20
40,200.0,205.0,1,sink,0.37456427722276425,341.065,20
41,205.0,210.0,0,source,0.029308210329811124,87.6545,20
41,205.0,210.0,1,sink,0.505348890608198,305.58699999999993,20
42,210.0,215.0,0,source,0.0,89.64799999999998,20
42,210.0,215.0,1,sink,0.5346571009380091,332.4465,20
43,215.0,220.0,0,source,0.0,87.3855,20
43,215.0,220.0,1,sink,0.5346571009380091,343.29100000000005,20
44,220.0,225.0,0,source,0.0,87.49499999999999,20
44,220.0,225.0,1,sink,0.5346571009380091,346.1835,20
45,225.0,230.0,0,source,0.0,87.53299999999999,20
45,225.0,230.0,1,sink,0.5346571009380091,374.48099999999994,20
46,230.0,235.0,0,source,0.0,87.61099999999999,20
46,230.0,235.0,1,sink,0.5346571009380091,365.198,20
47,235.0,240.0,0,source,0.0,87.81949999999999,20
47,235.0,240.0,1,sink,0.5346571009380091,345.93549999999993,20
48,240.0,245.0,0,source,0.0,87.946,20
48,240.0,245.0,1,sink,0.5346571009380091,357.0555,20
49,245.0,250.0,0,source,0.0,87.97349999999999,20
49,245.0,250.0,1,sink,0.5346571009380091,351.7800000000001,20
50,250.0,255.0,0,source,0.0,87.99749999999999,20
50,250.0,255.0,1,sink,0.5346571009380091,341.78049999999996,20
51,255.0,260.0,0,source,0.0,88.11850000000001,20
51,255.0,260.0,1,sink,0.5346571009380091,310.21450000000004,20
52,260.0,265.0,0,source,0.0,88.147,20
52,260.0,265.0,1,sink,0.5346571009380091,291.9885,20
53,265.0,270.0,0,source,0.0,88.3885,20
53,265.0,270.0,1,sink,0.5346571009380091,373.566,20
54,270.0,271.30901551246643,0,source,0.0,88.09400000000001,5
54,270.0,271.30901551246643,1,sink,0.5346571009380091,366.48199999999997,5
