connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
3ee1ce0c849ad870,kv,5567220529192600,5567220530384116,0,0
d96643b6b5cf94b3,api,5567220529497676,5567220530447885,0,0
cfe43f8fcb8244e1,api,5567243296359320,5567247938203289,25919,12077
7c8387213262bad6,api,5567243296982883,5567248684713705,29448,21065
34899aeb97ee29dc,api,5567253329029905,5567260395796328,36981,9333
299b8b5a636a08ce,api,5567252552024126,5567260742245526,43412,14264
8268e029b5a66cbe,api,5567265985148114,5567266888177439,25887,11828
27254a16e76ec76b,api,5567266889480514,5567267873638805,29416,12772
f1411819cd616a32,api,5567267875120427,5567268795174442,43380,11828
130ede71922f608a,api,5567268796341478,5567269558958003,36949,9826
