phase,gpu,samples,power_mean_w
baseline,0,239,289.4151046025105
baseline,1,239,85.11313807531381
drain,0,116,284.976724137931
drain,1,116,204.51586206896548
post,0,239,181.52640167364015
post,1,239,268.90221757322183
