phase,gpu,samples,power_mean_w
baseline,0,239,189.15757322175733
baseline,1,239,82.2773640167364
drain,0,325,139.08883076923075
drain,1,325,120.25233846153847
post,0,240,116.30704166666666
post,1,240,139.03291666666664
