phase,gpu,samples,power_mean_w
baseline,0,120,338.83158333333336
baseline,1,120,86.36675
drain,0,662,359.2554380664653
drain,1,662,111.81631419939576
post,0,119,328.1653781512605
post,1,119,224.605462184874
