phase,gpu,samples,power_mean_w
baseline,0,120,341.93208333333337
baseline,1,120,84.88650000000001
drain,0,1384,329.61780346820814
drain,1,1384,299.05141618497106
post,0,120,90.44675
post,1,120,384.12941666666666
