phase,gpu,samples,power_mean_w
baseline,0,480,339.3036041666667
baseline,1,480,82.14020833333333
drain,0,150,341.05120000000005
drain,1,150,119.98699999999997
post,0,479,248.64757828810022
post,1,479,174.46997912317326
