phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,130.05171548117156
baseline,1,239,239,1.0,83.14267782426776
drain,0,152,152,1.0,104.13671052631581
drain,1,152,152,1.0,268.8692763157895
post,0,240,240,1.0,86.87875000000001
post,1,240,240,1.0,134.45516666666668
