phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,286.60816666666665
baseline,1,240,240,1.0,82.45995833333333
drain,0,60,60,1.0,240.5301666666667
drain,1,60,60,1.0,340.57533333333333
post,0,239,239,1.0,137.39150627615064
post,1,239,239,1.0,294.50502092050203
